ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1990,1990-09-09,1,23.029,BUF,,IND,W 26-10,,
2,1990,1990-09-16,2,23.036,BUF,@,MIA,L 7-30,,
3,1990,1990-09-24,3,23.044,BUF,@,NYJ,W 30-7,,
4,1990,1990-10-07,5,23.057,BUF,,RAI,W 38-24,,
5,1990,1990-10-21,6,23.071,BUF,,NYJ,W 30-27,,
6,1990,1990-10-28,7,23.078,BUF,@,NWE,W 27-10,,
7,1990,1990-11-04,8,23.085,BUF,@,CLE,W 42-0,,
8,1990,1990-11-11,9,23.092,BUF,,PHO,W 45-14,,
9,1990,1990-12-02,12,23.113,BUF,,PHI,W 30-23,,1.0
10,1990,1990-12-09,13,23.120,BUF,@,IND,W 31-7,,
11,1990,1990-12-23,15,23.134,BUF,,MIA,W 24-14,,1.0
12,1990,1990-12-30,16,23.141,BUF,@,WAS,L 14-29,,
13,1991,1991-09-01,1,24.021,BUF,,MIA,W 35-31,,
14,1991,1991-09-08,2,24.028,BUF,,PIT,W 52-34,,
15,1991,1991-09-15,3,24.035,BUF,@,NYJ,W 23-20,,1.0
16,1991,1991-09-22,4,24.042,BUF,@,TAM,W 17-10,,
17,1991,1991-09-29,5,24.049,BUF,,CHI,W 35-20,,
18,1991,1991-10-07,6,24.057,BUF,@,KAN,L 6-33,,
19,1991,1991-10-13,7,24.063,BUF,,IND,W 42-6,,
20,1991,1991-10-21,8,24.071,BUF,,CIN,W 35-16,,
21,1991,1991-11-03,9,24.084,BUF,,NWE,W 22-17,,
22,1991,1991-11-10,10,24.091,BUF,@,GNB,W 34-24,,
23,1991,1991-11-18,11,24.099,BUF,@,MIA,W 41-27,,
24,1991,1991-11-24,12,24.105,BUF,@,NWE,L 13-16,,0.5
25,1991,1991-12-01,13,24.112,BUF,,NYJ,W 24-13,,
26,1991,1991-12-08,14,24.119,BUF,@,RAI,W 30-27,,
27,1991,1991-12-15,15,24.126,BUF,@,IND,W 35-7,,
28,1991,1991-12-22,16,24.133,BUF,,DET,L 14-17,,
29,1992,1992-09-06,1,25.026,BUF,,RAM,W 40-7,,
30,1992,1992-09-13,2,25.033,BUF,@,SFO,W 34-31,,
31,1992,1992-09-20,3,25.040,BUF,,IND,W 38-0,,
32,1992,1992-09-27,4,25.047,BUF,@,NWE,W 41-7,,
33,1992,1992-10-04,5,25.054,BUF,,MIA,L 10-37,,
34,1992,1992-10-11,6,25.061,BUF,@,RAI,L 3-20,,
35,1992,1992-10-26,7,25.076,BUF,@,NYJ,W 24-20,,
36,1992,1992-11-01,8,25.082,BUF,,NWE,W 16-7,,
37,1992,1992-11-08,9,25.089,BUF,,PIT,W 28-20,,
38,1992,1992-11-16,10,25.097,BUF,@,MIA,W 26-20,,
39,1992,1992-11-22,11,25.103,BUF,,ATL,W 41-14,,
40,1992,1992-11-29,12,25.110,BUF,@,IND,L 13-16,,
41,1992,1992-12-06,13,25.117,BUF,,NYJ,L 17-24,,
42,1992,1992-12-12,14,25.123,BUF,,DEN,W 27-17,,
43,1992,1992-12-20,15,25.131,BUF,@,NOR,W 20-16,,
44,1992,1992-12-27,16,25.138,BUF,@,HOU,L 3-27,,
45,1993,1993-09-05,1,26.025,BUF,,NWE,W 38-14,,
46,1993,1993-09-12,2,26.032,BUF,@,DAL,W 13-10,,
47,1993,1993-09-26,3,26.046,BUF,,MIA,L 13-22,,
48,1993,1993-10-03,4,26.053,BUF,,NYG,W 17-14,,
49,1993,1993-10-11,5,26.061,BUF,,HOU,W 35-7,,0.5
50,1993,1993-10-24,6,26.074,BUF,@,NYJ,W 19-10,,
51,1993,1993-11-01,7,26.082,BUF,,WAS,W 24-10,,
52,1993,1993-11-07,8,26.088,BUF,@,NWE,W 13-10,,
53,1993,1993-11-15,9,26.096,BUF,@,PIT,L 0-23,,
54,1993,1993-11-21,10,26.102,BUF,,IND,W 23-9,,
55,1993,1993-11-28,11,26.109,BUF,@,KAN,L 7-23,,
56,1993,1993-12-05,12,26.116,BUF,,RAI,L 24-25,,
57,1993,1993-12-12,13,26.123,BUF,@,PHI,W 10-7,,
58,1993,1993-12-19,14,26.130,BUF,@,MIA,W 47-34,,
59,1993,1994-01-02,16,26.144,BUF,@,IND,W 30-10,,
60,1994,1994-09-04,1,27.024,BUF,,NYJ,L 3-23,,
