ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-08,1,23.091,CHI,,MIN,W 27-23,*
2,2002,2002-09-15,2,23.098,CHI,@,ATL,W 14-13,*
3,2002,2002-09-22,3,23.105,CHI,,NOR,L 23-29,*
4,2002,2002-09-29,4,23.112,CHI,@,BUF,L 27-33,*
5,2002,2002-10-07,5,23.120,CHI,,GNB,L 21-34,*
6,2002,2002-10-20,6,23.133,CHI,@,DET,L 20-23,
7,2002,2002-10-27,7,23.140,CHI,@,MIN,L 7-25,
8,2002,2002-11-03,8,23.147,CHI,,PHI,L 13-19,
9,2002,2002-11-10,9,23.154,CHI,,NWE,L 30-33,
10,2002,2002-11-18,10,23.162,CHI,@,STL,L 16-21,
11,2002,2002-11-24,11,23.168,CHI,,DET,W 20-17,
12,2002,2002-12-01,12,23.175,CHI,@,GNB,L 20-30,
13,2002,2002-12-09,13,23.183,CHI,@,MIA,L 9-27,
14,2002,2002-12-15,14,23.189,CHI,,NYJ,W 20-13,
15,2002,2002-12-22,15,23.196,CHI,@,CAR,L 14-24,
16,2002,2002-12-29,16,23.203,CHI,,TAM,L 0-15,
