ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1977,1977-09-25,2,23.050,DET,,NOR,W 23-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,134,33.50,1
2,1977,1977-10-02,3,23.057,DET,,PHI,W 17-13,0,0,,0,0,0,,0,0,0,,0,0,,,7,289,41.29,0
3,1977,1977-10-09,4,23.064,DET,@,MIN,L 7-14,0,0,,0,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,9,302,33.56,0
4,1977,1977-10-16,5,23.071,DET,,GNB,W 10-6,0,0,,0,0,0,,0,0,0,,0,0,,,5,194,38.80,0
5,1977,1977-10-23,6,23.078,DET,@,SFO,L 7-28,1,0,0.00,0,0,0,,0,0,0,,0,0,,,12,434,36.17,0
6,1977,1977-10-30,7,23.085,DET,@,DAL,L 0-37,0,0,,0,0,0,,0,0,0,,0,0,,,9,307,34.11,0
7,1977,1977-11-06,8,23.092,DET,,SDG,W 20-0,0,0,,0,0,0,,0,0,0,,0,0,,,4,176,44.00,0
8,1977,1977-11-13,9,23.099,DET,@,ATL,L 6-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,222,37.00,0
9,1977,1977-11-20,10,23.106,DET,,TAM,W 16-7,0,0,,0,0,0,,0,0,0,,0,0,,,9,348,38.67,0
10,1977,1977-11-24,11,23.110,DET,,CHI,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,,,8,306,38.25,0
11,1977,1977-12-04,12,23.120,DET,@,GNB,L 9-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,172,34.40,0
12,1977,1977-12-11,13,23.127,DET,@,BAL,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,9,307,34.11,0
13,1977,1977-12-17,14,23.133,DET,,MIN,L 21-30,0,0,,0,0,0,,0,0,0,,0,0,,,6,229,38.17,0
