ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1966,1966-11-20,10,22.220,PIT,,DAL,L 7-20,0,0,,0,1,10,10.00,0,0,0
2,1966,1966-11-27,11,22.227,PIT,@,STL,L 3-6,2,2,1.00,0,0,0,,0,0,0
3,1966,1966-12-11,13,22.241,PIT,@,NYG,W 47-28,6,15,2.50,2,0,0,,0,2,12
