ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
20,1992,1992-09-28,4,24.162,KAN,,RAI,W 27-7,2,1,26,26.00,0,50.0%,13.00,0,0,,0,0,0
21,1992,1992-11-08,9,24.203,KAN,,SDG,W 16-14,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0
22,1992,1992-11-15,10,24.210,KAN,,WAS,W 35-16,7,6,148,24.67,2,85.7%,21.14,0,0,,0,2,12
23,1992,1992-11-22,11,24.217,KAN,@,SEA,W 24-14,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0
24,1992,1992-11-29,12,24.224,KAN,@,NYJ,W 23-7,3,2,19,9.50,1,66.7%,6.33,0,0,,0,1,6
25,1992,1992-12-06,13,24.231,KAN,@,RAI,L 7-28,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0
26,1992,1992-12-13,14,24.238,KAN,,NWE,W 27-20,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
27,1992,1992-12-19,15,24.244,KAN,@,NYG,L 21-35,5,1,77,77.00,1,20.0%,15.40,0,0,,0,1,6
28,1992,1992-12-27,16,24.252,KAN,,DEN,W 42-20,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0
29,1993,1993-09-05,1,25.139,KAN,@,TAM,W 27-3,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0
30,1993,1993-09-12,2,25.146,KAN,@,HOU,L 0-30,2,1,6,6.00,0,50.0%,3.00,1,3,3.00,0,0,0
31,1993,1993-09-20,3,25.154,KAN,,DEN,W 15-7,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
32,1993,1993-10-03,4,25.167,KAN,,RAI,W 24-9,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
33,1993,1993-10-10,5,25.174,KAN,,CIN,W 17-15,1,1,8,8.00,1,100.0%,8.00,0,0,,0,1,6
34,1993,1993-10-17,6,25.181,KAN,@,SDG,W 17-14,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0
35,1993,1993-10-31,7,25.195,KAN,@,MIA,L 10-30,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
36,1993,1993-11-08,8,25.203,KAN,,GNB,W 23-16,,0,0,,0,0.0%,,0,0,,0,0,
37,1993,1993-11-14,9,25.209,KAN,@,RAI,W 31-20,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0
38,1993,1993-11-21,10,25.216,KAN,,CHI,L 17-19,,0,0,,0,0.0%,,0,0,,0,0,
39,1993,1993-11-28,11,25.223,KAN,,BUF,W 23-7,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0
40,1993,1993-12-05,12,25.230,KAN,@,SEA,W 31-16,,0,0,,0,0.0%,,0,0,,0,0,
41,1993,1993-12-12,13,25.237,KAN,@,DEN,L 21-27,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0
42,1993,1993-12-19,14,25.244,KAN,,SDG,W 28-24,4,1,3,3.00,0,25.0%,0.75,0,0,,0,0,0
43,1993,1993-12-26,15,25.251,KAN,@,MIN,L 10-30,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0
44,1993,1994-01-02,16,25.258,KAN,,SEA,W 34-24,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0
