ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,22.241,DET,@,MIA,L 21-49,,1,,,,,0.0%,,,,,,
2,2002,2002-09-15,2,22.248,DET,@,CAR,L 7-31,*,,,,,,0.0%,,,,,,
3,2002,2002-09-22,3,22.255,DET,,GNB,L 31-37,*,,,,,,0.0%,,,,,,
4,2002,2002-09-29,4,22.262,DET,,NOR,W 26-21,,,,,,,0.0%,,,,,,
5,2002,2002-10-13,5,22.276,DET,@,MIN,L 24-31,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,,
6,2002,2002-10-20,6,22.283,DET,,CHI,W 23-20,*,4,2,19,9.50,0,50.0%,4.75,0,0,0.0,,
7,2002,2002-11-03,8,22.297,DET,,DAL,W 9-7,*,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,,
8,2002,2002-11-10,9,22.304,DET,@,GNB,L 14-40,*,,,,,,0.0%,,,,,,
9,2002,2002-11-17,10,22.311,DET,,NYJ,L 14-31,,1,,,,,0.0%,,,,,,
10,2002,2002-11-24,11,22.318,DET,@,CHI,L 17-20,,2,,,,,0.0%,,,,,,
11,2002,2002-11-28,12,22.322,DET,,NWE,L 12-20,,,,,,,0.0%,,,,,,
12,2002,2002-12-08,13,22.332,DET,@,ARI,L 20-23,*,2,1,13,13.00,0,50.0%,6.50,0,0,0.0,,
13,2002,2002-12-15,14,22.339,DET,,TAM,L 20-23,,0,,,,,0.0%,,,,,,
14,2002,2002-12-22,15,22.346,DET,@,ATL,L 15-36,*,0,,,,,0.0%,,,,,,
15,2002,2002-12-29,16,22.353,DET,,MIN,L 36-38,*,3,,,,,0.0%,,,,,,
16,2003,2003-09-07,1,23.240,DET,,ARI,W 42-24,,,,,,,0.0%,,,,,,
17,2003,2003-09-14,2,23.247,DET,@,GNB,L 6-31,,,,,,,0.0%,,,,,,
18,2003,2003-09-21,3,23.254,DET,,MIN,L 13-23,,,,,,,0.0%,,,,,,
19,2003,2003-09-28,4,23.261,DET,@,DEN,L 16-20,*,,,,,,0.0%,,,,,,
20,2003,2003-10-05,5,23.268,DET,@,SFO,L 17-24,,0,,,,,0.0%,,,,,,
21,2003,2003-10-19,6,23.282,DET,,DAL,L 7-38,,,,,,,0.0%,,,,,,
22,2003,2003-10-26,7,23.289,DET,@,CHI,L 16-24,,,,,,,0.0%,,,,,,
23,2004,2004-12-19,14,24.344,CHI,,HOU,L 5-24,,0,,,,,0.0%,,,,,,
24,2004,2004-12-26,15,24.351,CHI,@,DET,L 13-19,,,,,,,0.0%,,,,,,
25,2006,2006-12-03,12,26.327,NOR,,SFO,W 34-10,,,0,0,,0,0.0%,,0,0,0.0,,
26,2006,2006-12-10,13,26.334,NOR,@,DAL,W 42-17,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,,
27,2006,2006-12-17,14,26.341,NOR,,WAS,L 10-16,,,0,0,,0,0.0%,,0,0,0.0,,
28,2006,2006-12-24,15,26.348,NOR,@,NYG,W 30-7,,0,0,0,,0,0.0%,,0,0,0.0,,
29,2006,2006-12-31,16,26.355,NOR,,CAR,L 21-31,,4,3,40,13.33,0,75.0%,10.00,0,0,0.0,,
30,2007,2007-09-06,1,27.239,NOR,@,IND,L 10-41,,,0,0,,0,0.0%,,0,0,0.0,,
31,2007,2007-09-16,2,27.249,NOR,@,TAM,L 14-31,,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,,
32,2007,2007-09-24,3,27.257,NOR,,TEN,L 14-31,,,0,0,,0,0.0%,,0,0,0.0,,
33,2007,2007-10-07,4,27.270,NOR,,CAR,L 13-16,,,0,0,,0,0.0%,,0,0,0.0,,
34,2007,2007-10-14,5,27.277,NOR,@,SEA,W 28-17,,,0,0,,0,0.0%,,0,0,0.0,,
35,2007,2007-10-21,6,27.284,NOR,,ATL,W 22-16,,,0,0,,0,0.0%,,0,0,0.0,,
36,2007,2007-10-28,7,27.291,NOR,@,SFO,W 31-10,,0,0,0,,0,0.0%,,0,0,0.0,,
37,2007,2007-11-04,8,27.298,NOR,,JAX,W 41-24,,,0,0,,0,0.0%,,0,0,0.0,,
38,2007,2007-11-18,10,27.312,DET,,NYG,L 10-16,,,0,0,,0,0.0%,,0,0,0.0,,
39,2007,2007-11-22,11,27.316,DET,,GNB,L 26-37,,,0,0,,0,0.0%,,0,0,0.0,,
40,2007,2007-12-02,12,27.326,DET,@,MIN,L 10-42,,,0,0,,0,0.0%,,0,0,0.0,,
41,2007,2007-12-09,13,27.333,DET,,DAL,L 27-28,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
42,2007,2007-12-16,14,27.340,DET,@,SDG,L 14-51,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
43,2007,2007-12-23,15,27.347,DET,,KAN,W 25-20,,,0,0,,0,0.0%,,0,0,0.0,,
44,2007,2007-12-30,16,27.354,DET,@,GNB,L 13-34,,0,0,0,,0,0.0%,,0,0,0.0,,
45,2008,2008-09-07,1,28.241,DET,@,ATL,L 21-34,,,,,,,0.0%,,,,,,
46,2008,2008-09-14,2,28.248,DET,,GNB,L 25-48,,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2008,2008-09-21,3,28.255,DET,@,SFO,L 13-31,,,,,,,0.0%,,,,,,
48,2008,2008-10-05,4,28.269,DET,,CHI,L 7-34,,,,,,,0.0%,,,,,,
49,2008,2008-10-12,5,28.276,DET,@,MIN,L 10-12,*,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
50,2008,2008-10-19,6,28.283,DET,@,HOU,L 21-28,,,,,,,0.0%,,,,,,
51,2008,2008-10-26,7,28.290,DET,,WAS,L 17-25,*,1,,,,,0.0%,,,,,,
52,2008,2008-11-02,8,28.297,DET,@,CHI,L 23-27,*,,,,,,0.0%,,,,,,
53,2008,2008-11-09,9,28.304,DET,,JAX,L 14-38,*,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,0,0
54,2008,2008-11-16,10,28.311,DET,@,CAR,L 22-31,,3,1,4,4.00,0,33.3%,1.33,0,0,0.0,1,0
55,2008,2008-11-23,11,28.318,DET,,TAM,L 20-38,*,1,,,,,0.0%,,,,,,
56,2008,2008-11-27,12,28.322,DET,,TEN,L 10-47,*,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0
57,2008,2008-12-07,13,28.332,DET,,MIN,L 16-20,,2,2,29,14.50,0,100.0%,14.50,0,0,0.0,0,0
