ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1996,1996-09-15,3,23.137,SEA,,KAN,L 17-35,,,,,
2,1996,1996-09-22,4,23.144,SEA,@,TAM,W 17-13,,,,,
3,1996,1996-09-29,5,23.151,SEA,,GNB,L 10-31,,,,,
4,1996,1996-10-06,6,23.158,SEA,@,MIA,W 22-15,,,,,
5,1996,1996-10-17,7,23.169,SEA,@,KAN,L 16-34,,,,,
6,1996,1996-10-27,8,23.179,SEA,,SDG,W 32-13,,,,,
7,1996,1996-11-03,9,23.186,SEA,,HOU,W 23-16,,,,,
8,1996,1996-11-10,10,23.193,SEA,,MIN,W 42-23,,,,,
9,1996,1996-11-17,11,23.200,SEA,@,DET,L 16-17,,,,,
10,1996,1996-11-24,12,23.207,SEA,,OAK,L 21-27,,,,,
11,1996,1996-12-01,13,23.214,SEA,@,DEN,L 7-34,,,,,
12,1996,1996-12-08,14,23.221,SEA,,BUF,W 26-18,,,,,
13,1996,1996-12-15,15,23.228,SEA,@,JAX,L 13-20,,,,,
14,1996,1996-12-22,16,23.235,SEA,@,OAK,W 28-21,,,,,
15,1997,1997-08-31,1,24.122,SEA,,NYJ,L 3-41,,0,0,,0
16,1997,1997-09-07,2,24.129,SEA,,DEN,L 14-35,,1,0,0.00,0
17,1997,1997-09-14,3,24.136,SEA,@,IND,W 31-3,,0,0,,0
18,1997,1997-09-21,4,24.143,SEA,,SDG,W 26-22,,0,0,,0
19,1997,1997-09-28,5,24.150,SEA,@,KAN,L 17-20,,0,0,,0
20,1997,1997-10-05,6,24.157,SEA,,TEN,W 16-13,,0,0,,0
21,1997,1997-10-19,7,24.171,SEA,@,STL,W 17-9,,0,0,,0
22,1997,1997-10-26,8,24.178,SEA,,OAK,W 45-34,,0,0,,0
23,1997,1997-11-02,9,24.185,SEA,@,DEN,L 27-30,,0,0,,0
24,1997,1997-11-09,10,24.192,SEA,@,SDG,W 37-31,,0,0,,0
25,1997,1997-11-16,11,24.199,SEA,@,NOR,L 17-20,,0,0,,0
26,1997,1997-11-23,12,24.206,SEA,,KAN,L 14-19,,0,0,,0
27,1997,1997-11-30,13,24.213,SEA,,ATL,L 17-24,,0,0,,0
28,1997,1997-12-07,14,24.220,SEA,@,BAL,L 24-31,,0,0,,0
29,1997,1997-12-14,15,24.227,SEA,@,OAK,W 22-21,,0,0,,0
30,1997,1997-12-21,16,24.234,SEA,,SFO,W 38-9,,0,0,,0
31,1999,1999-11-01,7,26.184,SEA,@,GNB,W 27-7,,,,,
32,1999,1999-11-07,8,26.190,SEA,,CIN,W 37-20,,,,,
33,1999,1999-11-14,9,26.197,SEA,,DEN,W 20-17,,,,,
34,1999,1999-11-21,10,26.204,SEA,@,KAN,W 31-19,,,,,
35,1999,1999-11-28,11,26.211,SEA,,TAM,L 3-16,,,,,
36,1999,1999-12-05,12,26.218,SEA,@,OAK,L 21-30,,,,,
37,1999,1999-12-12,13,26.225,SEA,,SDG,L 16-19,,,,,
38,1999,1999-12-19,14,26.232,SEA,@,DEN,L 30-36,,,,,
39,1999,1999-12-26,15,26.239,SEA,,KAN,W 23-14,,,,,
40,1999,2000-01-02,16,26.246,SEA,@,NYJ,L 9-19,,,,,
41,2000,2000-09-03,1,27.125,SEA,@,MIA,L 0-23,,,,,
42,2000,2000-09-10,2,27.132,SEA,,STL,L 34-37,,,,,
43,2000,2000-09-17,3,27.139,SEA,,NOR,W 20-10,,,,,
44,2000,2000-09-24,4,27.146,SEA,@,SDG,W 20-12,,,,,
45,2000,2000-10-02,5,27.154,SEA,@,KAN,L 17-24,,,,,
46,2000,2000-10-08,6,27.160,SEA,@,CAR,L 3-26,,,,,
47,2000,2000-10-22,8,27.174,SEA,@,OAK,L 3-31,,,,,
