ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2003,2003-09-14,2,25.154,MIA,@,NYJ,W 21-10,,
2,2003,2003-10-12,5,25.182,MIA,@,JAX,W 24-10,,
3,2003,2003-11-02,8,25.203,MIA,,IND,L 17-23,,
4,2003,2003-11-09,9,25.210,MIA,@,TEN,L 7-31,,
5,2003,2003-12-07,13,25.238,MIA,@,NWE,L 0-12,,
6,2003,2003-12-15,14,25.246,MIA,,PHI,L 27-34,,
7,2003,2003-12-21,15,25.252,MIA,@,BUF,W 20-3,,
8,2003,2003-12-28,16,25.259,MIA,,NYJ,W 23-21,*,
9,2004,2004-09-19,2,26.159,MIA,@,CIN,L 13-16,,1.0
10,2004,2004-09-26,3,26.166,MIA,,PIT,L 3-13,,
11,2004,2004-10-03,4,26.173,MIA,,NYJ,L 9-17,,
12,2004,2004-10-10,5,26.180,MIA,@,NWE,L 10-24,,1.0
13,2004,2004-10-17,6,26.187,MIA,@,BUF,L 13-20,,
14,2004,2004-10-24,7,26.194,MIA,,STL,W 31-14,,
15,2004,2004-11-01,8,26.202,MIA,@,NYJ,L 14-41,,
16,2004,2004-11-07,9,26.208,MIA,,ARI,L 23-24,,
17,2004,2004-11-21,10,26.222,MIA,@,SEA,L 17-24,*,0.5
18,2004,2004-11-28,11,26.229,MIA,@,SFO,W 24-17,,1.0
19,2004,2004-12-12,13,26.243,MIA,@,DEN,L 17-20,,
20,2004,2004-12-20,14,26.251,MIA,,NWE,W 29-28,,
21,2004,2004-12-26,15,26.257,MIA,,CLE,W 10-7,,
22,2004,2005-01-02,16,26.264,MIA,@,BAL,L 23-30,,
