ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-20,2,23.000,BUF,,DEN,W 30-13,0,0,,0,0,0,1,38,0
2,1964,1964-09-26,3,23.006,BUF,,SDG,W 30-3,0,0,,0,1,6,1,75,1
3,1964,1964-10-03,4,23.013,BUF,,OAK,W 23-20,0,0,,0,0,0,1,1,0
4,1964,1964-10-11,5,23.021,BUF,@,HOU,W 48-17,1,0,0.00,0,0,0,0,0,0
5,1964,1964-11-08,9,23.049,BUF,@,NYJ,W 20-7,0,0,,0,0,0,1,16,0
6,1964,1964-11-15,10,23.056,BUF,,BOS,L 28-36,0,0,,0,0,0,1,22,0
7,1964,1964-11-26,11,23.067,BUF,@,SDG,W 27-24,1,4,4.00,0,0,0,1,0,0
8,1964,1964-12-06,12,23.077,BUF,@,OAK,L 13-16,0,0,,0,0,0,1,26,0
9,1965,1965-09-11,1,23.356,BUF,,BOS,W 24-7,2,17,8.50,0,0,0,0,0,0
10,1965,1965-09-19,2,23.364,BUF,@,DEN,W 30-15,1,21,21.00,0,0,0,0,0,0
11,1965,1965-09-26,3,24.006,BUF,,NYJ,W 33-21,2,11,5.50,0,0,0,0,0,0
12,1965,1965-10-10,5,24.020,BUF,,SDG,L 3-34,1,15,15.00,0,0,0,0,0,0
13,1965,1965-10-17,6,24.027,BUF,@,KAN,W 23-7,1,22,22.00,0,0,0,1,23,0
14,1965,1965-10-24,7,24.034,BUF,,DEN,W 31-13,2,25,12.50,0,0,0,0,0,0
15,1965,1965-10-31,8,24.041,BUF,,HOU,L 17-19,2,9,4.50,0,0,0,0,0,0
16,1965,1965-11-07,9,24.048,BUF,@,BOS,W 23-7,1,11,11.00,0,0,0,1,0,0
17,1965,1965-11-14,10,24.055,BUF,@,OAK,W 17-14,2,14,7.00,0,0,0,2,66,0
18,1965,1965-11-25,11,24.066,BUF,@,SDG,T 20-20,3,42,14.00,0,0,0,0,0,0
19,1965,1965-12-05,12,24.076,BUF,@,HOU,W 29-18,2,6,3.00,0,0,0,1,30,0
20,1965,1965-12-19,14,24.090,BUF,@,NYJ,L 12-14,3,27,9.00,0,0,0,0,0,0
21,1966,1966-09-04,1,24.349,BUF,@,SDG,L 7-27,1,0,0.00,0,0,0,0,0,0
22,1966,1966-09-18,3,24.363,BUF,,MIA,W 58-24,3,79,26.33,1,2,12,1,60,1
23,1966,1966-09-25,4,25.005,BUF,,HOU,W 27-20,2,2,1.00,0,0,0,1,0,0
24,1966,1966-10-02,5,25.012,BUF,@,KAN,W 29-14,1,0,0.00,0,0,0,0,0,0
25,1966,1966-10-08,6,25.018,BUF,,BOS,L 10-20,3,32,10.67,0,0,0,0,0,0
26,1966,1966-10-16,7,25.026,BUF,,SDG,T 17-17,1,0,0.00,0,0,0,0,0,0
27,1966,1966-10-30,8,25.040,BUF,@,NYJ,W 33-23,2,16,8.00,0,0,0,1,27,0
28,1966,1966-11-06,9,25.047,BUF,@,MIA,W 29-0,2,8,4.00,0,0,0,1,17,0
29,1966,1966-11-13,10,25.054,BUF,,NYJ,W 14-3,1,0,0.00,0,0,0,1,2,0
30,1966,1966-11-24,12,25.065,BUF,@,OAK,W 31-10,2,29,14.50,0,0,0,0,0,0
31,1966,1966-12-04,13,25.075,BUF,@,BOS,L 3-14,3,5,1.67,0,0,0,1,4,0
32,1966,1966-12-18,14,25.089,BUF,,DEN,W 38-21,2,15,7.50,0,0,0,0,0,0
33,1967,1967-09-10,1,25.355,BUF,,NYJ,W 20-17,2,7,3.50,0,0,0,0,0,0
34,1967,1967-09-17,2,25.362,BUF,,HOU,L 3-20,5,14,2.80,0,0,0,1,0,0
35,1967,1967-09-24,3,26.004,BUF,,BOS,L 0-23,4,16,4.00,0,0,0,0,0,0
36,1967,1967-10-08,5,26.018,BUF,@,DEN,W 17-16,1,0,0.00,0,0,0,0,0,0
37,1967,1967-10-15,6,26.025,BUF,,OAK,L 20-24,2,5,2.50,0,0,0,0,0,0
38,1967,1967-10-29,7,26.039,BUF,@,HOU,L 3-10,2,19,9.50,0,0,0,2,18,0
39,1967,1967-11-05,8,26.046,BUF,,MIA,W 35-13,4,10,2.50,0,0,0,0,0,0
40,1967,1967-11-12,9,26.053,BUF,@,NYJ,L 10-20,1,8,8.00,0,0,0,0,0,0
41,1967,1967-11-19,10,26.060,BUF,,DEN,L 20-21,6,42,7.00,0,0,0,1,7,0
42,1967,1967-12-09,13,26.080,BUF,@,BOS,W 44-16,1,3,3.00,0,0,0,0,0,0
43,1967,1967-12-24,14,26.095,BUF,@,OAK,L 21-28,2,18,9.00,0,0,0,1,0,0
44,1968,1968-09-08,1,26.354,BUF,,BOS,L 7-16,1,11,11.00,0,0,0,0,0,0
45,1968,1968-09-29,4,27.009,BUF,,NYJ,W 37-35,0,0,,0,1,6,2,53,1
46,1968,1968-10-05,5,27.015,BUF,,KAN,L 7-18,0,0,,0,0,0,1,0,0
47,1968,1968-10-20,7,27.030,BUF,@,BOS,L 6-23,0,0,,0,0,0,1,0,0
48,1968,1968-11-24,12,27.065,BUF,@,DEN,L 32-34,1,0,0.00,0,0,0,1,17,0
49,1968,1968-11-28,13,27.069,BUF,@,OAK,L 10-13,0,0,,0,0,0,1,6,0
50,1969,1969-09-14,1,27.359,BUF,,NYJ,L 19-33,0,0,,0,0,0,1,2,0
51,1969,1969-09-21,2,28.001,BUF,,HOU,L 3-17,1,32,32.00,0,0,0,0,0,0
52,1969,1969-09-28,3,28.008,BUF,,DEN,W 41-28,0,0,,0,1,6,1,12,1
53,1969,1969-10-05,4,28.015,BUF,@,HOU,L 14-28,1,0,0.00,0,0,0,3,60,0
54,1969,1969-10-11,5,28.021,BUF,,BOS,W 23-16,1,0,0.00,0,0,0,1,21,0
55,1969,1969-10-19,6,28.029,BUF,@,OAK,L 21-50,4,5,1.25,0,0,0,0,0,0
56,1969,1969-10-26,7,28.036,BUF,@,MIA,L 6-24,0,0,,0,0,0,1,0,0
57,1970,1970-09-20,1,29.000,BUF,,DEN,L 10-25,0,0,,0,0,0,1,4,0
58,1970,1970-10-18,5,29.028,BUF,,MIA,L 14-33,0,0,,0,0,0,1,33,0
59,1970,1970-11-22,10,29.063,BUF,@,CHI,L 13-31,0,0,,0,1,6,1,26,1
60,1970,1970-11-29,11,29.070,BUF,,BOS,L 10-14,0,0,,0,0,0,1,0,0
