ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
24,1985,1985-10-27,8,23.337,KAN,,DEN,L 10-30,12,47,3.92,0,3,43,14.33,0,0,0
25,1985,1985-11-03,9,23.344,KAN,@,HOU,L 20-23,15,66,4.40,0,2,31,15.50,1,1,6
26,1985,1985-11-10,10,23.351,KAN,,PIT,L 28-36,4,17,4.25,0,3,36,12.00,0,0,0
27,1985,1985-11-17,11,23.358,KAN,@,SFO,L 3-31,4,13,3.25,0,3,13,4.33,0,0,0
28,1985,1985-11-24,12,24.000,KAN,,IND,W 20-7,8,28,3.50,0,0,0,,0,0,0
29,1985,1985-12-01,13,24.007,KAN,@,SEA,L 6-24,2,4,2.00,0,0,0,,0,0,0
30,1985,1985-12-08,14,24.014,KAN,,ATL,W 38-10,12,56,4.67,1,2,14,7.00,1,2,12
31,1985,1985-12-14,15,24.020,KAN,@,DEN,L 13-14,14,56,4.00,0,3,13,4.33,0,0,0
32,1985,1985-12-22,16,24.028,KAN,,SDG,W 38-34,10,47,4.70,1,1,5,5.00,0,1,6
33,1986,1986-09-07,1,24.287,KAN,,CIN,W 24-14,10,62,6.20,0,0,0,,0,0,0
34,1986,1986-09-14,2,24.294,KAN,@,SEA,L 17-23,9,29,3.22,0,0,0,,0,0,0
35,1986,1986-09-21,3,24.301,KAN,,HOU,W 27-13,8,43,5.38,1,0,0,,0,1,6
36,1986,1986-09-28,4,24.308,KAN,@,BUF,W 20-17,5,10,2.00,0,1,9,9.00,0,0,0
37,1986,1986-10-12,6,24.322,KAN,@,CLE,L 7-20,5,2,0.40,0,2,13,6.50,0,0,0
38,1986,1986-10-19,7,24.329,KAN,,SDG,W 42-41,6,18,3.00,0,2,-1,-0.50,0,0,0
39,1986,1986-10-26,8,24.336,KAN,,TAM,W 27-20,4,26,6.50,0,0,0,,0,0,0
40,1986,1986-11-02,9,24.343,KAN,@,SDG,W 24-23,0,0,,0,0,0,,0,0,
41,1986,1986-11-09,10,24.350,KAN,,SEA,W 27-7,1,16,16.00,0,1,2,2.00,0,0,0
42,1986,1986-11-16,11,24.357,KAN,@,DEN,L 17-38,1,0,0.00,0,1,12,12.00,0,0,0
43,1986,1986-11-23,12,24.364,KAN,@,STL,L 14-23,6,26,4.33,0,3,19,6.33,0,0,0
44,1986,1986-11-30,13,25.006,KAN,,BUF,L 14-17,4,22,5.50,1,1,-1,-1.00,0,1,6
45,1986,1986-12-07,14,25.013,KAN,,DEN,W 37-10,8,27,3.38,0,1,3,3.00,0,0,0
46,1986,1986-12-14,15,25.020,KAN,@,RAI,W 20-17,1,3,3.00,0,2,16,8.00,0,0,0
47,1986,1986-12-21,16,25.027,KAN,@,PIT,W 24-19,3,11,3.67,0,3,11,3.67,0,0,0
48,1987,1987-09-13,1,25.293,KAN,,SDG,W 20-13,10,42,4.20,0,0,0,,0,0,0
49,1987,1987-09-20,2,25.300,KAN,@,SEA,L 14-43,3,7,2.33,0,1,7,7.00,0,0,0
50,1987,1987-10-25,6,25.335,KAN,@,SDG,L 21-42,7,22,3.14,0,2,10,5.00,0,0,0
51,1987,1987-11-01,7,25.342,KAN,@,CHI,L 28-31,3,5,1.67,0,1,13,13.00,0,0,0
52,1987,1987-11-08,8,25.349,KAN,,PIT,L 16-17,3,6,2.00,0,0,0,,0,0,0
53,1987,1987-11-15,9,25.356,KAN,,NYJ,L 9-16,3,7,2.33,0,0,0,,0,0,0
54,1987,1987-11-22,10,25.363,KAN,,GNB,L 3-23,1,12,12.00,0,0,0,,0,0,0
55,1987,1987-11-26,11,26.002,KAN,@,DET,W 27-20,14,87,6.21,1,0,0,,0,1,6
56,1987,1987-12-06,12,26.012,KAN,@,CIN,L 27-30,6,37,6.17,0,1,4,4.00,0,0,0
57,1987,1987-12-13,13,26.019,KAN,,RAI,W 16-10,10,41,4.10,0,2,13,6.50,0,0,0
58,1987,1987-12-19,14,26.025,KAN,@,DEN,L 17-20,10,93,9.30,1,3,37,12.33,0,1,6
59,1987,1987-12-27,15,26.033,KAN,,SEA,W 41-20,12,107,8.92,1,4,34,8.50,0,1,6
60,1988,1988-10-02,5,26.313,KAN,@,NYJ,T 17-17,9,27,3.00,0,1,7,7.00,0,0,0
61,1988,1988-10-09,6,26.320,KAN,@,HOU,L 6-7,7,46,6.57,0,1,11,11.00,0,0,0
62,1988,1988-10-16,7,26.327,KAN,,RAI,L 17-27,3,11,3.67,0,0,0,,0,0,0
63,1988,1988-10-23,8,26.334,KAN,,DET,L 6-7,3,10,3.33,0,1,5,5.00,0,0,0
64,1988,1988-10-30,9,26.341,KAN,@,RAI,L 10-17,3,31,10.33,0,1,-1,-1.00,0,0,0
65,1988,1988-11-06,10,26.348,KAN,@,DEN,L 11-17,8,27,3.38,0,0,0,,0,0,0
66,1988,1988-11-13,11,26.355,KAN,,CIN,W 31-28,10,22,2.20,0,3,22,7.33,0,0,0
67,1988,1988-11-20,12,26.362,KAN,,SEA,W 27-24,16,84,5.25,0,4,30,7.50,0,0,0
68,1988,1988-11-27,13,27.003,KAN,@,PIT,L 10-16,11,30,2.73,0,7,99,14.14,0,0,0
69,1988,1988-12-04,14,27.010,KAN,,NYJ,W 38-34,13,68,5.23,0,0,0,,0,0,0
70,1988,1988-12-11,15,27.017,KAN,@,NYG,L 12-28,13,46,3.54,0,2,25,12.50,0,0,0
71,1988,1988-12-18,16,27.024,KAN,@,SDG,L 13-24,10,36,3.60,0,0,0,,0,0,0
72,1989,1989-09-10,1,27.290,KAN,@,DEN,L 20-34,9,27,3.00,0,3,22,7.33,0,0,0
73,1989,1989-09-17,2,27.297,KAN,,RAI,W 24-19,7,18,2.57,0,1,9,9.00,0,0,0
74,1989,1989-09-24,3,27.304,KAN,@,SDG,L 6-21,4,0,0.00,0,0,0,,0,0,0
75,1989,1989-10-01,4,27.311,KAN,,CIN,L 17-21,2,14,7.00,0,1,3,3.00,0,0,0
76,1989,1989-10-08,5,27.318,KAN,@,SEA,W 20-16,4,28,7.00,0,1,4,4.00,0,0,0
77,1989,1989-10-15,6,27.325,KAN,@,RAI,L 14-20,3,0,0.00,0,9,90,10.00,0,0,0
78,1989,1989-10-22,7,27.332,KAN,,DAL,W 36-28,1,-1,-1.00,0,1,4,4.00,0,0,0
79,1989,1989-10-29,8,27.339,KAN,@,PIT,L 17-23,1,6,6.00,0,2,8,4.00,0,0,0
80,1989,1989-11-05,9,27.346,KAN,,SEA,W 20-10,9,43,4.78,0,0,0,,0,0,0
81,1989,1989-11-12,10,27.353,KAN,,DEN,L 13-16,9,33,3.67,0,2,31,15.50,0,0,0
82,1989,1989-11-19,11,27.360,KAN,@,CLE,T 10-10,7,35,5.00,0,3,40,13.33,0,0,0
83,1989,1989-11-26,12,28.002,KAN,,HOU,W 34-0,2,-3,-1.50,0,0,0,,0,0,0
84,1989,1989-12-03,13,28.009,KAN,,MIA,W 26-21,2,2,1.00,0,1,8,8.00,1,1,6
85,1989,1989-12-10,14,28.016,KAN,@,GNB,W 21-3,2,13,6.50,0,1,27,27.00,0,0,0
86,1989,1989-12-17,15,28.023,KAN,,SDG,L 13-20,0,0,,0,0,0,,0,0,
87,1989,1989-12-24,16,28.030,KAN,@,MIA,W 27-24,1,1,1.00,0,0,0,,0,0,0
