ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1984,1984-09-02,1,22.283,KAN,@,PIT,W 37-27,8,30,3.75,0,1,4,4.00,0,0,0
2,1984,1984-09-09,2,22.290,KAN,@,CIN,W 27-22,1,2,2.00,0,0,0,,0,0,0
3,1984,1984-09-16,3,22.297,KAN,,RAI,L 20-22,6,32,5.33,1,0,0,,0,1,6
4,1984,1984-09-23,4,22.304,KAN,@,DEN,L 0-21,3,2,0.67,0,1,7,7.00,0,0,0
5,1984,1984-09-30,5,22.311,KAN,,CLE,W 10-6,4,11,2.75,0,0,0,,0,0,0
6,1984,1984-10-07,6,22.318,KAN,,NYJ,L 16-17,6,23,3.83,0,3,19,6.33,0,0,0
7,1984,1984-10-14,7,22.325,KAN,,SDG,W 31-13,7,84,12.00,1,1,16,16.00,0,1,6
8,1984,1984-10-21,8,22.332,KAN,@,NYJ,L 7-28,13,69,5.31,0,2,20,10.00,0,0,0
9,1984,1984-10-28,9,22.339,KAN,,TAM,W 24-20,12,12,1.00,0,3,25,8.33,0,0,0
10,1984,1984-11-04,10,22.346,KAN,@,SEA,L 0-45,13,53,4.08,0,0,0,,0,0,0
11,1984,1984-11-11,11,22.353,KAN,,HOU,L 16-17,14,73,5.21,0,4,35,8.75,0,0,0
12,1984,1984-11-18,12,22.360,KAN,@,RAI,L 7-17,7,22,3.14,0,0,0,,0,0,0
13,1984,1984-11-25,13,23.001,KAN,@,NYG,L 27-28,10,30,3.00,0,1,4,4.00,0,0,0
14,1984,1984-12-02,14,23.008,KAN,,DEN,W 16-13,22,84,3.82,0,4,49,12.25,0,0,0
15,1984,1984-12-09,15,23.015,KAN,,SEA,W 34-7,24,73,3.04,1,3,39,13.00,0,1,6
16,1984,1984-12-16,16,23.022,KAN,@,SDG,W 42-21,15,84,5.60,1,2,5,2.50,0,1,6
17,1985,1985-09-08,1,23.288,KAN,@,NOR,W 47-27,17,54,3.18,1,2,42,21.00,0,1,6
18,1985,1985-09-12,2,23.292,KAN,,RAI,W 36-20,21,66,3.14,0,3,21,7.00,0,0,0
19,1985,1985-09-22,3,23.302,KAN,@,MIA,L 0-31,12,53,4.42,0,2,12,6.00,0,0,0
20,1985,1985-09-29,4,23.309,KAN,,SEA,W 28-7,11,18,1.64,1,1,-6,-6.00,0,1,6
21,1985,1985-10-06,5,23.316,KAN,@,RAI,L 10-19,8,23,2.88,0,1,3,3.00,0,0,0
22,1985,1985-10-13,6,23.323,KAN,@,SDG,L 20-31,4,9,2.25,0,4,27,6.75,0,0,0
23,1985,1985-10-20,7,23.330,KAN,,RAM,L 0-16,10,38,3.80,0,1,3,3.00,0,0,0
