ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1986,1986-10-13,6,24.059,PIT,@,CIN,L 22-24,*,12,33,36.36,191,0,0,56.5,1,11,5.79,5.79,5,8,1.60,1,,0,0,,0,,,1,6
2,1986,1986-10-19,7,24.065,PIT,,NWE,L 0-34,*,9,27,33.33,100,0,2,14.4,5,46,3.70,0.37,1,2,2.00,0,,0,0,,0,,,0,0
3,1987,1987-09-20,2,25.036,PIT,@,CLE,L 10-34,,1,5,20.00,10,0,1,0.0,1,5,2.00,-7.00,0,0,,0,,0,0,,0,,,0,0
4,1987,1987-11-15,9,25.092,PIT,,HOU,L 3-23,,3,7,42.86,10,0,2,10.7,1,9,1.43,-11.43,0,0,,0,,0,0,,0,,,0,0
5,1988,1988-09-04,1,26.020,PIT,,DAL,W 24-21,*,13,27,48.15,214,0,0,75.2,1,0,7.93,7.93,3,12,4.00,1,,0,0,,0,,,1,6
6,1988,1988-09-11,2,26.027,PIT,@,WAS,L 29-30,*,12,28,42.86,258,2,0,100.0,0,0,9.21,10.64,2,10,5.00,1,,0,0,,0,,,1,6
7,1988,1988-09-18,3,26.034,PIT,,CIN,L 12-17,*,15,30,50.00,235,1,2,59.7,5,40,7.83,5.50,8,40,5.00,0,,0,0,,0,,,0,0
8,1988,1988-09-25,4,26.041,PIT,@,BUF,L 28-36,*,22,36,61.11,330,2,3,75.0,3,16,9.17,6.53,3,2,0.67,2,,0,0,,0,,,2,12
9,1988,1988-10-02,5,26.048,PIT,,CLE,L 9-23,*,4,14,28.57,28,0,2,0.0,1,9,2.00,-4.43,2,7,3.50,0,,0,0,,0,,,0,0
10,1988,1988-10-30,9,26.076,PIT,@,NYJ,L 20-24,*,11,25,44.00,238,1,2,58.4,6,29,9.52,6.72,4,29,7.25,0,,0,0,,0,,,0,0
