ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.211,BAL,@,NWE,W 27-13,,,,,,,,,,
2,1976,1976-09-19,2,22.218,BAL,,CIN,W 28-27,,,,,,,,,,
3,1976,1976-09-26,3,22.225,BAL,@,DAL,L 27-30,,,,,,,,,,
4,1976,1976-10-03,4,22.232,BAL,,TAM,W 42-17,,,,,,,,,,
5,1976,1976-10-10,5,22.239,BAL,,MIA,W 28-14,,,,,,,,,,
6,1976,1976-10-17,6,22.246,BAL,@,BUF,W 31-13,,,,,,,,,,
7,1976,1976-10-24,7,22.253,BAL,@,NYJ,W 20-0,,,,,,,,,,
8,1976,1976-11-01,8,22.261,BAL,,HOU,W 38-14,,,,,,,,,,
9,1976,1976-11-07,9,22.267,BAL,@,SDG,W 37-21,,,,,,,,,,
10,1976,1976-11-14,10,22.274,BAL,,NWE,L 14-21,,,,,,,,,,
11,1976,1976-11-22,11,22.282,BAL,@,MIA,W 17-16,,,,,,,,,,
12,1976,1976-11-28,12,22.288,BAL,,NYJ,W 33-16,,,,,,,,,,
13,1976,1976-12-04,13,22.294,BAL,@,STL,L 17-24,,,,,,,,,,
14,1976,1976-12-12,14,22.302,BAL,,BUF,W 58-20,,,,,,,,,,
15,1977,1977-09-18,1,23.216,BAL,@,SEA,W 29-14,,,,,,,,,,
16,1977,1977-09-25,2,23.223,BAL,@,NYJ,W 20-12,,,,,,,,,,
17,1977,1977-10-02,3,23.230,BAL,,BUF,W 17-14,,,,,,,,,,
18,1977,1977-10-09,4,23.237,BAL,,MIA,W 45-28,,,,,,,,,,
19,1977,1977-10-16,5,23.244,BAL,@,KAN,W 17-6,,,,,,,,,,
20,1977,1977-10-23,6,23.251,BAL,@,NWE,L 3-17,,,,,,,,,,
21,1977,1977-10-30,7,23.258,BAL,,PIT,W 31-21,,,,,,,,,,
22,1977,1977-11-07,8,23.266,BAL,,WAS,W 10-3,,,,,,,,,,
23,1977,1977-11-13,9,23.272,BAL,@,BUF,W 31-13,,,,,,,,,,
24,1977,1977-11-20,10,23.279,BAL,,NYJ,W 33-12,,,,,,,,,,
25,1977,1977-11-27,11,23.286,BAL,@,DEN,L 13-27,,,,,,,,,,
26,1977,1977-12-05,12,23.294,BAL,@,MIA,L 6-17,,,,,,,,,,
27,1977,1977-12-11,13,23.300,BAL,,DET,L 10-13,,,,,,,,,,
28,1977,1977-12-18,14,23.307,BAL,,NWE,W 30-24,1,7,7.00,0,0,0,0.0,0,0,0
29,1978,1978-09-04,1,24.202,BAL,@,DAL,L 0-38,,,,,,,,,,
30,1978,1978-09-10,2,24.208,BAL,,MIA,L 0-42,,,,,,,,,,
31,1978,1978-09-18,3,24.216,BAL,@,NWE,W 34-27,,,,,,,,,,
32,1978,1978-09-24,4,24.222,BAL,@,BUF,L 17-24,,,,,,,,,,
33,1978,1978-10-01,5,24.229,BAL,,PHI,L 14-17,,,,,,,,,,
34,1978,1978-10-08,6,24.236,BAL,@,STL,W 30-17,,,,,,,,,,
35,1978,1978-10-15,7,24.243,BAL,,NYJ,L 10-33,,,,,,,,,,
36,1978,1978-10-22,8,24.250,BAL,,DEN,W 7-6,,,,,,,,,,
37,1978,1978-10-29,9,24.257,BAL,@,MIA,L 8-26,,,,,,,,,,
38,1978,1978-11-06,10,24.265,BAL,,WAS,W 21-17,,,,,,,,,,
39,1978,1978-11-12,11,24.271,BAL,@,SEA,W 17-14,,,,,,,,,,
40,1978,1978-11-19,12,24.278,BAL,,CLE,L 24-45,,,,,,,,,,
41,1978,1978-11-26,13,24.285,BAL,,NWE,L 14-35,,,,,,,,,,
42,1978,1978-12-03,14,24.292,BAL,@,NYJ,L 16-24,,,,,,,,,,
43,1978,1978-12-09,15,24.298,BAL,@,PIT,L 13-35,,,,,,,,,,
44,1978,1978-12-17,16,24.306,BAL,,BUF,L 14-21,,,,,,,,,,
45,1979,1979-09-02,1,25.200,BAL,@,KAN,L 0-14,,,,,,,,,,
46,1979,1979-09-09,2,25.207,BAL,,TAM,L 26-29,0,0,,0,0,0,0.0,1,3,0
47,1979,1979-09-16,3,25.214,BAL,@,CLE,L 10-13,,,,,,,,,,
48,1979,1979-09-23,4,25.221,BAL,@,PIT,L 13-17,,,,,,,,,,
49,1979,1979-09-30,5,25.228,BAL,,BUF,L 13-31,,,,,,,,,,
50,1979,1979-10-07,6,25.235,BAL,,NYJ,W 10-8,0,0,,0,0,0,0.0,1,21,0
51,1979,1979-10-14,7,25.242,BAL,,HOU,L 16-28,,,,,,,,,,
52,1979,1979-10-21,8,25.249,BAL,@,BUF,W 14-13,,,,,,,,,,
53,1979,1979-10-28,9,25.256,BAL,,NWE,W 31-26,,,,,,,,,,
54,1979,1979-11-04,10,25.263,BAL,,CIN,W 38-28,0,0,,0,0,0,0.0,1,9,0
55,1979,1979-11-11,11,25.270,BAL,@,MIA,L 0-19,,,,,,,,,,
56,1979,1979-11-18,12,25.277,BAL,@,NWE,L 21-50,,,,,,,,,,
57,1979,1979-11-25,13,25.284,BAL,,MIA,L 24-28,,,,,,,,,,
58,1979,1979-12-02,14,25.291,BAL,@,NYJ,L 17-30,,,,,,,,,,
59,1979,1979-12-09,15,25.298,BAL,,KAN,L 7-10,,,,,,,,,,
60,1979,1979-12-16,16,25.305,BAL,@,NYG,W 31-7,0,0,,0,0,0,0.0,1,52,0
61,1980,1980-09-14,2,26.213,BAL,,PIT,L 17-20,0,0,,0,1,6,0.0,1,34,1
62,1980,1980-09-21,3,26.220,BAL,@,HOU,L 16-21,,,,,,,,,,
63,1980,1980-09-28,4,26.227,BAL,,NYJ,W 35-21,,,,,,,,,,
64,1980,1980-10-05,5,26.234,BAL,@,MIA,W 30-17,,,,,,,,,,
65,1980,1980-10-12,6,26.241,BAL,@,BUF,W 17-12,,,,,,,,,,
66,1980,1980-10-19,7,26.248,BAL,,NWE,L 21-37,,,,,,,,,,
67,1980,1980-10-26,8,26.255,BAL,,STL,L 10-17,,,,,,,,,,
68,1980,1980-11-02,9,26.262,BAL,@,KAN,W 31-24,,,,,,,,,,
69,1980,1980-11-09,10,26.269,BAL,,CLE,L 27-28,,,,,,,,,,
70,1980,1980-11-23,12,26.283,BAL,@,NWE,L 21-47,,,,,,,,,,
71,1980,1980-11-30,13,26.290,BAL,,BUF,W 28-24,,,,,,,,,,
72,1980,1980-12-07,14,26.297,BAL,@,CIN,L 33-34,,,,,,,,,,
73,1980,1980-12-14,15,26.304,BAL,,MIA,L 14-24,,,,,,,,,,
74,1980,1980-12-21,16,26.311,BAL,,KAN,L 28-38,,,,,,,,,,
75,1981,1981-09-20,3,27.218,BAL,@,DEN,L 10-28,,,,,,,,,,
76,1981,1981-09-27,4,27.225,BAL,,MIA,L 28-31,,,,,,,,,,
77,1981,1981-10-04,5,27.232,BAL,@,BUF,L 17-23,,,,,,,,,,
78,1981,1981-10-11,6,27.239,BAL,,CIN,L 19-41,,,,,,,,,,
79,1981,1981-10-18,7,27.246,BAL,,SDG,L 14-43,,,,,,,,,,
80,1981,1981-10-25,8,27.253,BAL,@,CLE,L 28-42,,,,,,,,,,
81,1981,1981-11-01,9,27.260,BAL,@,MIA,L 10-27,,,,,,,,,,
82,1981,1981-11-08,10,27.267,BAL,,NYJ,L 14-41,,,,,,,,,,
83,1981,1981-11-15,11,27.274,BAL,@,PHI,L 13-38,,,,,,,,,,
84,1981,1981-11-22,12,27.281,BAL,,STL,L 24-35,,,,,,,,,,
85,1981,1981-11-29,13,27.288,BAL,@,NYJ,L 0-25,,,,,,,,,,
86,1981,1981-12-06,14,27.295,BAL,,DAL,L 13-37,,,,,,,,,,
87,1981,1981-12-13,15,27.302,BAL,@,WAS,L 14-38,,,,,,,,,,
88,1981,1981-12-20,16,27.309,BAL,,NWE,W 23-21,,,,,,,,,,
89,1982,1982-09-12,1,28.210,BAL,,NWE,L 13-24,,,,,,,,,,
90,1982,1982-09-19,2,28.217,BAL,@,MIA,L 20-24,,,,,,,,,,
91,1982,1982-11-21,3,28.280,BAL,@,NYJ,L 0-37,,,,,,,,,,
92,1982,1982-11-28,4,28.287,BAL,@,BUF,L 0-20,,,,,,,,,,
93,1982,1982-12-05,5,28.294,BAL,,CIN,L 17-20,,,,,,,,,,
94,1982,1982-12-12,6,28.301,BAL,@,MIN,L 10-13,,,,,,,,,,
95,1982,1982-12-26,8,28.315,BAL,@,SDG,L 26-44,,,,,,,,,,
96,1982,1983-01-02,9,28.322,BAL,,MIA,L 7-34,,,,,,,,,,
97,1983,1983-09-04,1,29.202,BAL,@,NWE,W 29-23,,,,,,,,,,
98,1983,1983-09-11,2,29.209,BAL,,DEN,L 10-17,,,,,,,,,,
99,1983,1983-09-18,3,29.216,BAL,@,BUF,L 23-28,,,,,,,,,,
100,1983,1983-09-25,4,29.223,BAL,,CHI,W 22-19,0,0,,0,0,0,1.0,0,0,0
101,1983,1983-10-02,5,29.230,BAL,@,CIN,W 34-31,,,,,,,,,,
102,1983,1983-10-09,6,29.237,BAL,,NWE,W 12-7,,,,,,,,,,
103,1983,1983-10-16,7,29.244,BAL,,BUF,L 7-30,,,,,,,,,,
104,1983,1983-10-23,8,29.251,BAL,,MIA,L 7-21,,,,,,,,,,
105,1983,1983-10-30,9,29.258,BAL,@,PHI,W 22-21,,,,,,,,,,
106,1983,1983-11-06,10,29.265,BAL,@,NYJ,W 17-14,,,,,,,,,,
107,1983,1983-11-13,11,29.272,BAL,,PIT,L 13-24,,,,,,,,,,
108,1983,1983-11-20,12,29.279,BAL,@,MIA,L 0-37,,,,,,,,,,
109,1983,1983-11-27,13,29.286,BAL,@,CLE,L 23-41,,,,,,,,,,
110,1983,1983-12-04,14,29.293,BAL,,NYJ,L 6-10,,,,,,,,,,
111,1983,1983-12-11,15,29.300,BAL,@,DEN,L 19-21,,,,,,,,,,
112,1983,1983-12-18,16,29.307,BAL,,HOU,W 20-10,,,,,,,,,,
113,1984,1984-09-02,1,30.201,MIA,@,WAS,W 35-17,,,,,,,,,,
114,1984,1984-09-09,2,30.208,MIA,,NWE,W 28-7,,,,,,,,,,
115,1984,1984-09-17,3,30.216,MIA,@,BUF,W 21-17,,,,,,,,,,
116,1984,1984-09-23,4,30.222,MIA,,IND,W 44-7,,,,,,,,,,
117,1984,1984-10-14,7,30.243,MIA,,HOU,W 28-10,,,,,,,,,,
118,1984,1984-10-21,8,30.250,MIA,@,NWE,W 44-24,,,,,,,,,,
119,1984,1984-10-28,9,30.257,MIA,,BUF,W 38-7,,,,,,,,,,
120,1984,1984-11-04,10,30.264,MIA,@,NYJ,W 31-17,,,,,,,,,,
121,1984,1984-11-11,11,30.271,MIA,,PHI,W 24-23,,,,,,,,,,
122,1984,1984-11-18,12,30.278,MIA,@,SDG,L 28-34,,,,,,,,,,
123,1984,1984-11-26,13,30.286,MIA,,NYJ,W 28-17,,,,,,,,,,
124,1984,1984-12-02,14,30.292,MIA,,RAI,L 34-45,,,,,,,,,,
125,1984,1984-12-09,15,30.299,MIA,@,IND,W 35-17,,,,,,,,,,
126,1984,1984-12-17,16,30.307,MIA,,DAL,W 28-21,,,,,,,,,,
127,1985,1985-09-08,1,31.206,MIA,@,HOU,L 23-26,,,,,,,,,,
128,1985,1985-09-15,2,31.213,MIA,,IND,W 30-13,,,,,,,,,,
129,1985,1985-09-22,3,31.220,MIA,,KAN,W 31-0,0,0,,0,0,0,1.0,0,0,0
130,1985,1985-09-29,4,31.227,MIA,@,DEN,W 30-26,,,,,,,,,,
131,1985,1985-10-06,5,31.234,MIA,,PIT,W 24-20,,,,,,,,,,
132,1985,1985-10-14,6,31.242,MIA,@,NYJ,L 7-23,,,,,,,,,,
