ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1956,1956-09-30,1,22.250,CLE,@,CRD,L 7-9,1,34,34.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
2,1956,1956-10-06,2,22.256,CLE,@,PIT,W 14-10,3,13,4.33,0,8,62,7.75,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1956,1956-10-14,3,22.264,CLE,,NYG,L 9-21,3,31,10.33,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
4,1956,1956-10-21,4,22.271,CLE,@,WAS,L 9-20,1,0,0.00,0,9,33,3.67,0,0,0,,0,0,,,,,,,,,,,,,,,0,
5,1956,1956-10-28,5,22.278,CLE,,PIT,L 16-24,0,0,,0,21,82,3.90,0,0,0,,0,0,,,,,,,,,,,,,,,0,
6,1956,1956-11-04,6,22.285,CLE,@,GNB,W 24-7,0,0,,0,21,91,4.33,0,0,0,,0,0,,,,,,,,,,,,,,,0,
7,1956,1956-11-11,7,22.292,CLE,,BAL,L 7-21,1,-1,-1.00,0,16,38,2.38,0,0,0,,0,0,,,,,,,,,,,,,,,0,
8,1956,1956-11-18,8,22.299,CLE,@,PHI,W 16-0,0,0,,0,24,133,5.54,0,0,0,,0,0,,,,,,,,,,,,,,,0,
9,1956,1956-11-25,9,22.306,CLE,,WAS,L 17-20,2,1,0.50,0,29,89,3.07,0,0,0,,0,0,,,,,,,,,,,,,,,0,
10,1956,1956-12-02,10,22.313,CLE,,PHI,W 17-14,2,18,9.00,0,23,116,5.04,0,0,0,,0,0,,,,,,,,,,,,,,,0,
11,1956,1956-12-09,11,22.320,CLE,@,NYG,W 24-7,2,28,14.00,0,23,70,3.04,0,0,0,,0,0,,,,,,,,,,,,,,,0,
12,1956,1956-12-16,12,22.327,CLE,,CRD,L 7-24,1,0,0.00,0,14,42,3.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
13,1957,1957-10-05,2,23.254,CLE,@,PIT,W 23-12,3,55,18.33,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
14,1957,1957-10-20,4,23.269,CLE,@,PHI,L 7-17,1,16,16.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
15,1957,1957-10-27,5,23.276,CLE,@,CRD,W 17-7,1,14,14.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
16,1957,1957-11-03,6,23.283,CLE,,WAS,W 21-17,2,19,9.50,0,1,39,39.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
17,1957,1957-11-10,7,23.290,CLE,,PIT,W 24-0,4,48,12.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
18,1957,1957-11-17,8,23.297,CLE,@,WAS,T 30-30,6,112,18.67,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
19,1957,1957-12-01,10,23.311,CLE,,CRD,W 31-0,0,0,,0,1,12,12.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
20,1957,1957-12-08,11,23.318,CLE,@,DET,L 7-20,6,48,8.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
21,1957,1957-12-15,12,23.325,CLE,@,NYG,W 34-28,4,86,21.50,0,1,35,35.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
22,1958,1958-09-28,1,24.247,CLE,@,RAM,W 30-27,4,45,11.25,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
23,1958,1958-10-05,2,24.254,CLE,@,PIT,W 45-12,7,131,18.71,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
24,1958,1958-10-12,3,24.261,CLE,,CRD,W 35-28,2,25,12.50,0,2,12,6.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
25,1958,1958-10-19,4,24.268,CLE,,PIT,W 27-10,2,13,6.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
26,1958,1958-10-26,5,24.275,CLE,@,CRD,W 38-24,1,9,9.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
27,1958,1958-11-02,6,24.282,CLE,,NYG,L 17-21,3,25,8.33,0,1,-10,-10.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
28,1958,1958-11-09,7,24.289,CLE,,DET,L 10-30,3,45,15.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
29,1958,1958-11-16,8,24.296,CLE,@,WAS,W 20-10,4,115,28.75,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
30,1958,1958-11-30,10,24.310,CLE,,WAS,W 21-14,1,11,11.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
31,1958,1958-12-14,12,24.324,CLE,@,NYG,L 10-13,2,55,27.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
32,1959,1959-09-26,1,25.245,CLE,@,PIT,L 7-17,4,47,11.75,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
33,1959,1959-10-04,2,25.253,CLE,@,CRD,W 34-7,1,11,11.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
34,1959,1959-10-11,3,25.260,CLE,,NYG,L 6-10,2,27,13.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
35,1959,1959-10-18,4,25.267,CLE,,CRD,W 17-7,3,37,12.33,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
36,1959,1959-10-25,5,25.274,CLE,,WAS,W 34-7,2,27,13.50,1,1,4,4.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
37,1959,1959-11-01,6,25.281,CLE,@,BAL,W 38-31,3,56,18.67,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
38,1959,1959-11-08,7,25.288,CLE,,PHI,W 28-7,2,17,8.50,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
39,1959,1959-11-15,8,25.295,CLE,@,WAS,W 31-17,3,52,17.33,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
40,1959,1959-11-22,9,25.302,CLE,,PIT,L 20-21,1,13,13.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
41,1959,1959-11-29,10,25.309,CLE,,SFO,L 20-21,2,42,21.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
42,1959,1959-12-13,12,25.323,CLE,@,PHI,W 28-21,1,43,43.00,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
43,1960,1960-09-24,1,26.244,PIT,@,DAL,W 35-28,5,116,23.20,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
44,1960,1960-10-02,2,26.252,PIT,@,CLE,L 20-28,3,100,33.33,0,2,19,9.50,0,1,1,100.00,2,0,0,79.2,0,0,2.00,2.00,0,0,,0,4,44,11.00,0,0,0
45,1960,1960-10-09,3,26.259,PIT,,NYG,L 17-19,1,15,15.00,0,3,10,3.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
46,1960,1960-10-16,4,26.266,PIT,,STL,W 27-14,1,3,3.00,0,1,-11,-11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
47,1960,1960-10-23,5,26.273,PIT,@,WAS,T 27-27,2,24,12.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,4,118,29.50,0,1,11,11.00,0,0,0
48,1960,1960-10-30,6,26.280,PIT,,GNB,L 13-19,1,22,22.00,0,2,6,3.00,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0,,0,0,0
49,1960,1960-11-06,7,26.287,PIT,@,PHI,L 7-34,4,21,5.25,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,0,0
50,1960,1960-11-13,8,26.294,PIT,@,NYG,L 24-27,1,28,28.00,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,1,33,33.00,0,1,7,7.00,0,0,0
