ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-09-10,1,21.048,CIN,,BAL,L 0-20,,8,9,1.13,0,3,3,15,5.00,0,100.0%,5.00,0,0
2,2017,2017-09-14,2,21.052,CIN,,HOU,L 9-13,,9,36,4.00,0,1,1,5,5.00,0,100.0%,5.00,0,0
3,2017,2017-09-24,3,21.062,CIN,@,GNB,L 24-27,,18,62,3.44,0,3,3,39,13.00,0,100.0%,13.00,0,0
4,2017,2017-10-01,4,21.069,CIN,@,CLE,W 31-7,,17,29,1.71,0,4,4,19,4.75,0,100.0%,4.75,0,0
5,2017,2017-10-08,5,21.076,CIN,,BUF,W 20-16,,15,51,3.40,1,0,0,0,,0,0.0%,,1,6
6,2017,2017-10-22,6,21.090,CIN,@,PIT,L 14-29,,7,48,6.86,0,3,3,20,6.67,0,100.0%,6.67,0,0
7,2017,2017-10-29,7,21.097,CIN,,IND,W 24-23,,11,18,1.64,0,3,3,91,30.33,0,100.0%,30.33,0,0
8,2017,2017-11-05,8,21.104,CIN,@,JAX,L 7-23,*,13,31,2.38,1,4,3,15,5.00,0,75.0%,3.75,1,6
9,2017,2017-11-12,9,21.111,CIN,@,TEN,L 20-24,*,9,37,4.11,1,3,1,3,3.00,0,33.3%,1.00,1,6
10,2017,2017-11-19,10,21.118,CIN,@,DEN,W 20-17,*,20,49,2.45,0,2,2,0,0.00,0,100.0%,0.00,0,0
11,2017,2017-11-26,11,21.125,CIN,,CLE,W 30-16,*,23,114,4.96,1,3,3,51,17.00,0,100.0%,17.00,1,6
12,2017,2017-12-04,12,21.133,CIN,,PIT,L 20-23,*,7,34,4.86,0,1,1,8,8.00,0,100.0%,8.00,0,0
13,2017,2017-12-24,15,21.153,CIN,,DET,W 26-17,*,3,12,4.00,0,3,2,20,10.00,0,66.7%,6.67,0,0
14,2017,2017-12-31,16,21.160,CIN,@,BAL,W 31-27,*,18,96,5.33,0,1,1,1,1.00,0,100.0%,1.00,0,0
15,2018,2018-09-09,1,22.047,CIN,@,IND,W 34-23,*,17,95,5.59,1,7,5,54,10.80,0,71.4%,7.71,1,6
16,2018,2018-09-13,2,22.051,CIN,,BAL,W 34-23,*,21,84,4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0
