ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-21,3,22.071,TEN,,HOU,W 31-12,,,,,,,0.0%,,,,,,,,,,
2,2008,2008-10-05,5,22.085,TEN,@,BAL,W 13-10,,,,,,,0.0%,,,,,,,,,,
3,2008,2008-10-19,6,22.099,TEN,@,KAN,W 34-10,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,0.0,0,0
4,2008,2008-10-27,7,22.107,TEN,,IND,W 31-21,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
5,2008,2008-11-02,8,22.113,TEN,,GNB,W 19-16,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
6,2008,2008-11-09,9,22.120,TEN,@,CHI,W 21-14,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,0,0
7,2008,2008-11-16,10,22.127,TEN,@,JAX,W 24-14,,1,,,,,0.0%,,,,,,,,,,
8,2008,2008-11-23,11,22.134,TEN,,NYJ,L 13-34,,2,1,14,14.00,0,50.0%,7.00,7,130,18.57,0,0,0,0.0,0,0
9,2008,2008-11-27,12,22.138,TEN,@,DET,W 47-10,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
10,2008,2008-12-07,13,22.148,TEN,,CLE,W 28-9,,,,,,,0.0%,,,,,,,,,,
11,2008,2008-12-14,14,22.155,TEN,@,HOU,L 12-13,,,,,,,0.0%,,,,,,,,,,
12,2008,2008-12-21,15,22.162,TEN,,PIT,W 31-14,,,,,,,0.0%,,,,,,,,,,
13,2008,2008-12-28,16,22.169,TEN,@,IND,L 0-23,,,,,,,0.0%,,,,,,,,,,
14,2009,2009-11-01,7,23.112,TEN,,JAX,W 30-13,,,,,,,0.0%,,,,,,,,,,
15,2009,2009-11-08,8,23.119,TEN,@,SFO,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
