ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1960,1960-09-10,1,41.013,LAC,,DTX,W 21-20,3,3,100.0,,1,0.0,0,3
2,1960,1960-09-18,2,41.021,LAC,@,HOU,L 28-38,4,4,100.0,,1,0.0,0,4
3,1960,1960-09-25,3,41.028,LAC,@,DTX,L 0-17,,,,,3,0.0,0,0
4,1960,1960-10-02,4,41.035,LAC,@,BUF,W 24-10,3,3,100.0,1,1,100.0,0,6
5,1960,1960-10-16,6,41.049,LAC,@,DEN,W 23-19,2,2,100.0,3,3,100.0,0,11
6,1960,1960-10-28,7,41.061,LAC,@,BOS,W 45-16,6,6,100.0,1,3,33.3,0,9
7,1960,1960-11-04,8,41.068,LAC,@,NYT,W 21-7,3,3,100.0,,2,0.0,0,3
8,1960,1960-11-13,9,41.077,LAC,,HOU,W 24-21,3,3,100.0,1,2,50.0,0,6
9,1960,1960-11-20,10,41.084,LAC,,BUF,L 3-32,,,,1,1,100.0,0,3
10,1960,1960-11-27,11,41.091,LAC,,OAK,W 52-28,7,7,100.0,1,1,100.0,0,10
11,1960,1960-12-04,12,41.098,LAC,@,OAK,W 41-17,5,5,100.0,,1,0.0,0,5
12,1960,1960-12-10,13,41.104,LAC,,DEN,W 41-33,5,5,100.0,2,2,100.0,0,11
13,1960,1960-12-18,14,41.112,LAC,,NYT,W 50-43,5,6,83.3,3,3,100.0,0,14
14,1961,1961-10-29,7,42.062,DTX,,BOS,L 17-18,2,2,100.0,1,4,25.0,0,5
15,1961,1961-11-03,8,42.067,DTX,@,BOS,L 21-28,3,3,100.0,,1,0.0,0,3
16,1961,1961-11-12,9,42.076,DTX,,BUF,L 20-30,2,2,100.0,2,4,50.0,0,8
17,1961,1961-11-19,10,42.083,GNB,,RAM,W 35-17,5,5,100.0,,1,0.0,0,5
18,1961,1961-12-17,14,42.111,GNB,@,RAM,W 24-17,3,3,100.0,1,1,100.0,0,6
19,1962,1962-11-11,9,43.075,OAK,,HOU,L 20-28,2,3,66.7,,2,0.0,0,2
20,1962,1962-11-18,10,43.082,OAK,,BUF,L 6-10,,,,2,3,66.7,0,6
21,1962,1962-11-25,11,43.089,OAK,@,DTX,L 7-35,1,1,100.0,,2,0.0,0,1
22,1962,1962-12-02,12,43.096,OAK,@,SDG,L 21-31,3,3,100.0,,2,0.0,0,3
23,1962,1962-12-09,13,43.103,OAK,@,HOU,L 17-32,2,2,100.0,1,3,33.3,0,5
24,1962,1962-12-16,14,43.110,OAK,,BOS,W 20-0,2,2,100.0,2,2,100.0,0,8
25,1964,1964-11-01,8,45.065,SDG,,OAK,W 31-17,4,4,100.0,1,3,33.3,0,7
26,1964,1964-11-08,9,45.072,SDG,@,DEN,W 31-20,4,4,100.0,1,1,100.0,0,7
