ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-09-29,5,23.188,DAL,,NYG,W 21-16,,,,,,,,,,
2,1991,1991-10-06,6,23.195,DAL,@,GNB,W 20-17,,,,,,,,,,
3,1991,1991-10-13,7,23.202,DAL,,CIN,W 35-23,0,0,,0,1,6,0.0,1,36,1
4,1991,1991-10-27,8,23.216,DAL,@,DET,L 10-34,,,,,,,,,,
5,1991,1991-11-03,9,23.223,DAL,,PHO,W 27-7,,,,,,,,,,
6,1991,1991-11-10,10,23.230,DAL,@,HOU,L 23-26,,,,,,,,,,
7,1991,1991-11-17,11,23.237,DAL,@,NYG,L 9-22,,,,,,,,,,
8,1991,1991-11-28,13,23.248,DAL,,PIT,W 20-10,,,,,,,,,,
9,1991,1991-12-08,14,23.258,DAL,,NOR,W 23-14,,,,,,,,,,
10,1991,1991-12-15,15,23.265,DAL,@,PHI,W 25-13,,,,,,,,,,
11,1991,1991-12-22,16,23.272,DAL,,ATL,W 31-27,,,,,,,,,,
12,1992,1992-09-07,1,24.166,DAL,,WAS,W 23-10,0,0,,0,,,,,,
13,1992,1992-09-13,2,24.172,DAL,@,NYG,W 34-28,0,0,,0,,,,,,
14,1992,1992-09-20,3,24.179,DAL,,PHO,W 31-20,0,0,,0,,,,,,
15,1992,1992-10-05,4,24.194,DAL,@,PHI,L 7-31,0,0,,0,,,,,,
16,1992,1992-10-11,5,24.200,DAL,,SEA,W 27-0,0,0,,0,,,,,,
17,1992,1992-10-18,6,24.207,DAL,,KAN,W 17-10,0,0,,0,,,,,,
18,1992,1992-10-25,7,24.214,DAL,@,RAI,W 28-13,0,0,,0,,,,,,
19,1992,1992-11-01,8,24.221,DAL,,PHI,W 20-10,0,0,,0,,,,,,
20,1992,1992-11-08,9,24.228,DAL,@,DET,W 37-3,0,0,,0,,,,,,
21,1992,1992-11-15,10,24.235,DAL,,RAM,L 23-27,0,0,,0,,,,,,
22,1992,1992-11-22,11,24.242,DAL,@,PHO,W 16-10,0,0,,0,,,,,,
23,1992,1992-11-26,12,24.246,DAL,,NYG,W 30-3,1,0,0.00,0,0,0,0.0,0,0,0
24,1992,1992-12-06,13,24.256,DAL,@,DEN,W 31-27,0,0,,0,,,,,,
25,1992,1992-12-13,14,24.263,DAL,@,WAS,L 17-20,0,0,,0,,,,,,
26,1992,1992-12-21,15,24.271,DAL,@,ATL,W 41-17,0,0,,0,,,,,,
27,1992,1992-12-27,16,24.277,DAL,,CHI,W 27-14,0,0,,0,,,,,,
28,1993,1993-09-06,1,25.165,DAL,@,WAS,L 16-35,,,,,,,,,,
29,1993,1993-09-12,2,25.171,DAL,,BUF,L 10-13,,,,,,,,,,
30,1993,1993-09-19,3,25.178,DAL,@,PHO,W 17-10,,,,,,,,,,
31,1993,1993-10-03,4,25.192,DAL,,GNB,W 36-14,,,,,,,,,,
32,1993,1993-10-10,5,25.199,DAL,@,IND,W 27-3,,,,,,,,,,
33,1993,1993-10-17,6,25.206,DAL,,SFO,W 26-17,,,,,,,,,,
34,1993,1993-10-31,7,25.220,DAL,@,PHI,W 23-10,0,0,,0,0,0,1.0,0,0,0
35,1993,1993-11-07,8,25.227,DAL,,NYG,W 31-9,,,,,,,,,,
36,1993,1993-11-14,9,25.234,DAL,,PHO,W 20-15,,,,,,,,,,
37,1993,1993-11-21,10,25.241,DAL,@,ATL,L 14-27,,,,,,,,,,
38,1993,1993-11-25,11,25.245,DAL,,MIA,L 14-16,,,,,,,,,,
39,1993,1993-12-06,12,25.256,DAL,,PHI,W 23-17,,,,,,,,,,
40,1993,1993-12-12,13,25.262,DAL,@,MIN,W 37-20,0,0,,0,0,0,0.5,0,0,0
41,1993,1993-12-18,14,25.268,DAL,@,NYJ,W 28-7,,,,,,,,,,
42,1993,1993-12-26,15,25.276,DAL,,WAS,W 38-3,,,,,,,,,,
43,1993,1994-01-02,16,25.283,DAL,@,NYG,W 16-13,,,,,,,,,,
44,1994,1994-09-04,1,26.163,DAL,@,PIT,W 26-9,,,,,,,,,,
45,1994,1994-09-11,2,26.170,DAL,,HOU,W 20-17,,,,,,,,,,
46,1994,1994-09-19,3,26.178,DAL,,DET,L 17-20,,,,,,,,,,
47,1994,1994-10-02,4,26.191,DAL,@,WAS,W 34-7,,,,,,,,,,
48,1994,1994-10-09,5,26.198,DAL,,ARI,W 38-3,,,,,,,,,,
49,1994,1994-10-16,6,26.205,DAL,,PHI,W 24-13,,,,,,,,,,
50,1994,1994-10-23,7,26.212,DAL,@,ARI,W 28-21,,,,,,,,,,
51,1994,1994-10-30,8,26.219,DAL,@,CIN,W 23-20,,,,,,,,,,
52,1994,1994-11-07,9,26.227,DAL,,NYG,W 38-10,,,,,,,,,,
53,1994,1994-11-13,10,26.233,DAL,@,SFO,L 14-21,,,,,,,,,,
54,1994,1994-11-20,11,26.240,DAL,,WAS,W 31-7,,,,,,,,,,
55,1994,1994-11-24,12,26.244,DAL,,GNB,W 42-31,,,,,,,,,,
56,1994,1994-12-04,13,26.254,DAL,@,PHI,W 31-19,,,,,,,,,,
57,1994,1994-12-10,14,26.260,DAL,,CLE,L 14-19,,,,,,,,,,
58,1994,1994-12-19,15,26.269,DAL,@,NOR,W 24-16,0,0,,0,0,0,1.0,0,0,0
59,1994,1994-12-24,16,26.274,DAL,@,NYG,L 10-15,,,,,,,,,,
60,1995,1995-09-04,1,27.163,DAL,@,NYG,W 35-0,,,,,,,,,,
61,1995,1995-09-10,2,27.169,DAL,,DEN,W 31-21,,,,,,,,,,
62,1995,1995-09-17,3,27.176,DAL,@,MIN,W 23-17,,,,,,,,,,
63,1995,1995-09-24,4,27.183,DAL,,ARI,W 34-20,,,,,,,,,,
64,1995,1995-10-01,5,27.190,DAL,@,WAS,L 23-27,,,,,,,,,,
65,1995,1995-10-08,6,27.197,DAL,,GNB,W 34-24,,,,,,,,,,
66,1995,1995-10-15,7,27.204,DAL,@,SDG,W 23-9,,,,,,,,,,
67,1995,1995-11-06,9,27.226,DAL,,PHI,W 34-12,,,,,,,,,,
68,1995,1995-11-12,10,27.232,DAL,,SFO,L 20-38,,,,,,,,,,
69,1995,1995-11-19,11,27.239,DAL,@,OAK,W 34-21,,,,,,,,,,
70,1995,1995-11-23,12,27.243,DAL,,KAN,W 24-12,,,,,,,,,,
71,1995,1995-12-03,13,27.253,DAL,,WAS,L 17-24,,,,,,,,,,
72,1995,1995-12-10,14,27.260,DAL,@,PHI,L 17-20,,,,,,,,,,
73,1995,1995-12-17,15,27.267,DAL,,NYG,W 21-20,,,,,,,,,,
74,1995,1995-12-25,16,27.275,DAL,@,ARI,W 37-13,,,,,,,,,,
75,1996,1996-09-01,1,28.160,MIN,,DET,W 17-13,0,0,,0,0,0,1.0,1,18,0
76,1996,1996-09-08,2,28.167,MIN,@,ATL,W 23-17,,,,,,,,,,
77,1996,1996-09-15,3,28.174,MIN,@,CHI,W 20-14,,,,,,,,,,
78,1996,1996-09-22,4,28.181,MIN,,GNB,W 30-21,,,,,,,,,,
79,1996,1996-09-29,5,28.188,MIN,@,NYG,L 10-15,0,0,,0,0,0,1.0,0,0,0
80,1996,1996-10-06,6,28.195,MIN,,CAR,W 14-12,,,,,,,,,,
81,1996,1996-10-13,7,28.202,MIN,@,TAM,L 13-24,0,0,,0,0,0,1.0,0,0,0
82,1996,1996-10-28,8,28.217,MIN,,CHI,L 13-15,,,,,,,,,,
83,1996,1996-11-03,9,28.223,MIN,,KAN,L 6-21,,,,,,,,,,
84,1996,1996-11-10,10,28.230,MIN,@,SEA,L 23-42,,,,,,,,,,
85,1996,1996-11-17,11,28.237,MIN,@,OAK,W 16-13,,,,,,,,,,
86,1996,1996-11-24,12,28.244,MIN,,DEN,L 17-21,,,,,,,,,,
87,1996,1996-12-15,15,28.265,MIN,,TAM,W 21-10,0,0,,0,0,0,0.5,0,0,0
88,1996,1996-12-22,16,28.272,MIN,@,GNB,L 10-38,,,,,,,,,,
89,1997,1997-08-31,1,29.159,MIN,@,BUF,W 34-13,,,,,,,,,,
90,1997,1997-09-07,2,29.166,MIN,@,CHI,W 27-24,,,,,,,,,,
91,1997,1997-09-14,3,29.173,MIN,,TAM,L 14-28,,,,,,,,,,
92,1997,1997-09-21,4,29.180,MIN,@,GNB,L 32-38,,,,,,,,,,
93,1997,1997-09-28,5,29.187,MIN,,PHI,W 28-19,0,0,,0,0,0,1.5,0,0,0
94,1997,1997-10-05,6,29.194,MIN,@,ARI,W 20-19,,,,,,,,,,
95,1997,1997-10-12,7,29.201,MIN,,CAR,W 21-14,,,,,,,,,,
96,1997,1997-10-26,8,29.215,MIN,@,TAM,W 10-6,,,,,,,,,,
97,1997,1997-11-02,9,29.222,MIN,,NWE,W 23-18,,,,,,,,,,
98,1997,1997-11-09,10,29.229,MIN,,CHI,W 29-22,,,,,,,,,,
99,1997,1997-11-16,11,29.236,MIN,@,DET,L 15-38,,,,,,,,,,
100,1997,1997-11-23,12,29.243,MIN,@,NYJ,L 21-23,,,,,,,,,,
101,1997,1997-12-01,13,29.251,MIN,,GNB,L 11-27,,,,,,,,,,
102,1997,1997-12-07,14,29.257,MIN,@,SFO,L 17-28,,,,,,,,,,
103,1997,1997-12-14,15,29.264,MIN,,DET,L 13-14,,,,,,,,,,
104,1997,1997-12-21,16,29.271,MIN,,IND,W 39-28,,,,,,,,,,
105,1998,1998-09-06,1,30.165,MIN,,TAM,W 31-7,,,,,,,,,,
106,1998,1998-09-13,2,30.172,MIN,@,STL,W 38-31,,,,,,,,,,
107,1998,1998-09-20,3,30.179,MIN,,DET,W 29-6,,,,,,,,,,
108,1998,1998-09-27,4,30.186,MIN,@,CHI,W 31-28,,,,,,,,,,
109,1998,1998-10-05,5,30.194,MIN,@,GNB,W 37-24,,,,,,,,,,
110,1998,1998-10-18,6,30.207,MIN,,WAS,W 41-7,,,,,,,,,,
111,1998,1998-10-25,7,30.214,MIN,@,DET,W 34-13,,,,,,,,,,
112,1998,1998-11-01,8,30.221,MIN,@,TAM,L 24-27,,,,,,,,,,
113,1998,1998-11-08,9,30.228,MIN,,NOR,W 31-24,,,,,,,,,,
114,1998,1998-11-15,10,30.235,MIN,,CIN,W 24-3,,,,,,,,,,
115,1998,1998-11-22,11,30.242,MIN,,GNB,W 28-14,,,,,,,,,,
116,1998,1998-11-26,12,30.246,MIN,@,DAL,W 46-36,,,,,,,,,,
117,1998,1998-12-06,13,30.256,MIN,,CHI,W 48-22,,,,,,,,,,
118,1998,1998-12-20,15,30.270,MIN,,JAX,W 50-10,,,,,,,,,,
