ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1966,1966-12-04,12,24.158,MIA,@,DEN,L 7-17,,7,19,36.84,118,0,0,58.7,0,0,6.21,6.21,1,1,1.00,0,0,0
2,1966,1966-12-18,14,24.172,MIA,,HOU,W 29-28,*,22,38,57.89,307,4,2,97.1,0,0,8.08,7.82,2,16,8.00,0,0,0
3,1967,1967-09-17,1,25.080,MIA,,DEN,W 35-21,*,2,2,100.00,51,0,0,118.7,0,0,25.50,25.50,2,2,1.00,1,1,6
4,1968,1968-09-15,2,26.078,CIN,,DEN,W 24-10,*,12,22,54.55,224,2,0,120.3,0,0,10.18,12.00,0,0,,0,0,0
5,1968,1968-09-22,3,26.085,CIN,,BUF,W 34-23,*,8,18,44.44,68,0,1,31.7,0,0,3.78,1.28,4,-8,-2.00,0,0,0
6,1968,1968-09-29,4,26.092,CIN,,SDG,L 10-31,*,12,21,57.14,100,0,1,49.7,0,0,4.76,2.62,0,0,,0,0,0
7,1968,1968-10-06,5,26.099,CIN,@,DEN,L 7-10,*,15,38,39.47,139,0,0,50.2,0,0,3.66,3.66,0,0,,0,0,0
8,1968,1968-10-13,6,26.106,CIN,@,KAN,L 3-13,*,7,19,36.84,48,0,1,23.4,0,0,2.53,0.16,2,15,7.50,0,0,0
9,1968,1968-10-20,7,26.113,CIN,,MIA,L 22-24,*,4,10,40.00,34,0,1,10.0,0,0,3.40,-1.10,0,0,,0,0,0
10,1968,1968-10-27,8,26.120,CIN,@,OAK,L 10-31,,2,3,66.67,20,0,0,85.4,0,0,6.67,6.67,0,0,,0,0,0
11,1968,1968-11-17,11,26.141,CIN,@,MIA,W 38-21,,6,8,75.00,138,1,0,156.2,0,0,17.25,19.75,3,-8,-2.67,0,0,0
12,1968,1968-11-24,12,26.148,CIN,,OAK,L 0-34,,4,8,50.00,22,0,0,56.2,0,0,2.75,2.75,0,0,,0,0,0
13,1968,1968-12-01,13,26.155,CIN,@,BOS,L 14-33,*,15,30,50.00,103,2,1,66.4,0,0,3.43,3.27,1,2,2.00,0,0,0
14,1969,1969-12-14,14,27.168,MIA,,NYJ,L 9-27,,14,23,60.87,146,0,2,43.0,0,0,6.35,2.43,0,0,,0,0,0
15,1970,1970-09-20,1,28.083,MIA,@,BOS,L 14-27,,3,5,60.00,38,0,0,83.7,0,0,7.60,7.60,0,0,,0,0,0
16,1970,1970-10-18,5,28.111,MIA,@,BUF,W 33-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
17,1970,1970-10-25,6,28.118,MIA,,CLE,L 0-28,,2,8,25.00,11,0,0,39.6,0,0,1.38,1.38,0,0,,0,0,0
18,1970,1970-11-01,7,28.125,MIA,@,BAL,L 0-35,,5,13,38.46,35,0,1,14.6,0,0,2.69,-0.77,0,0,,0,0,0
19,1970,1970-11-08,8,28.132,MIA,@,PHI,L 17-24,,5,15,33.33,120,2,1,75.0,0,0,8.00,7.67,0,0,,0,0,0
20,1970,1970-11-22,10,28.146,MIA,,BAL,W 34-17,,,,,,,,,,,,,,,,,,
21,1970,1970-12-06,12,28.160,MIA,,BOS,W 37-20,,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
22,1970,1970-12-20,14,28.174,MIA,,BUF,W 45-7,,1,7,14.29,36,1,0,88.1,0,0,5.14,8.00,2,5,2.50,0,0,0
