ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-10-27,7,22.146,PHI,@,CHI,L 7-16,1,6,6.00,0,0,0,0,0,0
2,1963,1963-11-10,9,22.160,PHI,@,NYG,L 14-42,0,0,,0,1,6,1,87,1
3,1964,1964-11-29,12,23.179,GNB,@,DAL,W 45-21,1,0,0.00,0,0,0,1,44,0
4,1965,1965-10-03,3,24.122,GNB,,CHI,W 23-14,0,0,,0,1,6,1,42,1
5,1966,1966-09-10,1,25.099,GNB,,BAL,W 24-3,0,0,,0,1,6,1,52,1
6,1966,1966-10-30,8,25.149,GNB,@,DET,W 31-7,0,0,,0,0,0,1,1,0
7,1966,1966-12-10,13,25.190,GNB,@,BAL,W 14-10,0,0,,0,0,0,1,9,0
8,1967,1967-09-24,2,26.113,GNB,,CHI,W 13-10,0,0,,0,0,0,1,24,0
9,1967,1967-11-12,9,26.162,GNB,,CLE,W 55-7,0,0,,0,0,0,1,4,0
10,1969,1969-10-12,4,28.131,GNB,@,DET,W 28-17,0,0,,0,0,0,1,0,0
11,1969,1969-11-02,7,28.152,GNB,@,PIT,W 38-34,0,0,,0,0,0,1,1,0
12,1970,1970-09-19,1,29.108,CHI,@,NYG,W 24-16,,,,,,,,,
13,1970,1970-09-27,2,29.116,CHI,,PHI,W 20-16,,,,,,,,,
14,1970,1970-10-05,3,29.124,CHI,@,DET,L 14-28,,,,,,,,,
15,1970,1970-10-11,4,29.130,CHI,,MIN,L 0-24,,,,,,,,,
16,1970,1970-10-18,5,29.137,CHI,,SDG,L 7-20,,,,,,,,,
17,1970,1970-10-25,6,29.144,CHI,,DET,L 10-16,,,,,,,,,
18,1970,1970-11-01,7,29.151,CHI,@,ATL,W 23-14,,,,,,,,,
19,1970,1970-11-08,8,29.158,CHI,,SFO,L 16-37,,,,,,,,,
20,1970,1970-11-15,9,29.165,CHI,@,GNB,L 19-20,,,,,,,,,
21,1970,1970-11-22,10,29.172,CHI,,BUF,W 31-13,,,,,,,,,
22,1970,1970-11-29,11,29.179,CHI,@,BAL,L 20-21,,,,,,,,,
23,1970,1970-12-05,12,29.185,CHI,@,MIN,L 13-16,,,,,,,,,
24,1970,1970-12-13,13,29.193,CHI,,GNB,W 35-17,,,,,,,,,
25,1970,1970-12-20,14,29.200,CHI,@,NOR,W 24-3,,,,,,,,,
26,1971,1971-09-26,2,30.115,DAL,@,PHI,W 42-7,,,,,,,,,
27,1971,1971-10-03,3,30.122,DAL,,WAS,L 16-20,,,,,,,,,
28,1971,1971-11-25,11,30.175,DAL,,RAM,W 28-21,,,,,,,,,
29,1971,1971-12-04,12,30.184,DAL,,NYJ,W 52-10,,,,,,,,,
30,1971,1971-12-12,13,30.192,DAL,@,NYG,W 42-14,,,,,,,,,
31,1971,1971-12-18,14,30.198,DAL,,STL,W 31-12,,,,,,,,,
32,1972,1972-09-17,1,31.106,SDG,@,SFO,L 3-34,,,,,,,,,
33,1972,1972-09-24,2,31.113,SDG,,DEN,W 37-14,,,,,,,,,
34,1972,1972-10-08,4,31.127,SDG,@,BAL,W 23-20,,,,,,,,,
35,1972,1972-10-15,5,31.134,SDG,@,MIA,L 10-24,,,,,,,,,
36,1972,1972-10-22,6,31.141,SDG,@,DET,L 20-34,,,,,,,,,
37,1972,1972-10-29,7,31.148,SDG,,KAN,L 14-26,,,,,,,,,
38,1972,1972-11-05,8,31.155,SDG,,DAL,L 28-34,,,,,,,,,
39,1972,1972-11-13,9,31.163,SDG,,CLE,L 17-21,,,,,,,,,
40,1972,1972-11-19,10,31.169,SDG,@,KAN,W 27-17,,,,,,,,,
41,1972,1972-11-26,11,31.176,SDG,,HOU,W 34-20,,,,,,,,,
42,1972,1972-12-03,12,31.183,SDG,,OAK,L 19-21,0,0,,0,0,0,1,4,0
43,1972,1972-12-10,13,31.190,SDG,@,DEN,L 13-38,,,,,,,,,
