ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-23,6,21.241,SDG,@,NYJ,L 21-27,,,,,,,,,,,0.0%,,,,,,,,,,
2,2012,2012-12-09,13,22.289,JAX,,NYJ,L 10-17,,3,8,2.67,0,1,1,0,0.00,0,100.0%,0.00,4,78,19.50,0,0,0,0.0,0,0
3,2013,2013-09-08,1,23.196,JAX,,KAN,L 2-28,,1,2,2.00,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-09-15,2,23.203,JAX,@,OAK,L 9-19,,5,7,1.40,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
5,2013,2013-09-22,3,23.210,JAX,@,SEA,L 17-45,,2,5,2.50,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,1,1
6,2013,2013-09-29,4,23.217,JAX,,IND,L 3-37,,2,4,2.00,0,0,0,0,,0,0.0%,,2,53,26.50,0,0,0,0.0,1,0
7,2013,2013-10-06,5,23.224,JAX,@,STL,L 20-34,,3,16,5.33,0,0,0,0,,0,0.0%,,2,64,32.00,0,0,0,0.0,0,0
8,2013,2013-10-13,6,23.231,JAX,@,DEN,L 19-35,,1,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2013,2013-10-20,7,23.238,JAX,,SDG,L 6-24,,1,8,8.00,0,0,0,0,,0,0.0%,,2,62,31.00,0,0,0,0.0,0,0
10,2013,2013-10-27,8,23.245,JAX,,SFO,L 10-42,,0,0,,0,0,0,0,,0,0.0%,,6,115,19.17,0,0,0,0.0,0,0
11,2013,2013-11-10,9,23.259,JAX,@,TEN,W 29-27,,3,11,3.67,1,1,1,2,2.00,0,100.0%,2.00,3,99,33.00,0,1,6,0.0,1,0
12,2013,2013-11-17,10,23.266,JAX,,ARI,L 14-27,,2,9,4.50,0,1,1,-5,-5.00,0,100.0%,-5.00,4,144,36.00,0,0,0,0.0,1,0
13,2013,2013-11-24,11,23.273,JAX,@,HOU,W 13-6,,11,31,2.82,0,1,1,5,5.00,0,100.0%,5.00,1,27,27.00,0,0,0,0.0,0,0
14,2013,2013-12-01,12,23.280,JAX,@,CLE,W 32-28,,5,31,6.20,0,2,1,12,12.00,0,50.0%,6.00,2,50,25.00,0,0,0,0.0,0,0
15,2013,2013-12-05,13,23.284,JAX,,HOU,W 27-20,,7,14,2.00,0,2,1,21,21.00,1,50.0%,10.50,2,48,24.00,0,1,6,0.0,1,0
16,2013,2013-12-15,14,23.294,JAX,,BUF,L 20-27,*,25,109,4.36,0,8,4,44,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,1,0
17,2013,2013-12-22,15,23.301,JAX,,TEN,L 16-20,,6,6,1.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
18,2013,2013-12-29,16,23.308,JAX,@,IND,L 10-30,*,2,3,1.50,0,3,1,12,12.00,0,33.3%,4.00,2,50,25.00,0,0,0,0.0,0,0
19,2014,2014-09-07,1,24.195,JAX,@,PHI,L 17-34,,3,6,2.00,0,2,1,5,5.00,0,50.0%,2.50,2,36,18.00,0,0,0,0.0,1,0
20,2014,2014-09-14,2,24.202,JAX,@,WAS,L 10-41,,0,0,,0,0,0,0,,0,0.0%,,5,137,27.40,0,0,0,0.0,0,0
21,2014,2014-09-21,3,24.209,JAX,,IND,L 17-44,,1,10,10.00,0,1,0,0,,0,0.0%,0.00,1,26,26.00,0,0,0,0.0,0,0
22,2014,2014-09-28,4,24.216,JAX,@,SDG,L 14-33,,1,4,4.00,0,2,2,20,10.00,0,100.0%,10.00,6,174,29.00,0,0,0,0.0,0,1
23,2014,2014-10-05,5,24.223,JAX,,PIT,L 9-17,,0,0,,0,2,2,23,11.50,0,100.0%,11.50,2,55,27.50,0,0,0,0.0,1,0
24,2014,2014-10-12,6,24.230,JAX,@,TEN,L 14-16,,3,1,0.33,0,3,1,0,0.00,0,33.3%,0.00,1,25,25.00,0,0,0,0.0,1,0
25,2014,2014-10-19,7,24.237,JAX,,CLE,W 24-6,,0,0,,0,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,0.0,0,0
26,2014,2014-10-26,8,24.244,JAX,,MIA,L 13-27,,2,10,5.00,0,2,2,0,0.00,0,100.0%,0.00,2,52,26.00,0,0,0,0.0,0,0
27,2014,2014-11-02,9,24.251,JAX,@,CIN,L 23-33,,1,9,9.00,0,1,1,1,1.00,0,100.0%,1.00,6,173,28.83,0,0,0,0.0,1,2
28,2014,2014-11-09,10,24.258,JAX,,DAL,L 17-31,,2,6,3.00,0,6,3,27,9.00,0,50.0%,4.50,2,32,16.00,0,0,0,0.0,0,0
29,2014,2014-11-23,11,24.272,JAX,@,IND,L 3-23,,0,0,,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,0.0,0,0
30,2014,2014-11-30,12,24.279,JAX,,NYG,W 25-24,,1,-1,-1.00,0,2,1,7,7.00,0,50.0%,3.50,3,51,17.00,0,0,0,0.0,0,0
31,2014,2014-12-07,13,24.286,JAX,,HOU,L 13-27,,3,11,3.67,0,1,1,5,5.00,0,100.0%,5.00,4,111,27.75,0,0,0,0.0,0,0
32,2014,2014-12-14,14,24.293,JAX,@,BAL,L 12-20,,3,7,2.33,0,2,1,19,19.00,0,50.0%,9.50,2,38,19.00,0,0,0,0.0,0,0
