ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-16,2,22.124,CLE,@,NYJ,L 21-24,,6,29,4.83,1,,2,22,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
2,1990,1990-09-23,3,22.131,CLE,,SDG,L 14-24,,14,34,2.43,1,,4,26,6.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
3,1990,1990-09-30,4,22.138,CLE,@,KAN,L 0-34,,11,40,3.64,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1990,1990-10-08,5,22.146,CLE,@,DEN,W 30-29,,7,9,1.29,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1990,1990-10-14,6,22.152,CLE,@,NOR,L 20-25,,4,4,1.00,0,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1990,1990-10-22,7,22.160,CLE,,CIN,L 13-34,,9,30,3.33,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
7,1990,1990-10-28,8,22.166,CLE,@,SFO,L 17-20,,2,3,1.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1990,1990-11-04,9,22.173,CLE,,BUF,L 0-42,,2,8,4.00,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1990,1990-11-18,10,22.187,CLE,,HOU,L 23-35,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
10,1990,1990-12-02,12,22.201,CLE,,RAM,L 23-38,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
11,1990,1990-12-09,13,22.208,CLE,@,HOU,L 14-58,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0
12,1990,1990-12-16,14,22.215,CLE,,ATL,W 13-10,,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,10,10.00,0,0,0
13,1990,1990-12-23,15,22.222,CLE,@,PIT,L 0-35,,2,-8,-4.00,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1990,1990-12-30,16,22.229,CLE,@,CIN,L 14-21,,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1991,1991-09-01,1,23.109,CLE,,DAL,L 14-26,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
16,1991,1991-09-08,2,23.116,CLE,@,NWE,W 20-0,,4,19,4.75,0,,1,7,7.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
17,1991,1991-09-15,3,23.123,CLE,,CIN,W 14-13,,3,12,4.00,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,1991,1991-09-22,4,23.130,CLE,@,NYG,L 10-13,,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
19,1991,1991-10-06,5,23.144,CLE,,NYJ,L 14-17,,0,0,,0,,1,4,4.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
20,1991,1991-10-13,6,23.151,CLE,@,WAS,L 17-42,,0,0,,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,1991,1991-10-20,7,23.158,CLE,@,SDG,W 30-24,,4,7,1.75,0,,3,29,9.67,2,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
22,1991,1991-10-27,8,23.165,CLE,,PIT,W 17-14,,1,2,2.00,0,,1,2,2.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
23,1991,1991-11-03,9,23.172,CLE,@,CIN,L 21-23,,1,3,3.00,0,,3,35,11.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,1991,1991-11-10,10,23.179,CLE,,PHI,L 30-32,,1,2,2.00,0,,1,65,65.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
25,1991,1991-11-17,11,23.186,CLE,@,HOU,L 24-28,,2,1,0.50,0,,10,107,10.70,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
26,1991,1991-11-24,12,23.193,CLE,,KAN,W 20-15,,6,61,10.17,1,,2,78,39.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
27,1991,1991-12-01,13,23.200,CLE,@,IND,W 31-0,,2,2,1.00,1,,6,74,12.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
28,1991,1991-12-08,14,23.207,CLE,,DEN,L 7-17,,3,11,3.67,0,,2,19,9.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1991,1991-12-15,15,23.214,CLE,,HOU,L 14-17,,5,17,3.40,0,,10,70,7.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
30,1991,1991-12-22,16,23.221,CLE,@,PIT,L 10-17,,5,17,3.40,0,,5,57,11.40,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1992,1992-09-06,1,24.114,CLE,@,IND,L 3-14,,5,15,3.00,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1992,1992-09-14,2,24.122,CLE,,MIA,L 23-27,,2,0,0.00,0,5,1,2,2.00,0,20.0%,0.40,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,1992,1992-09-20,3,24.128,CLE,@,RAI,W 28-16,,6,-4,-0.67,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1992,1992-09-27,4,24.135,CLE,,DEN,L 0-12,,10,71,7.10,0,4,4,54,13.50,0,100.0%,13.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1992,1992-10-11,5,24.149,CLE,,PIT,W 17-9,,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,0,,0,0,
36,1992,1992-10-18,6,24.156,CLE,,GNB,W 17-6,,2,7,3.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1992,1992-10-25,7,24.163,CLE,@,NWE,W 19-17,,0,0,,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1992,1992-11-01,8,24.170,CLE,@,CIN,L 10-30,,3,12,4.00,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1992,1992-11-08,9,24.177,CLE,@,HOU,W 24-14,,0,0,,0,4,2,68,34.00,1,50.0%,17.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
