ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1959,1959-11-01,6,23.113,BAL,,CLE,L 31-38,2,17,8.50,1,1,
2,1959,1959-11-08,7,23.120,BAL,@,WAS,L 24-27,1,12,12.00,1,1,
3,1959,1959-11-22,9,23.134,BAL,,SFO,W 45-14,1,13,13.00,0,0,
4,1959,1959-12-05,11,23.147,BAL,@,SFO,W 34-14,2,30,15.00,0,0,
5,1959,1959-12-12,12,23.154,BAL,@,RAM,W 45-26,1,9,9.00,1,1,
6,1960,1960-09-25,1,24.076,BAL,,WAS,W 20-0,1,13,13.00,0,0,0
7,1960,1960-10-30,6,24.111,BAL,@,DAL,W 45-7,2,9,4.50,1,1,6
8,1960,1960-11-27,9,24.139,BAL,,SFO,L 22-30,1,13,13.00,0,0,0
9,1960,1960-12-04,10,24.146,BAL,,DET,L 15-20,1,8,8.00,0,0,0
10,1960,1960-12-11,11,24.153,BAL,@,RAM,L 3-10,3,47,15.67,0,0,0
