ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1960,1960-09-10,1,22.223,DTX,@,LAC,L 20-21,3,31,10.33,1,0,0,,0,1,6
2,1960,1960-09-25,3,22.238,DTX,,LAC,W 17-0,4,43,10.75,0,0,0,,0,0,0
3,1960,1960-10-02,4,22.245,DTX,,NYT,L 35-37,7,87,12.43,1,0,0,,0,1,6
4,1960,1960-10-09,5,22.252,DTX,,OAK,L 19-20,5,99,19.80,0,0,0,,0,0,0
5,1960,1960-10-16,6,22.259,DTX,@,HOU,L 10-20,2,50,25.00,0,0,0,,0,0,0
6,1960,1960-10-30,7,22.273,DTX,@,DEN,W 17-14,4,78,19.50,0,0,0,,0,0,0
7,1960,1960-11-13,9,22.287,DTX,,DEN,W 34-7,3,75,25.00,0,0,0,,0,0,0
8,1960,1960-11-18,10,22.292,DTX,@,BOS,L 14-42,6,90,15.00,0,0,0,,0,0,0
9,1960,1960-11-24,11,22.298,DTX,@,NYT,L 35-41,4,94,23.50,1,0,0,,0,1,6
10,1960,1960-12-11,13,22.315,DTX,,BOS,W 34-0,4,73,18.25,1,0,0,,0,1,6
11,1960,1960-12-18,14,22.322,DTX,,BUF,W 24-7,4,69,17.25,1,0,0,,0,1,6
12,1961,1961-09-10,1,23.222,DTX,,SDG,L 10-26,1,3,3.00,0,0,0,,0,0,0
13,1961,1961-09-24,2,23.236,DTX,@,OAK,W 42-35,6,101,16.83,1,0,0,,0,1,6
14,1961,1961-10-01,3,23.243,DTX,,HOU,W 26-21,2,57,28.50,0,0,0,,0,0,0
15,1961,1961-10-08,4,23.250,DTX,@,DEN,W 19-12,2,28,14.00,1,0,0,,0,1,6
16,1961,1961-10-15,5,23.257,DTX,@,BUF,L 24-27,1,13,13.00,0,0,0,,0,0,0
17,1961,1961-10-22,6,23.264,DTX,@,HOU,L 7-38,6,99,16.50,1,0,0,,0,1,6
18,1961,1961-10-29,7,23.271,DTX,,BOS,L 17-18,2,33,16.50,1,0,0,,0,1,6
19,1961,1961-11-03,8,23.276,DTX,@,BOS,L 21-28,7,137,19.57,1,0,0,,0,1,6
20,1961,1961-11-12,9,23.285,DTX,,BUF,L 20-30,9,107,11.89,0,1,-13,-13.00,0,0,0
21,1961,1961-11-19,10,23.292,DTX,@,SDG,L 14-24,3,44,14.67,0,0,0,,0,0,0
22,1961,1961-11-26,11,23.299,DTX,,OAK,W 43-11,4,68,17.00,0,0,0,,0,0,0
23,1961,1961-12-03,12,23.306,DTX,@,NYT,L 7-28,3,105,35.00,0,0,0,,0,0,0
24,1961,1961-12-10,13,23.313,DTX,,DEN,W 49-21,5,55,11.00,0,0,0,,0,0,0
25,1962,1962-09-08,1,24.220,DTX,,BOS,W 42-28,5,59,11.80,1,0,0,,0,1,6
26,1962,1962-09-23,2,24.235,DTX,@,OAK,W 26-16,5,76,15.20,3,0,0,,0,3,18
27,1962,1962-09-30,3,24.242,DTX,,BUF,W 41-21,1,30,30.00,1,0,0,,0,1,6
28,1962,1962-10-07,4,24.249,DTX,@,SDG,L 28-32,2,19,9.50,1,0,0,,0,1,6
29,1962,1962-10-12,5,24.254,DTX,@,BOS,W 27-7,10,171,17.10,1,1,13,13.00,0,1,6
30,1962,1962-10-21,6,24.263,DTX,,NYT,W 20-17,6,54,9.00,0,0,0,,0,0,0
31,1962,1962-10-28,7,24.270,DTX,@,HOU,W 31-7,4,69,17.25,2,0,0,,0,2,12
32,1962,1962-11-04,8,24.277,DTX,,HOU,L 6-14,7,90,12.86,1,0,0,,0,1,6
33,1962,1962-11-11,9,24.284,DTX,@,NYT,W 52-31,3,32,10.67,1,0,0,,0,1,6
34,1962,1962-11-18,10,24.291,DTX,@,DEN,W 24-3,1,26,26.00,1,0,0,,0,1,6
35,1962,1962-11-25,11,24.298,DTX,,OAK,W 35-7,1,19,19.00,0,0,0,,0,0,0
36,1963,1963-09-07,1,25.219,KAN,@,DEN,W 59-7,4,64,16.00,2,0,0,,0,2,12
37,1963,1963-09-22,2,25.234,KAN,@,BUF,T 27-27,11,106,9.64,2,0,0,,0,2,12
38,1963,1963-09-29,3,25.241,KAN,@,SDG,L 10-24,1,8,8.00,0,0,0,,0,0,0
39,1963,1963-10-06,4,25.248,KAN,,HOU,W 28-7,1,69,69.00,1,0,0,,0,1,6
40,1963,1963-10-13,5,25.255,KAN,,BUF,L 26-35,10,100,10.00,1,0,0,,0,1,6
41,1963,1963-10-20,6,25.262,KAN,,SDG,L 17-38,5,53,10.60,0,0,0,,0,0,0
42,1963,1963-10-27,7,25.269,KAN,@,HOU,L 7-28,6,72,12.00,1,0,0,,0,1,6
43,1963,1963-11-03,8,25.276,KAN,@,OAK,L 7-10,5,53,10.60,0,0,0,,0,0,0
44,1963,1963-11-17,10,25.290,KAN,@,BOS,T 24-24,9,98,10.89,0,0,0,,0,0,0
45,1963,1963-12-08,12,25.311,KAN,,DEN,W 52-21,5,67,13.40,1,0,0,,0,1,6
46,1963,1963-12-14,13,25.317,KAN,,BOS,W 35-3,6,80,13.33,1,0,0,,0,1,6
47,1963,1963-12-22,14,25.325,KAN,,NYJ,W 48-0,5,54,10.80,0,1,10,10.00,0,0,0
48,1964,1964-09-27,2,26.240,KAN,@,OAK,W 21-9,2,14,7.00,0,0,0,,0,0,0
49,1964,1964-10-04,3,26.247,KAN,,HOU,W 28-7,8,143,17.88,2,0,0,,0,2,12
50,1964,1964-10-11,4,26.254,KAN,@,DEN,L 27-33,5,108,21.60,2,0,0,,0,2,12
51,1964,1964-10-18,5,26.261,KAN,,BUF,L 22-35,3,27,9.00,0,0,0,,0,0,0
52,1964,1964-10-23,6,26.266,KAN,@,BOS,L 7-24,3,59,19.67,0,0,0,,0,0,0
53,1964,1964-11-01,7,26.275,KAN,,DEN,W 49-39,3,33,11.00,1,0,0,,0,1,6
54,1964,1964-11-15,9,26.289,KAN,,SDG,L 14-28,2,20,10.00,0,0,0,,0,0,0
55,1964,1964-11-22,10,26.296,KAN,@,HOU,W 28-19,4,36,9.00,1,0,0,,0,1,6
56,1964,1964-11-29,11,26.303,KAN,@,NYJ,L 14-27,6,36,6.00,0,0,0,,0,0,0
57,1964,1964-12-06,12,26.310,KAN,,BOS,L 24-31,8,69,8.63,0,0,0,,0,0,0
58,1964,1964-12-13,13,26.317,KAN,@,SDG,W 49-6,4,46,11.50,0,0,0,,0,0,0
59,1964,1964-12-20,14,26.324,KAN,,NYJ,W 24-7,3,84,28.00,1,0,0,,0,1,6
60,1965,1965-09-12,1,27.224,KAN,@,OAK,L 10-37,1,11,11.00,0,0,0,,0,0,0
61,1965,1965-09-18,2,27.230,KAN,@,NYJ,W 14-10,4,58,14.50,2,0,0,,0,2,12
62,1965,1965-09-26,3,27.238,KAN,@,SDG,T 10-10,2,15,7.50,0,0,0,,0,0,0
63,1965,1965-10-03,4,27.245,KAN,,BOS,W 27-17,7,63,9.00,0,0,0,,0,0,0
64,1965,1965-10-10,5,27.252,KAN,@,DEN,W 31-23,6,53,8.83,0,0,0,,0,0,0
65,1965,1965-10-17,6,27.259,KAN,,BUF,L 7-23,4,39,9.75,0,0,0,,0,0,0
66,1965,1965-10-24,7,27.266,KAN,@,HOU,L 36-38,5,75,15.00,0,0,0,,0,0,0
67,1965,1965-10-31,8,27.273,KAN,,OAK,W 14-7,4,40,10.00,1,0,0,,0,1,6
68,1965,1965-11-07,9,27.280,KAN,,NYJ,L 10-13,4,81,20.25,1,0,0,,0,1,6
69,1965,1965-11-14,10,27.287,KAN,,SDG,W 31-7,1,20,20.00,1,0,0,,0,1,6
70,1965,1965-11-21,11,27.294,KAN,@,BOS,T 10-10,9,120,13.33,1,0,0,,0,1,6
71,1966,1966-09-11,1,28.223,KAN,@,BUF,W 42-20,1,8,8.00,0,0,0,,0,0,0
72,1966,1966-09-18,2,28.230,KAN,@,OAK,W 32-10,2,13,6.50,0,0,0,,0,0,0
73,1966,1966-09-25,3,28.237,KAN,@,BOS,W 43-24,10,155,15.50,3,0,0,,0,3,18
74,1966,1966-10-02,4,28.244,KAN,,BUF,L 14-29,4,60,15.00,0,0,0,,0,0,0
75,1966,1966-10-08,5,28.250,KAN,,DEN,W 37-10,4,39,9.75,1,0,0,,0,1,6
76,1966,1966-10-16,6,28.258,KAN,,OAK,L 13-34,2,16,8.00,0,0,0,,0,0,0
