ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,22.104,ARI,@,NYG,L 19-42,,,,,,,,
2,2005,2005-10-02,4,22.125,ARI,,SFO,W 31-14,,,,,,,,
3,2005,2005-10-09,5,22.132,ARI,,CAR,L 20-24,,,,,,,,
4,2005,2005-10-23,6,22.146,ARI,,TEN,W 20-10,,,,,,,,
5,2005,2005-10-30,7,22.153,ARI,@,DAL,L 13-34,,,,,,,,
6,2005,2005-11-06,8,22.160,ARI,,SEA,L 19-33,,,,,,,,
7,2005,2005-11-13,9,22.167,ARI,@,DET,L 21-29,,,,,,,,
8,2005,2005-11-20,10,22.174,ARI,@,STL,W 38-28,*,0,0,,0,1.0,,
9,2005,2005-11-27,11,22.181,ARI,,JAX,L 17-24,,,,,,,,
10,2005,2005-12-04,12,22.188,ARI,@,SFO,W 17-10,,,,,,,,
11,2005,2005-12-11,13,22.195,ARI,,WAS,L 13-17,,,,,,,,
12,2005,2005-12-18,14,22.202,ARI,@,HOU,L 19-30,,,,,,,,
13,2005,2005-12-24,15,22.208,ARI,,PHI,W 27-21,,,,,,,,
14,2005,2006-01-01,16,22.216,ARI,@,IND,L 13-17,,,,,,,,
15,2006,2006-09-10,1,23.103,ARI,,SFO,W 34-27,,,,,,,,
16,2006,2006-09-17,2,23.110,ARI,@,SEA,L 10-21,*,,,,,,,
17,2006,2006-09-24,3,23.117,ARI,,STL,L 14-16,,,,,,,,
18,2006,2006-10-01,4,23.124,ARI,@,ATL,L 10-32,,,,,,,,
19,2006,2006-10-08,5,23.131,ARI,,KAN,L 20-23,,,,,,,,
20,2006,2006-10-16,6,23.139,ARI,,CHI,L 23-24,,,,,,,,
21,2006,2006-10-22,7,23.145,ARI,@,OAK,L 9-22,,,,,,,,
22,2006,2006-10-29,8,23.152,ARI,@,GNB,L 14-31,,,,,,,,
23,2006,2006-11-12,9,23.166,ARI,,DAL,L 10-27,,,,,,,,
24,2006,2006-11-19,10,23.173,ARI,,DET,W 17-10,,,,,,,,
25,2006,2006-11-26,11,23.180,ARI,@,MIN,L 26-31,,,,,,,,
26,2006,2006-12-03,12,23.187,ARI,@,STL,W 34-20,,,,,,,,
27,2006,2006-12-10,13,23.194,ARI,,SEA,W 27-21,,,,,,,,
28,2006,2006-12-17,14,23.201,ARI,,DEN,L 20-37,,,,,,,,
29,2006,2006-12-24,15,23.208,ARI,@,SFO,W 26-20,,,,,,,,
30,2006,2006-12-31,16,23.215,ARI,@,SDG,L 20-27,,,,,,,,
31,2007,2007-09-10,1,24.103,ARI,@,SFO,L 17-20,,,,,,,,
32,2007,2007-09-16,2,24.109,ARI,,SEA,W 23-20,,,,,,,,
33,2007,2007-09-23,3,24.116,ARI,@,BAL,L 23-26,,,,,,,,
34,2007,2007-09-30,4,24.123,ARI,,PIT,W 21-14,,,,,,,,
35,2007,2007-10-07,5,24.130,ARI,@,STL,W 34-31,,,,,,,,
36,2007,2007-10-14,6,24.137,ARI,,CAR,L 10-25,,,,,,,,
37,2007,2007-10-21,7,24.144,ARI,@,WAS,L 19-21,,,,,,,,
38,2007,2007-11-04,8,24.158,ARI,@,TAM,L 10-17,,,,,,,,
39,2007,2007-11-11,9,24.165,ARI,,DET,W 31-21,,0,0,,0,1.0,,
40,2007,2007-11-18,10,24.172,ARI,@,CIN,W 35-27,,0,0,,0,1.0,,
41,2007,2007-11-25,11,24.179,ARI,,SFO,L 31-37,,,,,,,,
42,2007,2007-12-02,12,24.186,ARI,,CLE,W 27-21,,0,0,,0,1.0,,
43,2007,2007-12-09,13,24.193,ARI,@,SEA,L 21-42,,,,,,,,
44,2007,2007-12-16,14,24.200,ARI,@,NOR,L 24-31,,,,,,,,
45,2007,2007-12-23,15,24.207,ARI,,ATL,W 30-27,,,,,,,,
46,2007,2007-12-30,16,24.214,ARI,,STL,W 48-19,,,,,,,,
47,2008,2008-09-07,1,25.100,CIN,@,BAL,L 10-17,,0,0,,0,0.0,0,0
48,2008,2008-09-14,2,25.107,CIN,,TEN,L 7-24,*,0,0,,0,0.0,2,1
49,2008,2008-09-21,3,25.114,CIN,@,NYG,L 23-26,,,,,,,,
50,2008,2008-09-28,4,25.121,CIN,,CLE,L 12-20,,,,,,,,
51,2008,2008-10-05,5,25.128,CIN,@,DAL,L 22-31,,0,0,,0,0.0,1,0
52,2008,2008-11-16,10,25.170,CIN,,PHI,T 13-13,,0,0,,0,0.0,0,2
53,2008,2008-11-20,11,25.174,CIN,@,PIT,L 10-27,,0,0,,0,0.0,0,1
54,2008,2008-11-30,12,25.184,CIN,,BAL,L 3-34,,0,0,,0,0.0,0,1
55,2008,2008-12-07,13,25.191,CIN,@,IND,L 3-35,*,0,0,,0,0.0,4,1
56,2008,2008-12-14,14,25.198,CIN,,WAS,W 20-13,*,0,0,,0,0.0,0,2
57,2008,2008-12-21,15,25.205,CIN,@,CLE,W 14-0,,,,,,,,
58,2008,2008-12-28,16,25.212,CIN,,KAN,W 16-6,*,0,0,,0,0.0,0,2
