ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1984,1984-09-02,1,20.284,MIN,,SDG,L 13-42,1,3,3.00,0,0,0,,0
2,1984,1984-09-09,2,20.291,MIN,@,PHI,L 17-19,0,0,,0,1,0,0.00,0
