ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
32,2003,2003-12-28,16,23.315,DEN,@,GNB,L 3-31,*,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,0.0,,
33,2004,2004-09-12,1,24.209,DEN,,KAN,W 34-24,*,5,4,88,22.00,0,80.0%,17.60,0,0,,0,0,0,0.0,,
34,2004,2004-09-19,2,24.216,DEN,@,JAX,L 6-7,*,7,3,53,17.67,0,42.9%,7.57,0,0,,0,0,0,0.0,,
35,2004,2004-09-26,3,24.223,DEN,,SDG,W 23-13,*,9,4,67,16.75,1,44.4%,7.44,2,6,3.00,0,1,6,0.0,,
36,2004,2004-10-03,4,24.230,DEN,@,TAM,W 16-13,*,5,1,3,3.00,0,20.0%,0.60,0,0,,0,0,0,0.0,,
37,2004,2004-10-10,5,24.237,DEN,,CAR,W 20-17,*,5,2,52,26.00,1,40.0%,10.40,0,0,,0,1,6,0.0,,
38,2004,2004-10-17,6,24.244,DEN,@,OAK,W 31-3,*,2,2,45,22.50,1,100.0%,22.50,0,0,,0,1,6,0.0,,
39,2004,2004-10-25,7,24.252,DEN,@,CIN,L 10-23,*,12,6,82,13.67,0,50.0%,6.83,0,0,,0,0,0,0.0,,
40,2004,2004-10-31,8,24.258,DEN,,ATL,L 28-41,*,11,6,94,15.67,1,54.5%,8.55,0,0,,0,1,6,0.0,,
41,2004,2004-11-07,9,24.265,DEN,,HOU,W 31-13,*,6,4,81,20.25,1,66.7%,13.50,0,0,,0,1,6,0.0,,
42,2004,2004-11-21,10,24.279,DEN,@,NOR,W 34-13,*,6,3,79,26.33,1,50.0%,13.17,0,0,,0,1,6,0.0,,
43,2004,2004-11-28,11,24.286,DEN,,OAK,L 24-25,*,4,4,80,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,,
44,2004,2004-12-05,12,24.293,DEN,@,SDG,L 17-20,*,8,4,105,26.25,0,50.0%,13.13,1,-1,-1.00,0,0,0,0.0,,
45,2004,2004-12-12,13,24.300,DEN,,MIA,W 20-17,*,3,2,60,30.00,0,66.7%,20.00,0,0,,0,0,0,0.0,,
46,2004,2004-12-19,14,24.307,DEN,@,KAN,L 17-45,*,9,3,37,12.33,0,33.3%,4.11,0,0,,0,0,0,0.0,,
47,2004,2004-12-25,15,24.313,DEN,@,TEN,W 37-16,*,3,3,88,29.33,0,100.0%,29.33,0,0,,0,0,0,0.0,,
48,2004,2005-01-02,16,24.321,DEN,,IND,W 33-14,*,6,3,70,23.33,1,50.0%,11.67,0,0,,0,1,6,0.0,,
49,2005,2005-09-11,1,25.207,DEN,@,MIA,L 10-34,*,12,2,17,8.50,0,16.7%,1.42,0,0,,0,0,0,0.0,,
50,2005,2005-09-18,2,25.214,DEN,,SDG,W 20-17,*,10,6,62,10.33,0,60.0%,6.20,0,0,,0,0,0,0.0,,
51,2005,2005-09-26,3,25.222,DEN,,KAN,W 30-10,*,3,1,16,16.00,0,33.3%,5.33,2,56,28.00,0,0,0,0.0,,
52,2005,2005-10-02,4,25.228,DEN,@,JAX,W 20-7,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,,
53,2005,2005-10-09,5,25.235,DEN,,WAS,W 21-19,*,7,1,5,5.00,1,14.3%,0.71,0,0,,0,1,6,0.0,,
54,2005,2005-10-16,6,25.242,DEN,,NWE,W 28-20,*,4,3,81,27.00,0,75.0%,20.25,0,0,,0,0,0,0.0,,
55,2005,2005-10-23,7,25.249,DEN,@,NYG,L 23-24,*,6,5,64,12.80,0,83.3%,10.67,0,0,,0,0,0,0.0,,
56,2005,2005-10-30,8,25.256,DEN,,PHI,W 49-21,*,6,3,81,27.00,0,50.0%,13.50,0,0,,0,0,0,0.0,,
57,2005,2005-11-13,9,25.270,DEN,@,OAK,W 31-17,,3,3,76,25.33,0,100.0%,25.33,0,0,,0,0,0,0.0,,
58,2005,2005-11-20,10,25.277,DEN,,NYJ,W 27-0,*,6,4,81,20.25,0,66.7%,13.50,0,0,,0,0,0,0.0,,
59,2005,2005-11-24,11,25.281,DEN,@,DAL,W 24-21,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
60,2005,2005-12-04,12,25.291,DEN,@,KAN,L 27-31,*,5,2,63,31.50,0,40.0%,12.60,0,0,,0,0,0,0.0,,
61,2005,2005-12-11,13,25.298,DEN,,BAL,W 12-10,,3,2,42,21.00,0,66.7%,14.00,1,8,8.00,0,0,0,0.0,,
62,2005,2005-12-17,14,25.304,DEN,@,BUF,W 28-17,*,4,1,40,40.00,0,25.0%,10.00,1,13,13.00,0,0,0,0.0,,
63,2005,2005-12-24,15,25.311,DEN,,OAK,W 22-3,*,7,6,110,18.33,0,85.7%,15.71,1,7,7.00,0,0,0,0.0,,
64,2005,2005-12-31,16,25.318,DEN,@,SDG,W 23-7,,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,0.0,,
65,2006,2006-09-10,1,26.206,ATL,@,CAR,W 20-6,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
66,2006,2006-09-17,2,26.213,ATL,,TAM,W 14-3,,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,0.0,,
67,2006,2006-09-25,3,26.221,ATL,@,NOR,L 3-23,*,5,1,48,48.00,0,20.0%,9.60,0,0,,0,0,0,0.0,,
68,2006,2006-10-01,4,26.227,ATL,,ARI,W 32-10,*,2,2,61,30.50,0,100.0%,30.50,0,0,,0,0,0,0.0,,
69,2006,2006-10-15,5,26.241,ATL,,NYG,L 14-27,,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,0.0,,
70,2006,2006-10-22,6,26.248,ATL,,PIT,W 41-38,,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,0.0,,
71,2006,2006-10-29,7,26.255,ATL,@,CIN,W 29-27,*,6,3,55,18.33,0,50.0%,9.17,0,0,,0,0,0,0.0,,
72,2006,2006-11-05,8,26.262,ATL,@,DET,L 14-30,*,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,0.0,,
73,2006,2006-11-12,9,26.269,ATL,,CLE,L 13-17,*,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,0.0,,
74,2006,2006-11-19,10,26.276,ATL,@,BAL,L 10-24,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
75,2006,2006-11-26,11,26.283,ATL,,NOR,L 13-31,*,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
76,2006,2006-12-03,12,26.290,ATL,@,WAS,W 24-14,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,0.0,,
77,2006,2006-12-10,13,26.297,ATL,@,TAM,W 17-6,*,7,3,49,16.33,0,42.9%,7.00,0,0,,0,0,0,0.0,,
78,2006,2006-12-16,14,26.303,ATL,,DAL,L 28-38,,4,2,17,8.50,1,50.0%,4.25,0,0,,0,1,6,0.0,,
79,2006,2006-12-24,15,26.311,ATL,,CAR,L 3-10,*,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,0.0,,
80,2007,2007-09-10,1,27.206,SFO,,ARI,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
81,2007,2007-09-16,2,27.212,SFO,@,STL,W 17-16,,,,,,,0.0%,,,,,,,,,,
82,2007,2007-09-23,3,27.219,SFO,@,PIT,L 16-37,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
83,2007,2007-09-30,4,27.226,SFO,,SEA,L 3-23,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
84,2007,2007-10-07,5,27.233,SFO,,BAL,L 7-9,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
85,2007,2007-10-21,6,27.247,SFO,@,NYG,L 15-33,,6,2,52,26.00,0,33.3%,8.67,0,0,,0,0,0,0.0,,
86,2007,2007-10-28,7,27.254,SFO,,NOR,L 10-31,*,7,3,20,6.67,0,42.9%,2.86,0,0,,0,0,0,0.0,,
87,2007,2007-11-04,8,27.261,SFO,@,ATL,L 16-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
88,2007,2007-11-12,9,27.269,SFO,@,SEA,L 0-24,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
89,2007,2007-11-25,11,27.282,SFO,@,ARI,W 37-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
90,2007,2007-12-02,12,27.289,SFO,@,CAR,L 14-31,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,,
91,2007,2007-12-09,13,27.296,SFO,,MIN,L 7-27,*,8,2,17,8.50,0,25.0%,2.13,0,0,,0,0,0,0.0,,
92,2007,2007-12-15,14,27.302,SFO,,CIN,W 20-13,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
93,2007,2007-12-23,15,27.310,SFO,,TAM,W 21-19,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
94,2007,2007-12-30,16,27.317,SFO,@,CLE,L 7-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
95,2008,2008-09-08,1,28.205,OAK,,DEN,L 14-41,*,5,3,37,12.33,1,60.0%,7.40,0,0,,0,1,6,0.0,0,0
96,2008,2008-09-14,2,28.211,OAK,@,KAN,W 23-8,*,6,1,11,11.00,0,16.7%,1.83,0,0,,0,0,0,0.0,0,0
97,2008,2008-09-21,3,28.218,OAK,@,BUF,L 23-24,*,7,1,23,23.00,0,14.3%,3.29,0,0,,0,0,0,0.0,0,0
98,2008,2008-09-28,4,28.225,OAK,,SDG,L 18-28,,,,,,,0.0%,,,,,,,,,,
99,2008,2008-10-12,5,28.239,OAK,@,NOR,L 3-34,,8,1,11,11.00,0,12.5%,1.38,0,0,,0,0,0,0.0,1,0
100,2008,2008-10-19,6,28.246,OAK,,NYJ,W 16-13,,1,,,,,0.0%,,,,,,,,,,
101,2008,2008-10-26,7,28.253,OAK,@,BAL,L 10-29,,6,1,23,23.00,0,16.7%,3.83,0,0,,0,0,0,0.0,0,0
102,2008,2008-11-02,8,28.260,OAK,,ATL,L 0-24,,1,,,,,0.0%,,,,,,,,,,
103,2008,2008-11-09,9,28.267,OAK,,CAR,L 6-17,,1,,,,,0.0%,,,,,,,,,,
104,2008,2008-11-16,10,28.274,OAK,@,MIA,L 15-17,*,,,,,,0.0%,,,,,,,,,,
105,2008,2008-11-23,11,28.281,OAK,@,DEN,W 31-10,,4,4,92,23.00,1,100.0%,23.00,0,0,,0,1,6,0.0,0,0
106,2008,2008-11-30,12,28.288,OAK,,KAN,L 13-20,*,4,,,,,0.0%,,,,,,,,,,
107,2008,2008-12-14,14,28.302,OAK,,NWE,L 26-49,*,2,,,,,0.0%,,,,,,,,,,
