ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1962,1962-09-30,3,22.334,DTX,,BUF,W 41-21,1,11,11.00,1,,,,,,,1,6
2,1962,1962-10-12,5,22.346,DTX,@,BOS,W 27-7,0,0,,0,3,3,100.0,2,3,66.7,0,9
3,1962,1962-10-21,6,22.355,DTX,,NYT,W 20-17,0,0,,0,2,2,100.0,2,3,66.7,0,8
4,1962,1962-10-28,7,22.362,DTX,@,HOU,W 31-7,0,0,,0,4,4,100.0,1,2,50.0,0,7
5,1962,1962-11-04,8,23.004,DTX,,HOU,L 6-14,0,0,,0,,,,,1,0.0,0,0
6,1962,1962-11-11,9,23.011,DTX,@,NYT,W 52-31,0,0,,0,7,7,100.0,1,1,100.0,0,10
7,1962,1962-11-18,10,23.018,DTX,@,DEN,W 24-3,1,92,92.00,1,2,2,100.0,1,2,50.0,1,11
8,1962,1962-11-25,11,23.025,DTX,,OAK,W 35-7,1,7,7.00,0,5,5,100.0,,1,0.0,0,5
9,1962,1962-12-02,12,23.032,DTX,@,BUF,L 14-23,1,28,28.00,1,,,,,,,1,6
10,1962,1962-12-09,13,23.039,DTX,,DEN,W 17-10,0,0,,0,2,2,100.0,1,3,33.3,0,5
11,1962,1962-12-16,14,23.046,DTX,,SDG,W 26-17,0,0,,0,2,2,100.0,4,6,66.7,0,14
12,1963,1963-09-07,1,23.311,KAN,@,DEN,W 59-7,1,24,24.00,0,8,8,100.0,1,3,33.3,0,11
13,1963,1963-09-22,2,23.326,KAN,@,BUF,T 27-27,0,0,,0,2,2,100.0,1,1,100.0,0,5
14,1963,1963-09-29,3,23.333,KAN,@,SDG,L 10-24,1,8,8.00,0,1,1,100.0,1,1,100.0,0,4
15,1963,1963-10-06,4,23.340,KAN,,HOU,W 28-7,0,0,,0,4,4,100.0,,1,0.0,0,4
16,1963,1963-10-13,5,23.347,KAN,,BUF,L 26-35,0,0,,0,2,2,100.0,2,5,40.0,0,8
17,1963,1963-10-20,6,23.354,KAN,,SDG,L 17-38,0,0,,0,2,2,100.0,1,2,50.0,0,5
18,1963,1963-10-27,7,23.361,KAN,@,HOU,L 7-28,,,,,,,,,,,,
19,1963,1963-11-03,8,24.003,KAN,@,OAK,L 7-10,0,0,,0,1,1,100.0,,2,0.0,0,1
20,1963,1963-11-08,9,24.008,KAN,,OAK,L 7-22,,,,,,,,,,,,
21,1963,1963-11-17,10,24.017,KAN,@,BOS,T 24-24,,,,,,,,,,,,
22,1963,1963-12-01,11,24.031,KAN,@,NYJ,L 0-17,,,,,,,,,,,,
23,1963,1963-12-08,12,24.038,KAN,,DEN,W 52-21,,,,,,,,,,,,
24,1963,1963-12-14,13,24.044,KAN,,BOS,W 35-3,,,,,,,,,,,,
25,1963,1963-12-22,14,24.052,KAN,,NYJ,W 48-0,,,,,,,,,,,,
26,1964,1964-09-13,1,24.318,KAN,@,BUF,L 17-34,0,0,,0,2,2,100.0,1,1,100.0,0,5
27,1964,1964-09-27,2,24.332,KAN,@,OAK,W 21-9,0,0,,0,3,3,100.0,,,,0,3
28,1964,1964-10-04,3,24.339,KAN,,HOU,W 28-7,0,0,,0,4,4,100.0,,3,0.0,0,4
29,1964,1964-10-11,4,24.346,KAN,@,DEN,L 27-33,0,0,,0,3,3,100.0,2,3,66.7,0,9
30,1964,1964-10-18,5,24.353,KAN,,BUF,L 22-35,0,0,,0,1,1,100.0,1,3,33.3,0,4
31,1964,1964-10-23,6,24.358,KAN,@,BOS,L 7-24,0,0,,0,1,1,100.0,,1,0.0,0,1
32,1964,1964-11-01,7,25.001,KAN,,DEN,W 49-39,0,0,,0,7,7,100.0,,,,0,7
33,1964,1964-11-08,8,25.008,KAN,,OAK,W 42-7,0,0,,0,6,6,100.0,,1,0.0,0,6
34,1964,1964-11-15,9,25.015,KAN,,SDG,L 14-28,0,0,,0,2,2,100.0,,,,0,2
35,1964,1964-11-22,10,25.022,KAN,@,HOU,W 28-19,0,0,,0,4,4,100.0,,1,0.0,0,4
36,1964,1964-11-29,11,25.029,KAN,@,NYJ,L 14-27,0,0,,0,2,2,100.0,,,,0,2
37,1964,1964-12-06,12,25.036,KAN,,BOS,L 24-31,0,0,,0,3,3,100.0,1,1,100.0,0,6
38,1964,1964-12-13,13,25.043,KAN,@,SDG,W 49-6,0,0,,0,5,5,100.0,2,2,100.0,0,11
39,1964,1964-12-20,14,25.050,KAN,,NYJ,W 24-7,0,0,,0,3,3,100.0,1,1,100.0,0,6
40,1965,1965-09-12,1,25.316,KAN,@,OAK,L 10-37,0,0,,0,1,1,100.0,1,2,50.0,0,4
41,1965,1965-09-18,2,25.322,KAN,@,NYJ,W 14-10,0,0,,0,2,2,100.0,,,,0,2
42,1965,1965-09-26,3,25.330,KAN,@,SDG,T 10-10,0,0,,0,1,1,100.0,1,3,33.3,0,4
43,1965,1965-10-03,4,25.337,KAN,,BOS,W 27-17,0,0,,0,3,3,100.0,2,5,40.0,0,9
44,1965,1965-10-10,5,25.344,KAN,@,DEN,W 31-23,0,0,,0,4,4,100.0,1,2,50.0,0,7
45,1965,1965-10-17,6,25.351,KAN,,BUF,L 7-23,0,0,,0,1,1,100.0,,2,0.0,0,1
46,1965,1965-10-24,7,25.358,KAN,@,HOU,L 36-38,0,0,,0,2,2,100.0,2,5,40.0,0,8
47,1965,1965-10-31,8,26.000,KAN,,OAK,W 14-7,0,0,,0,2,2,100.0,,,,0,2
48,1965,1965-11-07,9,26.007,KAN,,NYJ,L 10-13,0,0,,0,1,1,100.0,1,2,50.0,0,4
49,1965,1965-11-14,10,26.014,KAN,,SDG,W 31-7,0,0,,0,4,4,100.0,1,2,50.0,0,7
50,1965,1965-11-21,11,26.021,KAN,@,BOS,T 10-10,0,0,,0,1,1,100.0,1,3,33.3,0,4
51,1965,1965-11-28,12,26.028,KAN,,HOU,W 52-21,0,0,,0,7,7,100.0,1,1,100.0,0,10
52,1965,1965-12-12,13,26.042,KAN,@,BUF,L 25-34,0,0,,0,2,2,100.0,1,1,100.0,0,5
53,1965,1965-12-19,14,26.049,KAN,,DEN,W 45-35,0,0,,0,6,6,100.0,1,2,50.0,0,9
54,1966,1966-09-11,1,26.315,KAN,@,BUF,W 42-20,0,0,,0,6,6,100.0,,,,0,6
55,1966,1966-09-18,2,26.322,KAN,@,OAK,W 32-10,0,0,,0,3,3,100.0,1,1,100.0,0,6
56,1966,1966-09-25,3,26.329,KAN,@,BOS,W 43-24,0,0,,0,2,2,100.0,1,1,100.0,0,5
57,1966,1966-10-02,4,26.336,KAN,,BUF,L 14-29,0,0,,0,2,2,100.0,,,,0,2
