ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-20,2,22.166,TEN,,HOU,L 31-34,,2,,,,,0.0%,,,,,,,,,,,,,,,
2,2009,2009-09-27,3,22.173,TEN,@,NYJ,L 17-24,,1,,,,,0.0%,,,,,,,,,,,,,,,
3,2009,2009-10-04,4,22.180,TEN,@,JAX,L 17-37,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,,0,0,0.0,1,0
4,2009,2009-10-11,5,22.187,TEN,,IND,L 9-31,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2009,2009-10-18,6,22.194,TEN,@,NWE,L 0-59,,,,,,,0.0%,,,,,,,,,,,,,,,
6,2009,2009-11-01,7,22.208,TEN,,JAX,W 30-13,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2009,2009-11-08,8,22.215,TEN,@,SFO,W 34-27,,,,,,,0.0%,,,,,,,,,,,,,,,
8,2009,2009-11-15,9,22.222,TEN,,BUF,W 41-17,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2009,2009-11-23,10,22.230,TEN,@,HOU,W 20-17,,,,,,,0.0%,,,,,,,,,,,,,,,
10,2009,2009-11-29,11,22.236,TEN,,ARI,W 20-17,,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2009,2009-12-06,12,22.243,TEN,@,IND,L 17-27,,,,,,,0.0%,,,,,,,,,,,,,,,
12,2009,2009-12-20,14,22.257,TEN,,MIA,W 27-24,,,,,,,0.0%,,,,,,,,,,,,,,,
13,2009,2009-12-25,15,22.262,TEN,,SDG,L 17-42,,1,,,,,0.0%,,,,,,,,,,,,,,,
14,2009,2010-01-03,16,22.271,TEN,@,SEA,W 17-13,,,,,,,0.0%,,,,,,,,,,,,,,,
15,2010,2010-09-12,1,23.158,TEN,,OAK,W 38-13,,1,,,,,0.0%,,,,,,,,,,,,,,,
16,2010,2010-09-19,2,23.165,TEN,,PIT,L 11-19,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2010,2010-09-26,3,23.172,TEN,@,NYG,W 29-10,,,,,,,0.0%,,,,,,,,,,,,,,,
18,2010,2010-10-03,4,23.179,TEN,,DEN,L 20-26,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2010,2010-10-10,5,23.186,TEN,@,DAL,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,1
20,2010,2010-10-18,6,23.194,TEN,@,JAX,W 30-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2010,2010-10-24,7,23.200,TEN,,PHI,W 37-19,,0,0,0,,0,0.0%,,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0
22,2010,2010-10-31,8,23.207,TEN,@,SDG,L 25-33,,2,1,36,36.00,0,50.0%,18.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2010,2010-11-14,9,23.221,TEN,@,MIA,L 17-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
24,2010,2010-11-21,10,23.228,TEN,,WAS,L 16-19,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2010,2010-11-28,11,23.235,TEN,@,HOU,L 0-20,,9,4,40,10.00,0,44.4%,4.44,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2010,2010-12-05,12,23.242,TEN,,JAX,L 6-17,,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,0,,0,0,0.0,1,0
27,2010,2010-12-09,13,23.246,TEN,,IND,L 28-30,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2010,2010-12-19,14,23.256,TEN,,HOU,W 31-17,*,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2010,2010-12-26,15,23.263,TEN,@,KAN,L 14-34,,9,5,96,19.20,1,55.6%,10.67,0,0,,0,0,0,,0,,1,6,0.0,0,0
30,2010,2011-01-02,16,23.270,TEN,@,IND,L 20-23,,9,7,58,8.29,0,77.8%,6.44,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2011,2011-09-11,1,24.157,TEN,@,JAX,L 14-16,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2011,2011-09-18,2,24.164,TEN,,BAL,W 26-13,,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2011,2011-09-25,3,24.171,TEN,,DEN,W 17-14,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2011,2011-10-02,4,24.178,TEN,@,CLE,W 31-13,,6,2,93,46.50,1,33.3%,15.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
35,2011,2011-10-09,5,24.185,TEN,@,PIT,L 17-38,,9,4,59,14.75,0,44.4%,6.56,0,0,,0,0,0,,0,,0,0,0.0,0,0
36,2011,2011-10-23,6,24.199,TEN,,HOU,L 7-41,,2,2,22,11.00,1,100.0%,11.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
37,2011,2011-10-30,7,24.206,TEN,,IND,W 27-10,,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2011,2011-11-06,8,24.213,TEN,,CIN,L 17-24,,8,4,47,11.75,0,50.0%,5.88,0,0,,0,0,0,,0,,0,0,0.0,1,0
39,2011,2011-11-13,9,24.220,TEN,@,CAR,W 30-3,,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2011,2011-11-20,10,24.227,TEN,@,ATL,L 17-23,,9,5,51,10.20,0,55.6%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2011,2011-11-27,11,24.234,TEN,,TAM,W 23-17,*,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2011,2011-12-04,12,24.241,TEN,@,BUF,W 23-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2011,2011-12-11,13,24.248,TEN,,NOR,L 17-22,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2011,2011-12-18,14,24.255,TEN,@,IND,L 13-27,,11,9,103,11.44,0,81.8%,9.36,0,0,,0,0,0,,0,,0,0,0.0,1,0
