ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-11-05,10,23.005,WAS,@,KAN,L 3-24,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0
2,1995,1995-11-19,11,23.019,WAS,,SEA,L 20-27,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0
3,1995,1995-11-26,12,23.026,WAS,,PHI,L 7-14,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0
4,1995,1995-12-03,13,23.033,WAS,@,DAL,W 24-17,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0
5,1995,1995-12-10,14,23.040,WAS,@,NYG,L 13-20,6,4,50,12.50,0,66.7%,8.33,0,0,,0,0,0
6,1995,1995-12-17,15,23.047,WAS,@,STL,W 35-23,0,0,0,,0,0.0%,,1,13,13.00,0,0,0
7,1995,1995-12-24,16,23.054,WAS,,CAR,W 20-17,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
8,1996,1996-09-01,1,23.306,WAS,,PHI,L 14-17,3,3,23,7.67,0,100.0%,7.67,1,13,13.00,0,0,0
9,1996,1996-09-08,2,23.313,WAS,,CHI,W 10-3,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
10,1996,1996-09-15,3,23.320,WAS,@,NYG,W 31-10,4,2,49,24.50,0,50.0%,12.25,0,0,,0,0,0
11,1996,1996-09-22,4,23.327,WAS,@,STL,W 17-10,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0
12,1996,1996-09-29,5,23.334,WAS,,NYJ,W 31-16,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0
13,1996,1996-10-13,6,23.348,WAS,@,NWE,W 27-22,5,3,37,12.33,1,60.0%,7.40,0,0,,0,1,6
14,1996,1996-10-20,7,23.355,WAS,,NYG,W 31-21,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0
15,1996,1996-10-27,8,23.362,WAS,,IND,W 31-16,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
