ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2016,2016-09-25,3,23.122,CHI,@,DAL,L 17-31,*,0.0,0,1
2,2016,2016-10-02,4,23.129,CHI,,DET,W 17-14,,0.0,1,1
3,2016,2016-10-09,5,23.136,CHI,@,IND,L 23-29,,0.0,0,0
4,2016,2016-10-16,6,23.143,CHI,,JAX,L 16-17,,0.0,1,0
5,2016,2016-10-20,7,23.147,CHI,@,GNB,L 10-26,,0.0,1,0
6,2016,2016-10-31,8,23.158,CHI,,MIN,W 20-10,,0.0,0,0
7,2016,2016-11-13,9,23.171,CHI,@,TAM,L 10-36,,0.0,0,0
8,2016,2016-11-20,10,23.178,CHI,@,NYG,L 16-22,,0.0,0,0
9,2016,2016-11-27,11,23.185,CHI,,TEN,L 21-27,*,0.0,2,2
10,2016,2016-12-04,12,23.192,CHI,,SFO,W 26-6,*,0.0,9,0
11,2016,2016-12-11,13,23.199,CHI,@,DET,L 17-20,*,1.0,4,4
12,2016,2016-12-18,14,23.206,CHI,,GNB,L 27-30,*,0.0,5,0
13,2016,2016-12-24,15,23.212,CHI,,WAS,L 21-41,*,0.0,6,1
14,2016,2017-01-01,16,23.220,CHI,@,MIN,L 10-38,*,0.0,3,1
15,2017,2017-09-10,1,24.107,CHI,,ATL,L 17-23,,0.0,0,1
16,2017,2017-09-17,2,24.114,CHI,@,TAM,L 7-29,*,0.0,4,0
17,2017,2017-10-29,8,24.156,CHI,@,NOR,L 12-20,,0.0,0,0
18,2017,2017-11-12,9,24.170,CHI,,GNB,L 16-23,,1.0,8,1
19,2017,2017-11-19,10,24.177,CHI,,DET,L 24-27,*,1.0,2,0
20,2017,2017-11-26,11,24.184,CHI,@,PHI,L 3-31,*,0.0,1,0
21,2017,2017-12-03,12,24.191,CHI,,SFO,L 14-15,,0.0,2,0
22,2017,2017-12-10,13,24.198,CHI,@,CIN,W 33-7,,0.0,2,1
23,2017,2017-12-16,14,24.204,CHI,@,DET,L 10-20,*,0.0,6,2
24,2017,2017-12-24,15,24.212,CHI,,CLE,W 20-3,*,0.0,4,3
25,2017,2017-12-31,16,24.219,CHI,@,MIN,L 10-23,*,0.0,5,3
26,2018,2018-09-09,1,25.106,CHI,@,GNB,L 23-24,*,0.0,4,0
27,2018,2018-09-17,2,25.114,CHI,,SEA,W 24-17,,0.0,1,0
28,2018,2018-09-23,3,25.120,CHI,@,ARI,W 16-14,,0.0,0,0
