ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,23.002,STL,@,NOR,L 17-28,0,0,,0,,,,,,
2,1983,1983-09-11,2,23.009,STL,,DAL,L 17-34,0,0,,0,,,,,,
3,1983,1983-09-18,3,23.016,STL,,SFO,L 27-42,0,0,,0,,,,,,
4,1983,1983-09-25,4,23.023,STL,@,PHI,W 14-11,0,0,,0,,,,,,
5,1983,1983-10-02,5,23.030,STL,@,KAN,L 14-38,1,19,19.00,0,0,0,0.0,0,0,0
6,1983,1983-10-09,6,23.037,STL,,WAS,L 14-38,0,0,,0,,,,,,
7,1983,1983-10-16,7,23.044,STL,@,TAM,W 34-27,0,0,,0,,,,,,
8,1983,1983-10-24,8,23.052,STL,,NYG,T 20-20,0,0,,0,,,,,,
9,1983,1983-10-30,9,23.058,STL,,MIN,W 41-31,0,0,,0,,,,,,
10,1983,1983-11-06,10,23.065,STL,@,WAS,L 7-45,0,0,,0,,,,,,
11,1983,1983-11-13,11,23.072,STL,,SEA,W 33-28,0,0,,0,,,,,,
12,1983,1983-11-20,12,23.079,STL,,SDG,W 44-14,0,0,,0,,,,,,
13,1983,1983-11-24,13,23.083,STL,@,DAL,L 17-35,0,0,,0,,,,,,
14,1983,1983-12-04,14,23.093,STL,@,NYG,W 10-6,0,0,,0,,,,,,
15,1983,1983-12-11,15,23.100,STL,@,RAI,W 34-24,0,0,,0,,,,,,
16,1983,1983-12-18,16,23.107,STL,,PHI,W 31-7,0,0,,0,,,,,,
17,1984,1984-09-02,1,24.000,STL,@,GNB,L 23-24,,,,,,,,,,
18,1984,1984-09-09,2,24.007,STL,,BUF,W 37-7,,,,,,,,,,
19,1984,1984-09-16,3,24.014,STL,@,IND,W 34-33,0,0,,0,1,6,0.0,1,25,1
20,1984,1984-09-23,4,24.021,STL,@,NOR,L 24-34,,,,,,,,,,
21,1984,1984-09-30,5,24.028,STL,,MIA,L 28-36,,,,,,,,,,
22,1984,1984-10-07,6,24.035,STL,@,DAL,W 31-20,,,,,,,,,,
23,1984,1984-10-14,7,24.042,STL,,CHI,W 38-21,,,,,,,,,,
24,1984,1984-11-04,10,24.063,STL,,RAM,L 13-16,,,,,,,,,,
25,1984,1984-11-11,11,24.070,STL,,DAL,L 17-24,,,,,,,,,,
26,1984,1984-11-18,12,24.077,STL,@,NYG,L 10-16,0,0,,0,0,0,0.0,1,6,0
27,1984,1984-11-25,13,24.084,STL,,PHI,W 17-16,,,,,,,,,,
28,1984,1984-12-02,14,24.091,STL,@,NWE,W 33-10,0,0,,0,0,0,1.0,0,0,0
29,1985,1985-09-08,1,25.006,STL,@,CLE,W 27-24,0,0,,0,0,0,1.0,0,0,0
30,1985,1985-09-15,2,25.013,STL,,CIN,W 41-27,,,,,,,,,,
31,1985,1985-09-22,3,25.020,STL,@,NYG,L 17-27,,,,,,,,,,
32,1985,1985-09-29,4,25.027,STL,,GNB,W 43-28,1,26,26.00,0,0,0,0.0,1,67,0
33,1985,1985-10-07,5,25.035,STL,@,WAS,L 10-27,,,,,,,,,,
34,1985,1985-10-13,6,25.041,STL,@,PHI,L 7-30,,,,,,,,,,
35,1985,1985-10-20,7,25.048,STL,@,PIT,L 10-23,,,,,,,,,,
36,1985,1985-10-27,8,25.055,STL,,HOU,L 10-20,0,0,,0,0,0,1.0,0,0,0
37,1985,1985-11-04,9,25.063,STL,,DAL,W 21-10,0,0,,0,0,0,1.0,1,6,0
38,1985,1985-11-10,10,25.069,STL,@,TAM,L 0-16,,,,,,,,,,
39,1985,1985-11-17,11,25.076,STL,,PHI,L 14-24,,,,,,,,,,
40,1985,1985-11-24,12,25.083,STL,,NYG,L 3-34,2,18,9.00,0,0,0,0.0,0,0,0
41,1985,1985-11-28,13,25.087,STL,@,DAL,L 17-35,,,,,,,,,,
42,1985,1985-12-08,14,25.097,STL,,NOR,W 28-16,,,,,,,,,,
43,1985,1985-12-15,15,25.104,STL,@,RAM,L 14-46,2,24,12.00,0,0,0,0.0,0,0,0
44,1985,1985-12-21,16,25.110,STL,,WAS,L 16-27,,,,,,,,,,
45,1986,1986-09-07,1,26.005,STL,,RAM,L 10-16,,,,,,,,,,
46,1986,1986-09-14,2,26.012,STL,@,ATL,L 13-33,0,0,,0,0,0,1.0,0,0,0
47,1986,1986-09-21,3,26.019,STL,@,BUF,L 10-17,0,0,,0,0,0,2.0,0,0,0
48,1986,1986-09-29,4,26.027,STL,,DAL,L 7-31,,,,,,,,,,
49,1986,1986-10-05,5,26.033,STL,,NYG,L 6-13,,,,,,,,,,
50,1986,1986-10-12,6,26.040,STL,@,TAM,W 30-19,,,,,,,,,,
51,1986,1986-10-19,7,26.047,STL,@,WAS,L 21-28,,,,,,,,,,
52,1986,1986-10-26,8,26.054,STL,@,DAL,L 6-37,,,,,,,,,,
53,1986,1986-11-02,9,26.061,STL,,PHI,W 13-10,,,,,,,,,,
54,1986,1986-11-09,10,26.068,STL,@,SFO,L 17-43,0,0,,0,0,0,0.0,1,13,0
55,1986,1986-11-16,11,26.075,STL,,NOR,L 7-16,,,,,,,,,,
56,1986,1986-11-23,12,26.082,STL,,KAN,W 23-14,,,,,,,,,,
57,1986,1986-11-30,13,26.089,STL,,WAS,L 17-20,,,,,,,,,,
58,1986,1986-12-07,14,26.096,STL,@,PHI,T 10-10,0,0,,0,0,0,2.0,0,0,0
59,1986,1986-12-14,15,26.103,STL,@,NYG,L 7-27,,,,,,,,,,
60,1986,1986-12-21,16,26.110,STL,,TAM,W 21-17,,,,,,,,,,
61,1987,1987-09-13,1,27.011,STL,,DAL,W 24-13,0,0,,0,0,0,1.0,0,0,0
62,1987,1987-09-20,2,27.018,STL,@,SDG,L 24-28,,,,,,,,,,
63,1987,1987-10-04,3,27.032,STL,@,WAS,L 21-28,,,,,,,,,,
64,1987,1987-10-11,4,27.039,STL,,NOR,W 24-19,0,0,,0,0,0,1.0,0,0,0
65,1987,1987-10-18,5,27.046,STL,@,SFO,L 28-34,,,,,,,,,,
66,1987,1987-10-25,6,27.053,STL,@,NYG,L 7-30,,,,,,,,,,
67,1987,1987-11-01,7,27.060,STL,,PHI,L 23-28,,,,,,,,,,
68,1987,1987-11-08,8,27.067,STL,,TAM,W 31-28,,,,,,,,,,
69,1987,1987-11-15,9,27.074,STL,,RAM,L 24-27,,,,,,,,,,
70,1987,1987-11-22,10,27.081,STL,@,PHI,W 31-19,,,,,,,,,,
71,1987,1987-11-29,11,27.088,STL,@,ATL,W 34-21,,,,,,,,,,
72,1987,1987-12-06,12,27.095,STL,,WAS,L 17-34,,,,,,,,,,
73,1987,1987-12-13,13,27.102,STL,,NYG,W 27-24,,,,,,,,,,
74,1987,1987-12-20,14,27.109,STL,@,TAM,W 31-14,,,,,,,,,,
75,1987,1987-12-27,15,27.116,STL,@,DAL,L 16-21,,,,,,,,,,
76,1988,1988-09-04,1,28.002,PHO,@,CIN,L 14-21,0,0,,0,0,0,0.0,1,15,0
77,1988,1988-09-12,2,28.010,PHO,,DAL,L 14-17,,,,,,,,,,
78,1988,1988-09-18,3,28.016,PHO,@,TAM,W 30-24,,,,,,,,,,
79,1988,1988-09-25,4,28.023,BUF,,PIT,W 36-28,,,,,,,,,,
80,1988,1988-10-02,5,28.030,BUF,@,CHI,L 3-24,,,,,,,,,,
81,1988,1988-10-09,6,28.037,BUF,,IND,W 34-23,0,0,,0,0,0,0.0,1,14,0
82,1988,1988-10-17,7,28.045,BUF,@,NYJ,W 37-14,0,0,,0,0,0,1.0,0,0,0
83,1988,1988-10-23,8,28.051,BUF,,NWE,W 23-20,,,,,,,,,,
84,1988,1988-10-30,9,28.058,BUF,,GNB,W 28-0,,,,,,,,,,
85,1988,1988-11-06,10,28.065,BUF,@,SEA,W 13-3,,,,,,,,,,
86,1988,1988-11-14,11,28.073,BUF,@,MIA,W 31-6,,,,,,,,,,
87,1988,1988-11-20,12,28.079,BUF,,NYJ,W 9-6,,,,,,,,,,
88,1988,1988-11-27,13,28.086,BUF,@,CIN,L 21-35,,,,,,,,,,
89,1988,1988-12-04,14,28.093,BUF,@,TAM,L 5-10,,,,,,,,,,
90,1988,1988-12-11,15,28.100,BUF,,RAI,W 37-21,,,,,,,,,,
91,1988,1988-12-18,16,28.107,BUF,@,IND,L 14-17,,,,,,,,,,
92,1989,1989-09-10,1,29.008,BUF,@,MIA,W 27-24,,,,,,,,,,
93,1989,1989-09-18,2,29.016,BUF,,DEN,L 14-28,,,,,,,,,,
94,1989,1989-09-24,3,29.022,BUF,@,HOU,W 47-41,0,0,,0,0,0,0.0,1,22,0
95,1989,1989-10-01,4,29.029,BUF,,NWE,W 31-10,0,0,,0,0,0,0.0,1,24,0
96,1989,1989-10-08,5,29.036,BUF,@,IND,L 14-37,,,,,,,,,,
97,1989,1989-10-16,6,29.044,BUF,,RAM,W 23-20,,,,,,,,,,
98,1989,1989-10-22,7,29.050,BUF,,NYJ,W 34-3,,,,,,,,,,
99,1989,1989-10-29,8,29.057,BUF,,MIA,W 31-17,,,,,,,,,,
100,1989,1989-11-05,9,29.064,BUF,@,ATL,L 28-30,,,,,,,,,,
101,1989,1989-11-12,10,29.071,BUF,,IND,W 30-7,,,,,,,,,,
102,1989,1989-11-19,11,29.078,BUF,@,NWE,L 24-33,,,,,,,,,,
