ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-09-17,1,22.168,STL,,NYG,L 20-37,5,115,23.00,0,1,0,0.00,0,0,0,0
2,1967,1967-10-01,3,22.182,STL,,DET,W 38-28,2,40,20.00,0,3,7,2.33,0,0,0,0
3,1967,1967-10-08,4,22.189,STL,@,MIN,W 34-24,3,64,21.33,0,0,0,,0,0,0,0
4,1967,1967-10-15,5,22.196,STL,@,CLE,L 16-20,0,0,,0,2,3,1.50,0,0,0,0
5,1967,1967-11-05,8,22.217,STL,@,WAS,W 27-21,0,0,,0,1,7,7.00,0,0,0,0
6,1967,1967-11-19,10,22.231,STL,@,CHI,L 3-30,0,0,,0,2,32,16.00,0,0,0,0
7,1967,1967-11-23,11,22.235,STL,@,DAL,L 21-46,0,0,,0,1,12,12.00,0,0,0,0
8,1967,1967-12-03,12,22.245,STL,,NOR,W 31-20,0,0,,0,4,60,15.00,0,0,0,0
9,1967,1967-12-10,13,22.252,STL,,CLE,L 16-20,0,0,,0,1,3,3.00,0,0,0,0
10,1967,1967-12-17,14,22.259,STL,@,NYG,L 14-37,0,0,,0,0,0,,0,2,13,0
11,1968,1968-09-14,1,23.165,ATL,@,MIN,L 7-47,1,18,18.00,0,1,0,0.00,0,0,0,0
12,1968,1968-12-01,13,23.243,CIN,@,BOS,L 14-33,4,72,18.00,0,1,40,40.00,0,0,0,0
13,1968,1968-12-08,14,23.250,CIN,@,NYJ,L 14-27,1,19,19.00,0,1,11,11.00,0,0,0,0
