ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1997,1997-10-12,7,23.301,NYG,@,ARI,W 27-13,1,-2,-2.00,0,0,0,,0,0,0,,,,,
2,1998,1998-12-20,15,25.005,NYG,,KAN,W 28-7,3,-3,-1.00,0,0,1,0.00,0,0,0,39.6,1,9,0.00,0.00
