ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1980,1980-12-14,15,23.359,STL,@,PHI,L 3-17,,,,,,,,,,,,,,,,
2,1980,1980-12-21,16,24.000,STL,,WAS,L 7-31,,6,17,35.29,68,0,3,8.6,0,0,4.00,-3.94,0,0,,0
3,1981,1981-09-20,3,24.273,STL,,WAS,W 40-30,,,,,,,,,,,,,,,,
4,1981,1981-10-18,7,24.301,STL,@,ATL,L 20-41,,,,,,,,,,,,,,,,
5,1981,1981-10-25,8,24.308,STL,,MIN,W 30-17,,,,,,,,,,,,,,,,
6,1981,1981-11-15,11,24.329,STL,,BUF,W 24-0,,,,,,,,,,,,,,,,
7,1981,1981-11-22,12,24.336,STL,@,BAL,W 35-24,,,,,,,,,,,,,,,,
8,1981,1981-11-29,13,24.343,STL,@,NWE,W 27-20,,,,,,,,,,,,,,,,
9,1981,1981-12-06,14,24.350,STL,,NOR,W 30-3,,,,,,,,,,,,,,,,
10,1981,1981-12-13,15,24.357,STL,,NYG,L 10-20,,,,,,,,,,,,,,,,
11,1981,1981-12-20,16,24.364,STL,@,PHI,L 0-38,,,,,,,,,,,,,,,,
12,1982,1982-09-12,1,25.265,STL,@,NOR,W 21-7,,,,,,,,,,,,,,,,
13,1982,1982-09-19,2,25.272,STL,,DAL,L 7-24,,,,,,,,,,,,,,,,
14,1982,1982-11-21,3,25.335,STL,,SFO,L 20-31,,,,,,,,,,,,,,,,
15,1982,1982-11-28,4,25.342,STL,@,ATL,W 23-20,,,,,,,,,,,,,,,,
16,1982,1982-12-05,5,25.349,STL,@,PHI,W 23-20,,,,,,,,,,,,,,,,
17,1982,1982-12-19,7,25.363,STL,@,CHI,W 10-7,,,,,,,,,,,,,,,,
18,1982,1982-12-26,8,26.005,STL,,NYG,W 24-21,,,,,,,,,,,,,,,,
19,1982,1983-01-02,9,26.012,STL,@,WAS,L 0-28,,,,,,,,,,,,,,,,
20,1983,1983-09-11,2,26.264,STL,,DAL,L 17-34,,0,0,,0,0,0,,0,,,,0,0,,0
21,1983,1983-10-02,5,26.285,STL,@,KAN,L 14-38,,5,12,41.67,65,0,2,19.8,3,27,5.42,-2.08,2,9,4.50,0
22,1983,1983-10-09,6,26.292,STL,,WAS,L 14-38,,1,1,100.00,1,1,0,118.7,0,0,1.00,21.00,0,0,,0
23,1983,1983-10-30,9,26.313,STL,,MIN,W 41-31,,0,0,,0,0,0,,0,,,,0,0,,0
24,1984,1984-09-23,4,27.277,CHI,@,SEA,L 9-38,,6,12,50.00,77,0,2,30.9,2,14,6.42,-1.08,2,13,6.50,0
25,1984,1984-09-30,5,27.284,CHI,,DAL,L 14-23,,5,8,62.50,43,0,1,37.0,0,0,5.38,-0.25,1,31,31.00,0
26,1984,1984-10-14,7,27.298,CHI,@,STL,L 21-38,,0,2,0.00,0,0,1,0.0,1,6,0.00,-22.50,0,0,,0
27,1984,1984-11-25,13,27.340,CHI,@,MIN,W 34-3,,4,6,66.67,35,0,0,81.9,1,8,5.83,5.83,1,7,7.00,0
28,1984,1984-12-03,14,27.348,CHI,@,SDG,L 7-20,,18,33,54.55,159,0,1,55.0,4,35,4.82,3.45,5,51,10.20,0
29,1984,1984-12-09,15,27.354,CHI,,GNB,L 14-20,*,10,23,43.48,99,0,1,38.1,5,28,4.30,2.35,6,23,3.83,0
30,1984,1984-12-16,16,27.361,CHI,@,DET,W 30-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-4,-1.33,0
