ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1971,1971-09-19,1,22.049,ATL,,SFO,W 20-17
2,1971,1971-09-26,2,22.056,ATL,@,RAM,T 20-20
3,1971,1971-10-03,3,22.063,ATL,@,DET,L 38-41
4,1971,1971-10-10,4,22.070,ATL,,STL,L 9-26
5,1971,1971-10-17,5,22.077,ATL,,RAM,L 16-24
6,1971,1971-10-24,6,22.084,ATL,,NOR,W 28-6
7,1971,1971-10-31,7,22.091,ATL,@,CLE,W 31-14
8,1971,1971-11-07,8,22.098,ATL,@,CIN,W 9-6
9,1971,1971-11-14,9,22.105,ATL,,NYG,L 17-21
10,1972,1972-09-17,1,23.047,ATL,@,CHI,W 37-21
