ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists
1,2012,2012-10-07,5,22.271,MIA,@,CIN,W 17-13,,,,,,,,
2,2012,2012-10-14,6,22.278,MIA,,STL,W 17-14,,,,,,,,
3,2012,2012-10-28,7,22.292,MIA,@,NYJ,W 30-9,,,,,,,,
4,2012,2012-11-04,8,22.299,MIA,@,IND,L 20-23,,,,,,,,
5,2014,2014-11-30,12,24.324,CAR,@,MIN,L 13-31,,1,-2,-2.00,0,0.0,0,0
6,2014,2014-12-07,13,24.331,CAR,@,NOR,W 41-10,,,,,,,,
7,2014,2014-12-14,14,24.338,CAR,,TAM,W 19-17,,0,0,,0,0.0,1,0
8,2014,2014-12-21,15,24.345,CAR,,CLE,W 17-13,,0,0,,0,0.0,1,0
