ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1964,1964-09-13,1,22.176,RAM,@,PIT,W 26-14,0,0,,0,0,0,,0,0,0,,0,2,13,6.50,0,0,0
2,1964,1964-11-15,10,22.239,RAM,,CHI,L 24-34,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
3,1964,1964-11-22,11,22.246,RAM,,BAL,L 7-24,0,0,,0,0,0,,0,3,57,19.00,0,1,5,5.00,0,0,0
4,1964,1964-11-29,12,22.253,RAM,@,MIN,L 13-34,0,0,,0,0,0,,0,2,42,21.00,0,1,5,5.00,0,0,0
5,1964,1964-12-06,13,22.260,RAM,@,SFO,L 7-28,0,0,,0,1,19,19.00,0,0,0,,0,0,0,,0,0,0
6,1965,1965-09-19,1,23.182,RAM,@,DET,L 0-20,0,0,,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
7,1965,1965-09-25,2,23.188,RAM,,CHI,W 30-28,0,0,,0,0,0,,0,1,11,11.00,0,1,6,6.00,0,0,0
8,1965,1965-10-03,3,23.196,RAM,,MIN,L 35-38,0,0,,0,0,0,,0,2,67,33.50,0,0,0,,0,0,0
9,1965,1965-10-10,4,23.203,RAM,@,CHI,L 6-31,0,0,,0,0,0,,0,2,18,9.00,0,0,0,,0,0,0
10,1965,1965-10-17,5,23.210,RAM,,SFO,L 21-45,0,0,,0,0,0,,0,2,45,22.50,0,1,5,5.00,0,0,0
11,1965,1965-10-24,6,23.217,RAM,@,BAL,L 20-35,0,0,,0,0,0,,0,2,45,22.50,0,0,0,,0,0,0
12,1965,1965-11-07,8,23.231,RAM,@,MIN,L 13-24,0,0,,0,0,0,,0,1,31,31.00,0,2,5,2.50,0,0,0
13,1965,1965-11-14,9,23.238,RAM,@,GNB,L 3-6,1,0,0.00,0,0,0,,0,2,79,39.50,0,0,0,,0,0,0
14,1965,1965-11-21,10,23.245,RAM,@,SFO,L 27-30,2,7,3.50,0,1,37,37.00,0,3,69,23.00,0,0,0,,0,0,0
15,1965,1965-11-28,11,23.252,RAM,,GNB,W 21-10,15,39,2.60,0,1,9,9.00,0,2,69,34.50,0,1,6,6.00,0,0,0
16,1965,1965-12-05,12,23.259,RAM,@,STL,W 27-3,10,39,3.90,0,0,0,,0,1,36,36.00,0,2,24,12.00,0,0,0
17,1965,1965-12-12,13,23.266,RAM,,CLE,W 42-7,7,29,4.14,0,2,45,22.50,1,2,54,27.00,0,2,17,8.50,0,1,6
18,1965,1965-12-18,14,23.272,RAM,,BAL,L 17-20,9,19,2.11,0,0,0,,0,3,68,22.67,0,0,0,,0,0,0
19,1966,1966-09-11,1,24.174,PHI,@,STL,L 13-16,0,0,,0,0,0,,0,0,0,,0,1,-2,-2.00,0,0,0
20,1966,1966-09-18,2,24.181,PHI,,ATL,W 23-10,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
21,1966,1966-10-02,4,24.195,PHI,,STL,L 10-41,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
22,1966,1966-10-09,5,24.202,PHI,@,DAL,L 7-56,0,0,,0,0,0,,0,3,44,14.67,0,0,0,,0,0,0
23,1966,1966-10-16,6,24.209,PHI,@,PIT,W 31-14,0,0,,0,0,0,,0,1,14,14.00,0,2,-1,-0.50,0,0,0
