ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1977,1977-09-18,1,23.280,RAM,@,ATL,L 6-17,,1,0.0,,,,0,0,,,,
2,1977,1977-09-25,2,23.287,RAM,,PHI,W 20-0,2,2,100.0,2,3,66.7,0,8,0,0,,0
3,1977,1977-10-02,3,23.294,RAM,,SFO,W 34-14,4,4,100.0,2,3,66.7,0,10,0,0,,0
4,1977,1977-10-10,4,23.302,RAM,@,CHI,L 23-24,2,2,100.0,3,4,75.0,0,11,0,0,,0
5,1977,1977-10-16,5,23.308,RAM,,NOR,W 14-7,2,2,100.0,,1,0.0,0,2,0,0,,0
6,1977,1977-10-24,6,23.316,RAM,,MIN,W 35-3,5,5,100.0,,,,0,5,,,,
7,1977,1977-10-30,7,23.322,RAM,@,NOR,L 26-27,2,2,100.0,2,3,66.7,0,8,0,0,,0
8,1977,1977-11-06,8,23.329,RAM,,TAM,W 31-0,4,4,100.0,1,2,50.0,0,7,0,0,,0
9,1977,1977-11-13,9,23.336,RAM,@,GNB,W 24-6,3,3,100.0,1,3,33.3,0,6,0,0,,0
10,1977,1977-11-20,10,23.343,RAM,@,SFO,W 23-10,2,2,100.0,3,4,75.0,0,11,0,0,,0
11,1977,1977-11-27,11,23.350,RAM,@,CLE,W 9-0,,1,0.0,1,1,100.0,0,3,0,0,,0
12,1977,1977-12-04,12,23.357,RAM,,OAK,W 20-14,2,2,100.0,2,3,66.7,0,8,0,0,,0
13,1977,1977-12-11,13,23.364,RAM,,ATL,W 23-7,2,3,66.7,1,1,100.0,0,5,0,0,,0
14,1977,1977-12-17,14,24.005,RAM,@,WAS,L 14-17,2,2,100.0,,2,0.0,0,2,0,0,,0
15,1978,1978-09-04,1,24.266,DAL,,BAL,W 38-0,5,5,100.0,1,3,33.3,0,8,0,0,,0
16,1978,1978-09-10,2,24.272,DAL,@,NYG,W 34-24,4,5,80.0,,,,0,4,,,,
17,1978,1978-09-17,3,24.279,DAL,@,RAM,L 14-27,2,2,100.0,,1,0.0,0,2,0,0,,0
18,1978,1978-09-24,4,24.286,DAL,,STL,W 21-12,3,3,100.0,,,,0,3,,,,
19,1978,1978-10-02,5,24.294,DAL,@,WAS,L 5-9,,,,1,1,100.0,0,3,0,0,,0
20,1978,1978-10-08,6,24.300,DAL,,NYG,W 24-3,3,3,100.0,1,1,100.0,0,6,0,0,,0
21,1978,1978-10-15,7,24.307,DAL,@,STL,W 24-21,3,3,100.0,1,2,50.0,0,6,0,0,,0
22,1978,1978-10-22,8,24.314,DAL,,PHI,W 14-7,2,2,100.0,,1,0.0,0,2,0,0,,0
23,1978,1978-10-26,9,24.318,DAL,,MIN,L 10-21,1,1,100.0,1,1,100.0,0,4,0,0,,0
