ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
24,1978,1978-11-05,10,24.328,DAL,@,MIA,L 16-23,1,1,100.0,3,3,100.0,0,10,0,0,,0
25,1978,1978-11-12,11,24.335,DAL,@,GNB,W 42-14,6,6,100.0,,1,0.0,0,6,0,0,,0
26,1978,1978-11-19,12,24.342,DAL,,NOR,W 27-7,3,3,100.0,2,3,66.7,0,9,0,0,,0
27,1978,1978-11-23,13,24.346,DAL,,WAS,W 37-10,4,4,100.0,3,4,75.0,0,13,0,0,,0
28,1978,1978-12-03,14,24.356,DAL,,NWE,W 17-10,2,2,100.0,1,1,100.0,0,5,0,0,,0
29,1978,1978-12-10,15,24.363,DAL,@,PHI,W 31-13,4,4,100.0,1,3,33.3,0,7,0,0,,0
30,1978,1978-12-17,16,25.005,DAL,@,NYJ,W 30-7,3,3,100.0,1,1,100.0,0,6,0,0,,0
31,1979,1979-09-02,1,25.264,DAL,@,STL,W 22-21,1,1,100.0,3,4,75.0,0,10,0,0,,0
32,1979,1979-09-09,2,25.271,DAL,@,SFO,W 21-13,1,2,50.0,2,2,100.0,0,7,0,0,,0
33,1979,1979-09-16,3,25.278,DAL,,CHI,W 24-20,3,3,100.0,1,2,50.0,0,6,0,0,,0
34,1979,1979-09-24,4,25.286,DAL,@,CLE,L 7-26,1,1,100.0,,2,0.0,0,1,0,0,,0
35,1979,1979-09-30,5,25.292,DAL,,CIN,W 38-13,5,5,100.0,1,1,100.0,0,8,0,0,,0
36,1979,1979-10-07,6,25.299,DAL,@,MIN,W 36-20,3,5,60.0,1,1,100.0,0,6,0,0,,0
37,1979,1979-10-14,7,25.306,DAL,,RAM,W 30-6,3,4,75.0,1,1,100.0,0,6,0,0,,0
38,1979,1979-10-21,8,25.313,DAL,,STL,W 22-13,2,2,100.0,2,3,66.7,0,8,0,0,,0
39,1979,1979-10-28,9,25.320,DAL,@,PIT,L 3-14,,,,1,2,50.0,0,3,0,0,,0
40,1979,1979-11-04,10,25.327,DAL,@,NYG,W 16-14,1,1,100.0,3,3,100.0,0,10,0,0,,0
41,1979,1979-11-12,11,25.335,DAL,,PHI,L 21-31,3,3,100.0,,1,0.0,0,3,0,0,,0
42,1979,1979-11-18,12,25.341,DAL,@,WAS,L 20-34,2,2,100.0,2,2,100.0,0,8,0,0,,0
43,1979,1979-11-22,13,25.345,DAL,,HOU,L 24-30,3,3,100.0,1,1,100.0,0,6,0,0,,0
44,1979,1979-12-02,14,25.355,DAL,,NYG,W 28-7,4,4,100.0,,3,0.0,0,4,0,0,,0
45,1979,1979-12-08,15,25.361,DAL,@,PHI,W 24-17,3,3,100.0,1,1,100.0,0,6,0,0,,0
46,1979,1979-12-16,16,26.004,DAL,,WAS,W 35-34,5,5,100.0,,,,0,5,,,,
47,1980,1980-09-08,1,26.271,DAL,@,WAS,W 17-3,2,2,100.0,1,1,100.0,0,5,0,0,,0
48,1980,1980-09-14,2,26.277,DAL,@,DEN,L 20-41,2,2,100.0,2,2,100.0,0,8,0,0,,0
49,1980,1980-09-21,3,26.284,DAL,,TAM,W 28-17,4,4,100.0,,,,0,4,,,,
50,1980,1980-09-28,4,26.291,DAL,@,GNB,W 28-7,4,4,100.0,,,,0,4,,,,
51,1980,1980-10-05,5,26.298,DAL,,NYG,W 24-3,3,3,100.0,1,2,50.0,0,6,0,0,,0
52,1980,1980-10-12,6,26.305,DAL,,SFO,W 59-14,8,8,100.0,1,2,50.0,0,11,0,0,,0
53,1980,1980-10-19,7,26.312,DAL,@,PHI,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
54,1980,1980-10-26,8,26.319,DAL,,SDG,W 42-31,6,6,100.0,,3,0.0,0,6,0,0,,0
55,1980,1980-11-02,9,26.326,DAL,@,STL,W 27-24,3,3,100.0,2,2,100.0,0,9,0,0,,0
56,1980,1980-11-09,10,26.333,DAL,@,NYG,L 35-38,5,5,100.0,,,,0,5,,,,
57,1980,1980-11-16,11,26.340,DAL,,STL,W 31-21,4,4,100.0,1,1,100.0,0,7,0,0,,0
58,1980,1980-11-23,12,26.347,DAL,,WAS,W 14-10,2,2,100.0,,,,0,2,,,,
59,1980,1980-11-27,13,26.351,DAL,,SEA,W 51-7,7,7,100.0,,,,0,7,,,,
60,1980,1980-12-07,14,26.361,DAL,@,OAK,W 19-13,1,2,50.0,2,2,100.0,0,7,0,0,,0
61,1980,1980-12-15,15,27.003,DAL,@,RAM,L 14-38,2,2,100.0,,1,0.0,0,2,0,0,,0
62,1980,1980-12-21,16,27.009,DAL,,PHI,W 35-27,5,5,100.0,,,,0,5,,,,
63,1981,1981-09-06,1,27.268,DAL,@,WAS,W 26-10,2,2,100.0,4,4,100.0,0,14,0,0,,0
64,1981,1981-09-13,2,27.275,DAL,,STL,W 30-17,3,3,100.0,3,3,100.0,0,12,0,0,,0
65,1981,1981-09-21,3,27.283,DAL,@,NWE,W 35-21,3,3,100.0,4,5,80.0,0,15,0,0,,0
66,1981,1981-09-27,4,27.289,DAL,,NYG,W 18-10,1,1,100.0,3,3,100.0,0,10,0,0,,0
67,1981,1981-10-04,5,27.296,DAL,@,STL,L 17-20,2,2,100.0,1,1,100.0,0,5,0,0,,0
68,1981,1981-10-11,6,27.303,DAL,@,SFO,L 14-45,2,2,100.0,,,,0,2,,,,
69,1981,1981-10-18,7,27.310,DAL,,RAM,W 29-17,3,3,100.0,2,2,100.0,0,9,0,0,,0
70,1981,1981-10-25,8,27.317,DAL,,MIA,W 28-27,4,4,100.0,,1,0.0,0,4,0,0,,0
71,1981,1981-11-01,9,27.324,DAL,@,PHI,W 17-14,2,2,100.0,1,1,100.0,0,5,0,0,,0
72,1981,1981-11-09,10,27.332,DAL,,BUF,W 27-14,3,3,100.0,2,2,100.0,0,9,0,0,,0
73,1981,1981-11-15,11,27.338,DAL,@,DET,L 24-27,3,3,100.0,1,1,100.0,0,6,0,0,,0
74,1981,1981-11-22,12,27.345,DAL,,WAS,W 24-10,3,3,100.0,1,2,50.0,0,6,0,0,,0
75,1981,1981-11-26,13,27.349,DAL,,CHI,W 10-9,1,1,100.0,1,3,33.3,0,4,2,62,31.00,0
76,1981,1981-12-06,14,27.359,DAL,@,BAL,W 37-13,4,4,100.0,3,3,100.0,0,13,0,0,,0
77,1981,1981-12-13,15,28.001,DAL,,PHI,W 21-10,3,3,100.0,,2,0.0,0,3,0,0,,0
78,1981,1981-12-19,16,28.007,DAL,@,NYG,L 10-13,1,1,100.0,1,2,50.0,0,4,0,0,,0
79,1982,1982-09-13,1,28.275,DAL,,PIT,L 28-36,4,4,100.0,,1,0.0,0,4,0,0,,0
80,1982,1982-09-19,2,28.281,DAL,@,STL,W 24-7,3,3,100.0,1,2,50.0,0,6,0,0,,0
81,1982,1982-11-21,3,28.344,DAL,,TAM,W 14-9,2,2,100.0,,,,0,2,,,,
82,1982,1982-11-25,4,28.348,DAL,,CLE,W 31-14,4,4,100.0,1,2,50.0,0,7,0,0,,0
83,1982,1982-12-05,5,28.358,DAL,@,WAS,W 24-10,3,3,100.0,1,1,100.0,0,6,0,0,,0
84,1982,1982-12-13,6,29.001,DAL,@,HOU,W 37-7,4,4,100.0,3,3,100.0,0,13,0,0,,0
85,1982,1982-12-19,7,29.007,DAL,,NOR,W 21-7,3,3,100.0,,,,0,3,,,,
86,1982,1982-12-26,8,29.014,DAL,,PHI,L 20-24,2,2,100.0,2,2,100.0,0,8,0,0,,0
87,1982,1983-01-03,9,29.022,DAL,@,MIN,L 27-31,3,3,100.0,2,3,66.7,0,9,0,0,,0
88,1983,1983-09-05,1,29.267,DAL,@,WAS,W 31-30,4,4,100.0,1,1,100.0,0,7,0,0,,0
89,1983,1983-09-11,2,29.273,DAL,@,STL,W 34-17,4,4,100.0,2,2,100.0,0,10,0,0,,0
90,1983,1983-09-18,3,29.280,DAL,,NYG,W 28-13,4,4,100.0,,,,0,4,,,,
91,1983,1983-09-25,4,29.287,DAL,,NOR,W 21-20,1,2,50.0,2,2,100.0,0,7,0,0,,0
92,1983,1983-10-02,5,29.294,DAL,@,MIN,W 37-24,4,4,100.0,3,4,75.0,0,13,0,0,,0
93,1983,1983-10-09,6,29.301,DAL,,TAM,W 27-24,3,3,100.0,2,3,66.7,0,9,0,0,,0
94,1983,1983-10-16,7,29.308,DAL,,PHI,W 37-7,4,4,100.0,3,3,100.0,0,13,0,0,,0
95,1983,1983-10-23,8,29.315,DAL,,RAI,L 38-40,5,5,100.0,1,1,100.0,0,8,0,0,,0
96,1983,1983-10-30,9,29.322,DAL,@,NYG,W 38-20,5,5,100.0,1,2,50.0,0,8,0,0,,0
97,1983,1983-11-06,10,29.329,DAL,@,PHI,W 27-20,3,3,100.0,2,2,100.0,0,9,0,0,,0
98,1983,1983-11-13,11,29.336,DAL,@,SDG,L 23-24,2,3,66.7,1,2,50.0,0,5,0,0,,0
99,1983,1983-11-20,12,29.343,DAL,,KAN,W 41-21,5,5,100.0,2,2,100.0,0,11,0,0,,0
100,1983,1983-11-24,13,29.347,DAL,,STL,W 35-17,5,5,100.0,,,,0,5,,,,
101,1983,1983-12-04,14,29.357,DAL,@,SEA,W 35-10,5,5,100.0,,,,0,5,,,,
102,1983,1983-12-11,15,29.364,DAL,,WAS,L 10-31,1,1,100.0,1,1,100.0,0,4,0,0,,0
103,1983,1983-12-19,16,30.007,DAL,@,SFO,L 17-42,2,2,100.0,1,2,50.0,0,5,0,0,,0
104,1984,1984-09-03,1,30.266,DAL,@,RAM,W 20-13,2,2,100.0,2,2,100.0,0,8,0,0,,0
105,1984,1984-09-09,2,30.272,DAL,@,NYG,L 7-28,1,1,100.0,,,,0,1,,,,
106,1984,1984-09-16,3,30.279,DAL,,PHI,W 23-17,2,2,100.0,3,4,75.0,0,11,0,0,,0
107,1984,1984-09-23,4,30.286,DAL,,GNB,W 20-6,2,2,100.0,2,2,100.0,0,8,0,0,,0
108,1984,1984-09-30,5,30.293,DAL,@,CHI,W 23-14,2,2,100.0,3,3,100.0,0,11,0,0,,0
109,1984,1984-10-07,6,30.300,DAL,,STL,L 20-31,2,2,100.0,2,3,66.7,0,8,0,0,,0
110,1984,1984-10-14,7,30.307,DAL,@,WAS,L 14-34,2,2,100.0,,,,0,2,,,,
111,1984,1984-10-21,8,30.314,DAL,,NOR,W 30-27,3,3,100.0,3,3,100.0,0,12,0,0,,0
112,1984,1984-10-28,9,30.321,DAL,,IND,W 22-3,1,2,50.0,3,3,100.0,0,10,0,0,,0
113,1984,1984-11-04,10,30.328,DAL,,NYG,L 7-19,1,1,100.0,,,,0,1,,,,
114,1984,1984-11-11,11,30.335,DAL,@,STL,W 24-17,3,3,100.0,1,4,25.0,0,6,0,0,,0
115,1984,1984-11-18,12,30.342,DAL,@,BUF,L 3-14,,,,1,2,50.0,0,3,0,0,,0
116,1984,1984-11-22,13,30.346,DAL,,NWE,W 20-17,2,2,100.0,2,2,100.0,0,8,0,0,,0
117,1984,1984-12-02,14,30.356,DAL,@,PHI,W 26-10,3,3,100.0,1,1,100.0,0,6,0,0,,0
118,1984,1984-12-09,15,30.363,DAL,,WAS,L 28-30,4,4,100.0,,,,0,4,,,,
119,1984,1984-12-17,16,31.005,DAL,@,MIA,L 21-28,3,3,100.0,,,,0,3,,,,
120,1985,1985-09-09,1,31.271,DAL,,WAS,W 44-14,5,5,100.0,3,3,100.0,0,14,0,0,,0
121,1985,1985-09-15,2,31.277,DAL,@,DET,L 21-26,3,3,100.0,,2,0.0,0,3,0,0,,0
122,1985,1985-09-22,3,31.284,DAL,,CLE,W 20-7,2,2,100.0,2,3,66.7,0,8,0,0,,0
123,1985,1985-09-29,4,31.291,DAL,@,HOU,W 17-10,2,2,100.0,1,5,20.0,0,5,0,0,,0
124,1985,1985-10-06,5,31.298,DAL,@,NYG,W 30-29,3,3,100.0,3,3,100.0,0,12,0,0,,0
125,1985,1985-10-13,6,31.305,DAL,,PIT,W 27-13,3,3,100.0,2,3,66.7,0,9,0,0,,0
126,1985,1985-10-20,7,31.312,DAL,@,PHI,L 14-16,2,2,100.0,,,,0,2,,,,
127,1985,1985-10-27,8,31.319,DAL,,ATL,W 24-10,3,3,100.0,1,1,100.0,0,6,0,0,,0
128,1985,1985-11-04,9,31.327,DAL,@,STL,L 10-21,1,1,100.0,1,1,100.0,0,4,0,0,,0
129,1985,1985-11-10,10,31.333,DAL,@,WAS,W 13-7,1,1,100.0,2,3,66.7,0,7,0,0,,0
130,1985,1985-11-17,11,31.340,DAL,,CHI,L 0-44,,,,,,,,,,,,
131,1985,1985-11-24,12,31.347,DAL,,PHI,W 34-17,4,5,80.0,,,,0,4,,,,
132,1985,1985-11-28,13,31.351,DAL,,STL,W 35-17,5,5,100.0,,,,0,5,,,,
133,1985,1985-12-08,14,31.361,DAL,@,CIN,L 24-50,3,3,100.0,1,1,100.0,0,6,0,0,,0
134,1985,1985-12-15,15,32.003,DAL,,NYG,W 28-21,4,4,100.0,,,,0,4,,,,
135,1985,1985-12-22,16,32.010,DAL,@,SFO,L 16-31,1,1,100.0,3,3,100.0,0,10,0,0,,0
136,1986,1986-09-08,1,32.270,DAL,,NYG,W 31-28,4,4,100.0,1,1,100.0,0,7,0,0,,0
137,1986,1986-09-14,2,32.276,DAL,@,DET,W 31-7,4,4,100.0,1,1,100.0,0,7,0,0,,0
138,1986,1986-09-21,3,32.283,DAL,,ATL,L 35-37,5,5,100.0,,,,0,5,,,,
139,1986,1986-09-29,4,32.291,DAL,@,STL,W 31-7,4,4,100.0,1,2,50.0,0,7,0,0,,0
140,1986,1986-10-05,5,32.297,DAL,@,DEN,L 14-29,2,2,100.0,,,,0,2,,,,
141,1986,1986-10-12,6,32.304,DAL,,WAS,W 30-6,3,3,100.0,3,3,100.0,0,12,0,0,,0
142,1986,1986-10-19,7,32.311,DAL,@,PHI,W 17-14,2,2,100.0,1,1,100.0,0,5,0,0,,0
143,1986,1986-10-26,8,32.318,DAL,,STL,W 37-6,4,4,100.0,3,3,100.0,0,13,0,0,,0
144,1986,1986-11-02,9,32.325,DAL,@,NYG,L 14-17,2,2,100.0,,3,0.0,0,2,0,0,,0
145,1986,1986-11-09,10,32.332,DAL,,RAI,L 13-17,1,1,100.0,2,3,66.7,0,7,0,0,,0
146,1986,1986-11-16,11,32.339,DAL,@,SDG,W 24-21,3,3,100.0,1,2,50.0,0,6,0,0,,0
147,1986,1986-11-23,12,32.346,DAL,@,WAS,L 14-41,2,2,100.0,,,,0,2,,,,
148,1986,1986-11-27,13,32.350,DAL,,SEA,L 14-31,2,2,100.0,,,,0,2,,,,
149,1986,1986-12-07,14,32.360,DAL,@,RAM,L 10-29,1,1,100.0,1,1,100.0,0,4,0,0,,0
150,1986,1986-12-14,15,33.002,DAL,,PHI,L 21-23,3,3,100.0,,,,0,3,,,,
151,1986,1986-12-21,16,33.009,DAL,,CHI,L 10-24,1,1,100.0,1,1,100.0,0,4,0,0,,0
