ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-14,1,22.356,OAK,,SDG,L 20-24,,,,,,
2,2009,2009-09-20,2,22.362,OAK,@,KAN,W 13-10,,,,,,
3,2009,2009-09-27,3,23.004,OAK,,DEN,L 3-23,,,,,,
4,2009,2009-10-04,4,23.011,OAK,@,HOU,L 6-29,,0,0,0.0,0,0
5,2009,2009-10-11,5,23.018,OAK,@,NYG,L 7-44,,0,0,0.0,1,0
6,2009,2009-10-18,6,23.025,OAK,,PHI,W 13-9,,0,0,0.0,1,0
7,2009,2009-10-25,7,23.032,OAK,,NYJ,L 0-38,,0,0,0.0,3,0
8,2009,2009-11-01,8,23.039,OAK,@,SDG,L 16-24,,0,0,1.0,5,0
9,2009,2009-11-15,9,23.053,OAK,,KAN,L 10-16,*,0,0,1.0,4,0
10,2009,2009-11-22,10,23.060,OAK,,CIN,W 20-17,,,,,,
11,2009,2009-11-26,11,23.064,OAK,@,DAL,L 7-24,,0,0,0.0,2,0
12,2009,2009-12-06,12,23.074,OAK,@,PIT,W 27-24,*,0,0,0.0,0,1
13,2009,2009-12-13,13,23.081,OAK,,WAS,L 13-34,,0,0,1.0,2,0
14,2009,2009-12-20,14,23.088,OAK,@,DEN,W 20-19,,0,0,1.0,3,1
15,2009,2009-12-27,15,23.095,OAK,@,CLE,L 9-23,,0,0,0.0,3,0
16,2009,2010-01-03,16,23.102,OAK,,BAL,L 13-21,,0,0,0.0,2,1
17,2010,2010-09-12,1,23.354,OAK,@,TEN,L 13-38,,0,0,1.0,3,0
18,2010,2010-09-19,2,23.361,OAK,,STL,W 16-14,,,,,,
19,2010,2010-09-26,3,24.003,OAK,@,ARI,L 23-24,,0,0,1.0,3,0
20,2010,2010-10-03,4,24.010,OAK,,HOU,L 24-31,,0,0,0.0,2,1
21,2010,2010-10-10,5,24.017,OAK,,SDG,W 35-27,*,0,0,1.0,3,3
22,2010,2010-10-17,6,24.024,OAK,@,SFO,L 9-17,*,0,0,1.0,4,0
23,2010,2010-10-24,7,24.031,OAK,@,DEN,W 59-14,,0,0,0.0,2,0
24,2010,2010-10-31,8,24.038,OAK,,SEA,W 33-3,,0,0,1.0,3,1
25,2010,2010-11-07,9,24.045,OAK,,KAN,W 23-20,,0,0,0.0,5,0
