ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1978,1978-09-03,1,23.172,GNB,@,DET,W 13-7,,,,,,
2,1978,1978-09-10,2,23.179,GNB,,NOR,W 28-17,,,,,,
3,1978,1978-09-17,3,23.186,GNB,,OAK,L 3-28,,,,,,
4,1978,1978-09-24,4,23.193,GNB,@,SDG,W 24-3,,,,,,
5,1978,1978-10-01,5,23.200,GNB,,DET,W 35-14,,,,,,
6,1978,1978-10-08,6,23.207,GNB,,CHI,W 24-14,,,,,,
7,1978,1978-10-15,7,23.214,GNB,,SEA,W 45-28,,,,,,
8,1978,1978-10-22,8,23.221,GNB,@,MIN,L 7-21,,,,,,
9,1978,1978-10-29,9,23.228,GNB,,TAM,W 9-7,,,,,,
10,1978,1978-11-05,10,23.235,GNB,@,PHI,L 3-10,,,,,,
11,1978,1978-11-12,11,23.242,GNB,,DAL,L 14-42,,,,,,
12,1978,1978-11-19,12,23.249,GNB,@,DEN,L 3-16,,,,,,
13,1978,1978-11-26,13,23.256,GNB,,MIN,T 10-10,,,,,,
14,1978,1978-12-03,14,23.263,GNB,@,TAM,W 17-7,,,,,,
15,1978,1978-12-10,15,23.270,GNB,@,CHI,L 0-14,,,,,,
16,1978,1978-12-17,16,23.277,GNB,@,RAM,L 14-31,,,,,,
17,1979,1979-09-02,1,24.171,GNB,@,CHI,L 3-6,,,,,,
18,1979,1979-09-09,2,24.178,GNB,,NOR,W 28-19,0,0,0.0,1,1,0
19,1979,1979-09-16,3,24.185,GNB,,TAM,L 10-21,,,,,,
20,1979,1979-09-23,4,24.192,GNB,@,MIN,L 21-27,,,,0,10,0
21,1979,1979-10-01,5,24.200,GNB,,NWE,W 27-14,0,0,0.0,1,46,0
22,1979,1979-10-07,6,24.206,GNB,@,ATL,L 7-25,,,,,,
23,1979,1979-10-14,7,24.213,GNB,,DET,W 24-16,0,0,0.0,1,16,0
24,1979,1979-10-21,8,24.220,GNB,@,TAM,L 3-21,,,,,,
25,1979,1979-10-28,9,24.227,GNB,@,MIA,L 7-27,,,,,,
26,1979,1979-11-04,10,24.234,GNB,,NYJ,L 22-27,,,,,,
27,1979,1979-11-11,11,24.241,GNB,,MIN,W 19-7,,,,,,
28,1979,1979-11-18,12,24.248,GNB,@,BUF,L 12-19,,,,,,
29,1979,1979-11-25,13,24.255,GNB,,PHI,L 10-21,,,,,,
30,1979,1979-12-02,14,24.262,GNB,@,WAS,L 21-38,,,,,,
31,1979,1979-12-09,15,24.269,GNB,,CHI,L 14-15,,,,,,
32,1979,1979-12-15,16,24.275,GNB,@,DET,W 18-13,,,,,,
33,1980,1980-09-07,1,25.176,GNB,,CHI,W 12-6,,,,,,
34,1980,1980-09-14,2,25.183,GNB,,DET,L 7-29,,,,,,
35,1980,1980-09-21,3,25.190,GNB,@,RAM,L 21-51,,,,,,
36,1980,1980-09-28,4,25.197,GNB,,DAL,L 7-28,,,,,,
37,1980,1980-10-05,5,25.204,GNB,,CIN,W 14-9,,,,,,
38,1980,1980-10-12,6,25.211,GNB,@,TAM,T 14-14,,,,,,
39,1980,1980-10-19,7,25.218,GNB,@,CLE,L 21-26,,,,,,
40,1980,1980-10-26,8,25.225,GNB,,MIN,W 16-3,,,,,,
41,1980,1980-11-02,9,25.232,GNB,@,PIT,L 20-22,,,,,,
42,1980,1980-11-09,10,25.239,GNB,,SFO,W 23-16,,,,,,
43,1980,1980-11-16,11,25.246,GNB,@,NYG,L 21-27,,,,,,
44,1980,1980-11-23,12,25.253,GNB,@,MIN,W 25-13,,,,,,
45,1980,1980-11-30,13,25.260,GNB,,TAM,L 17-20,,,,,,
46,1980,1980-12-07,14,25.267,GNB,@,CHI,L 7-61,,,,,,
47,1980,1980-12-14,15,25.274,GNB,,HOU,L 3-22,,,,,,
48,1980,1980-12-21,16,25.281,GNB,@,DET,L 3-24,,,,,,
49,1981,1981-09-06,1,26.175,GNB,@,CHI,W 16-9,,,,,,
50,1981,1981-09-13,2,26.182,GNB,,ATL,L 17-31,,,,,,
51,1981,1981-09-20,3,26.189,GNB,@,RAM,L 23-35,,,,,,
52,1981,1981-09-27,4,26.196,GNB,,MIN,L 13-30,,,,,,
53,1981,1981-10-04,5,26.203,GNB,@,NYG,W 27-14,0,0,0.0,1,6,0
54,1981,1981-10-11,6,26.210,GNB,,TAM,L 10-21,0,0,0.0,1,13,0
55,1981,1981-10-18,7,26.217,GNB,,SFO,L 3-13,,,,,,
56,1981,1981-10-25,8,26.224,GNB,@,DET,L 27-31,,,,,,
57,1981,1981-11-01,9,26.231,GNB,,SEA,W 34-24,,,,,,
58,1981,1981-11-08,10,26.238,GNB,,NYG,W 26-24,,,,,,
59,1981,1981-11-15,11,26.245,GNB,,CHI,W 21-17,,,,,,
60,1981,1981-11-22,12,26.252,GNB,@,TAM,L 3-37,,,,,,
61,1981,1981-11-29,13,26.259,GNB,@,MIN,W 35-23,0,0,0.0,1,1,0
62,1981,1981-12-06,14,26.266,GNB,,DET,W 31-17,,,,,,
