ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2001,2001-09-09,1,27.128,PHI,,STL,L 17-20,,,,,,,0.0%,
2,2001,2001-09-23,2,27.142,PHI,@,SEA,W 27-3,,0,,,,,0.0%,
3,2001,2001-09-30,3,27.149,PHI,,DAL,W 40-18,,0,,,,,0.0%,
4,2001,2001-10-07,4,27.156,PHI,,ARI,L 20-21,,,,,,,0.0%,
5,2001,2001-10-22,5,27.171,PHI,@,NYG,W 10-9,,,,,,,0.0%,
6,2001,2001-10-28,6,27.177,PHI,,OAK,L 10-20,,,,,,,0.0%,
7,2001,2001-11-04,7,27.184,PHI,@,ARI,W 21-7,,2,,,,,0.0%,
8,2001,2001-11-11,8,27.191,PHI,,MIN,W 48-17,,,,,,,0.0%,
9,2001,2001-11-18,9,27.198,PHI,@,DAL,W 36-3,,1,1,3,3.00,0,100.0%,3.00
10,2001,2001-11-25,10,27.205,PHI,,WAS,L 3-13,,0,,,,,0.0%,
11,2001,2001-11-29,11,27.209,PHI,@,KAN,W 23-10,,0,,,,,0.0%,
12,2001,2001-12-09,12,27.219,PHI,,SDG,W 24-14,,1,1,11,11.00,0,100.0%,11.00
13,2001,2001-12-16,13,27.226,PHI,@,WAS,W 20-6,,,,,,,0.0%,
14,2001,2001-12-22,14,27.232,PHI,@,SFO,L 3-13,,1,,,,,0.0%,
15,2001,2001-12-30,15,27.240,PHI,,NYG,W 24-21,,0,,,,,0.0%,
16,2001,2002-01-06,16,27.247,PHI,@,TAM,W 17-13,,0,,,,,0.0%,
