ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1980,1980-09-07,1,23.280,BAL,@,NYJ,W 17-14,,,,
2,1980,1980-09-14,2,23.287,BAL,,PIT,L 17-20,,,,
3,1980,1980-09-21,3,23.294,BAL,@,HOU,L 16-21,,,,
4,1980,1980-09-28,4,23.301,BAL,,NYJ,W 35-21,,,,
5,1980,1980-10-05,5,23.308,BAL,@,MIA,W 30-17,,,,
6,1980,1980-10-12,6,23.315,BAL,@,BUF,W 17-12,,,,
7,1980,1980-10-19,7,23.322,BAL,,NWE,L 21-37,,,,
8,1980,1980-10-26,8,23.329,BAL,,STL,L 10-17,,,,
9,1980,1980-11-02,9,23.336,BAL,@,KAN,W 31-24,,,,
10,1980,1980-11-09,10,23.343,BAL,,CLE,L 27-28,1,9,9.00,0
11,1980,1980-11-16,11,23.350,BAL,@,DET,W 10-9,,,,
12,1980,1980-11-23,12,23.357,BAL,@,NWE,L 21-47,,,,
13,1980,1980-11-30,13,23.364,BAL,,BUF,W 28-24,,,,
14,1980,1980-12-07,14,24.005,BAL,@,CIN,L 33-34,,,,
15,1980,1980-12-14,15,24.012,BAL,,MIA,L 14-24,,,,
16,1980,1980-12-21,16,24.019,BAL,,KAN,L 28-38,,,,
17,1981,1981-09-06,1,24.278,BAL,@,NWE,W 29-28,0,0,,0
18,1981,1981-09-13,2,24.285,BAL,,BUF,L 3-35,0,0,,0
19,1981,1981-09-20,3,24.292,BAL,@,DEN,L 10-28,0,0,,0
20,1981,1981-09-27,4,24.299,BAL,,MIA,L 28-31,1,0,0.00,0
21,1981,1981-10-04,5,24.306,BAL,@,BUF,L 17-23,0,0,,0
22,1981,1981-10-11,6,24.313,BAL,,CIN,L 19-41,0,0,,0
23,1981,1981-10-18,7,24.320,BAL,,SDG,L 14-43,0,0,,0
24,1981,1981-10-25,8,24.327,BAL,@,CLE,L 28-42,0,0,,0
25,1981,1981-11-01,9,24.334,BAL,@,MIA,L 10-27,0,0,,0
26,1981,1981-11-08,10,24.341,BAL,,NYJ,L 14-41,0,0,,0
27,1981,1981-11-15,11,24.348,BAL,@,PHI,L 13-38,0,0,,0
28,1981,1981-11-22,12,24.355,BAL,,STL,L 24-35,0,0,,0
29,1981,1981-11-29,13,24.362,BAL,@,NYJ,L 0-25,0,0,,0
30,1981,1981-12-06,14,25.004,BAL,,DAL,L 13-37,0,0,,0
31,1981,1981-12-13,15,25.011,BAL,@,WAS,L 14-38,0,0,,0
32,1981,1981-12-20,16,25.018,BAL,,NWE,W 23-21,0,0,,0
33,1982,1982-11-21,3,25.354,NYG,,WAS,L 17-27,,,,
34,1982,1982-11-25,4,25.358,NYG,@,DET,W 13-6,,,,
35,1982,1982-12-05,5,26.003,NYG,,HOU,W 17-14,,,,
36,1982,1982-12-11,6,26.009,NYG,,PHI,W 23-7,,,,
37,1982,1982-12-19,7,26.017,NYG,@,WAS,L 14-15,,,,
38,1982,1982-12-26,8,26.024,NYG,@,STL,L 21-24,,,,
39,1982,1983-01-02,9,26.031,NYG,@,PHI,W 26-24,,,,
40,1983,1983-09-26,4,26.298,NYG,,GNB,W 27-3,,,,
41,1983,1983-10-02,5,26.304,NYG,,SDG,L 34-41,,,,
42,1983,1983-10-09,6,26.311,NYG,,PHI,L 13-17,,,,
43,1983,1983-10-16,7,26.318,NYG,@,KAN,L 17-38,,,,
44,1983,1983-10-24,8,26.326,NYG,@,STL,T 20-20,,,,
45,1983,1983-10-30,9,26.332,NYG,,DAL,L 20-38,,,,
46,1983,1983-11-20,12,26.353,NYG,@,PHI,W 23-0,,,,
47,1983,1983-11-27,13,26.360,NYG,@,RAI,L 12-27,,,,
48,1983,1983-12-04,14,27.002,NYG,,STL,L 6-10,,,,
49,1983,1983-12-11,15,27.009,NYG,,SEA,L 12-17,,,,
50,1983,1983-12-17,16,27.015,NYG,@,WAS,L 22-31,,,,
51,1987,1987-11-22,10,30.355,MIN,,ATL,W 24-13,,,,
52,1987,1987-11-26,11,30.359,MIN,@,DAL,W 44-38,,,,
53,1987,1987-12-06,12,31.004,MIN,,CHI,L 24-30,,,,
54,1987,1987-12-13,13,31.011,MIN,@,GNB,L 10-16,,,,
55,1987,1987-12-20,14,31.018,MIN,@,DET,W 17-14,,,,
56,1987,1987-12-26,15,31.024,MIN,,WAS,L 24-27,,,,
57,1988,1988-09-04,1,31.277,MIN,@,BUF,L 10-13,,,,
58,1988,1988-09-11,2,31.284,MIN,,NWE,W 36-6,,,,
59,1988,1988-09-18,3,31.291,MIN,@,CHI,W 31-7,,,,
60,1988,1988-09-25,4,31.298,MIN,,PHI,W 23-21,,,,
61,1988,1988-10-02,5,31.305,MIN,@,MIA,L 7-24,,,,
62,1988,1988-10-09,6,31.312,MIN,,TAM,W 14-13,,,,
63,1988,1988-10-16,7,31.319,MIN,,GNB,L 14-34,,,,
64,1988,1988-10-23,8,31.326,MIN,@,TAM,W 49-20,,,,
65,1988,1988-10-30,9,31.333,MIN,@,SFO,L 21-24,,,,
66,1988,1988-11-06,10,31.340,MIN,,DET,W 44-17,,,,
67,1988,1988-11-13,11,31.347,MIN,@,DAL,W 43-3,,,,
68,1988,1988-11-20,12,31.354,MIN,,IND,W 12-3,,,,
