ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
40,2007,2007-11-18,10,24.241,CAR,@,GNB,L 17-31,*,,,,,,,,,,,,,
41,2007,2007-11-25,11,24.248,CAR,,NOR,L 6-31,*,,,,,,,,,,,,,
42,2007,2007-12-02,12,24.255,CAR,,SFO,W 31-14,*,0,0,,0,,0,0,1.0,,,0,0,0
43,2007,2007-12-09,13,24.262,CAR,@,JAX,L 6-37,*,,,,,,,,,,,,,
44,2007,2007-12-16,14,24.269,CAR,,SEA,W 13-10,*,0,0,,0,,0,0,1.0,,,0,0,0
45,2007,2007-12-22,15,24.275,CAR,,DAL,L 13-20,*,0,0,,0,,0,0,0.0,,,1,0,0
46,2007,2007-12-30,16,24.283,CAR,@,TAM,W 31-23,*,,,,,,,,,,,,,
47,2008,2008-09-07,1,25.169,CAR,@,SDG,W 26-24,*,0,0,,0,,0,0,0.0,2,3,0,0,0
48,2008,2008-09-14,2,25.176,CAR,,CHI,W 20-17,*,0,0,,0,,0,0,0.0,8,1,0,0,0
49,2008,2008-09-21,3,25.183,CAR,@,MIN,L 10-20,*,0,0,,0,,0,0,0.0,5,3,0,0,0
50,2008,2008-09-28,4,25.190,CAR,,ATL,W 24-9,*,0,0,,0,,0,0,0.0,5,0,0,0,0
51,2008,2008-10-05,5,25.197,CAR,,KAN,W 34-0,*,0,0,,0,,0,0,0.0,4,2,0,0,0
52,2008,2008-10-12,6,25.204,CAR,@,TAM,L 3-27,*,0,0,,0,,0,0,0.0,6,0,0,0,0
53,2008,2008-10-19,7,25.211,CAR,,NOR,W 30-7,*,0,0,,0,,0,0,0.0,6,0,0,0,0
54,2008,2008-10-26,8,25.218,CAR,,ARI,W 27-23,*,0,0,,0,,0,0,0.0,4,1,0,0,0
55,2008,2008-11-09,9,25.232,CAR,@,OAK,W 17-6,*,0,0,,0,,0,0,1.0,8,2,0,0,0
56,2008,2008-11-16,10,25.239,CAR,,DET,W 31-22,*,0,0,,0,,0,0,0.5,10,1,0,0,0
57,2008,2008-11-23,11,25.246,CAR,@,ATL,L 28-45,*,0,0,,0,,0,0,0.0,3,0,0,0,0
58,2008,2008-11-30,12,25.253,CAR,@,GNB,W 35-31,*,0,0,,0,,0,0,0.0,5,3,0,0,0
59,2008,2008-12-08,13,25.261,CAR,,TAM,W 38-23,*,0,0,,0,,0,0,0.0,7,3,0,0,0
60,2008,2008-12-14,14,25.267,CAR,,DEN,W 30-10,*,0,0,,0,,0,0,1.0,4,0,0,0,0
61,2008,2008-12-21,15,25.274,CAR,@,NYG,L 28-34,*,0,0,,0,,0,0,1.0,9,2,0,0,0
62,2008,2008-12-28,16,25.281,CAR,@,NOR,W 33-31,*,0,0,,0,,0,0,0.0,6,0,0,0,0
63,2009,2009-09-13,1,26.175,CAR,,PHI,L 10-38,*,0,0,,0,,0,0,0.0,14,2,0,0,0
64,2009,2009-09-20,2,26.182,CAR,@,ATL,L 20-28,*,0,0,,0,,0,0,0.0,10,2,0,0,0
65,2009,2009-09-28,3,26.190,CAR,@,DAL,L 7-21,*,0,0,,0,,0,0,1.0,4,2,0,0,0
66,2009,2009-10-11,4,26.203,CAR,,WAS,W 20-17,*,0,0,,0,1,0,2,0.5,3,3,0,0,0
67,2009,2009-10-18,5,26.210,CAR,@,TAM,W 28-21,*,0,0,,0,,0,0,0.0,8,0,1,24,0
68,2009,2009-11-01,7,26.224,CAR,@,ARI,W 34-21,*,0,0,,0,,0,0,0.0,4,3,1,0,0
69,2009,2009-11-08,8,26.231,CAR,@,NOR,L 20-30,*,0,0,,0,,0,0,0.0,5,1,0,0,0
70,2011,2011-09-11,1,28.173,CAR,@,ARI,L 21-28,*,0,0,,0,,0,0,0.0,4,3,0,0,0
71,2011,2011-09-18,2,28.180,CAR,,GNB,L 23-30,*,0,0,,0,,0,0,0.0,2,3,0,0,0
72,2012,2012-09-09,1,29.171,CAR,@,TAM,L 10-16,,0,0,,0,,0,0,0.0,1,1,0,0,0
73,2012,2012-09-16,2,29.178,CAR,,NOR,W 35-27,,0,0,,0,,0,0,0.0,1,1,0,0,0
74,2012,2012-09-30,4,29.192,CAR,@,ATL,L 28-30,,0,0,,0,,0,0,0.0,1,2,0,0,0
75,2012,2012-10-07,5,29.199,CAR,,SEA,L 12-16,*,0,0,,0,,0,0,0.0,3,3,0,0,0
76,2012,2012-10-21,6,29.213,CAR,,DAL,L 14-19,*,0,0,,0,,0,0,0.0,5,5,0,0,0
77,2012,2012-10-28,7,29.220,CAR,@,CHI,L 22-23,*,0,0,,0,,0,0,0.0,4,1,0,0,0
78,2012,2012-11-04,8,29.227,CAR,@,WAS,W 21-13,*,0,0,,0,,0,0,0.0,5,4,0,0,0
79,2012,2012-11-11,9,29.234,CAR,,DEN,L 14-36,*,0,0,,0,,0,0,0.0,2,2,0,0,0
80,2012,2012-11-18,10,29.241,CAR,,TAM,L 21-27,*,0,0,,0,,0,0,0.0,10,6,0,0,0
81,2012,2012-11-26,11,29.249,CAR,@,PHI,W 30-22,*,0,0,,0,,0,0,0.0,3,1,0,0,0
82,2012,2012-12-02,12,29.255,CAR,@,KAN,L 21-27,*,0,0,,0,,0,0,0.0,11,0,0,0,0
83,2012,2012-12-09,13,29.262,CAR,,ATL,W 30-20,*,0,0,,0,,0,0,0.0,3,4,1,0,0
84,2012,2012-12-16,14,29.269,CAR,@,SDG,W 31-7,*,0,0,,0,,0,0,0.0,9,1,0,0,0
85,2012,2012-12-23,15,29.276,CAR,,OAK,W 17-6,*,0,0,,0,,0,0,0.0,5,3,0,0,0
86,2012,2012-12-30,16,29.283,CAR,@,NOR,W 44-38,*,0,0,,0,,0,0,0.0,3,1,0,0,0
87,2013,2013-09-08,1,30.170,CAR,,SEA,L 7-12,*,0,0,,0,,0,0,0.0,5,4,0,0,0
88,2013,2013-09-15,2,30.177,CAR,@,BUF,L 23-24,*,0,0,,0,,0,0,0.0,7,4,0,0,0
89,2013,2013-09-22,3,30.184,CAR,,NYG,W 38-0,*,0,0,,0,,0,0,1.0,2,3,0,0,0
90,2013,2013-10-06,4,30.198,CAR,@,ARI,L 6-22,*,0,0,,0,,0,0,0.0,3,1,0,0,0
91,2013,2013-10-13,5,30.205,CAR,@,MIN,W 35-10,*,0,0,,0,,0,0,2.0,8,1,0,0,0
92,2013,2013-10-20,6,30.212,CAR,,STL,W 30-15,*,0,0,,0,,0,0,0.0,3,6,0,0,0
93,2013,2013-10-24,7,30.216,CAR,@,TAM,W 31-13,*,0,0,,0,,0,0,0.0,7,0,0,0,0
94,2013,2013-11-03,8,30.226,CAR,,ATL,W 34-10,*,0,0,,0,,0,0,0.0,5,2,1,-2,0
95,2013,2013-11-10,9,30.233,CAR,@,SFO,W 10-9,*,0,0,,0,,0,0,0.0,4,1,0,0,0
96,2013,2013-11-18,10,30.241,CAR,,NWE,W 24-20,*,0,0,,0,,0,0,0.0,10,7,0,0,0
97,2013,2013-11-24,11,30.247,CAR,@,MIA,W 20-16,*,0,0,,0,,0,0,1.0,6,0,0,0,0
98,2013,2013-12-01,12,30.254,CAR,,TAM,W 27-6,*,0,0,,0,,0,0,0.0,3,2,0,0,0
99,2013,2013-12-08,13,30.261,CAR,@,NOR,L 13-31,*,0,0,,0,,0,0,0.0,5,0,0,0,0
100,2013,2013-12-15,14,30.268,CAR,,NYJ,W 30-20,*,0,0,,0,,0,0,0.0,4,0,0,0,0
101,2013,2013-12-22,15,30.275,CAR,,NOR,W 17-13,*,0,0,,0,,0,0,0.0,9,5,1,0,0
102,2013,2013-12-29,16,30.282,CAR,@,ATL,W 21-20,*,0,0,,0,,0,0,0.0,4,2,0,0,0
103,2014,2014-09-07,1,31.169,CAR,@,TAM,W 20-14,*,0,0,,0,,0,0,0.0,3,1,0,0,0
104,2014,2014-09-14,2,31.176,CAR,,DET,W 24-7,*,0,0,,0,,0,0,0.0,7,5,0,0,0
105,2014,2014-09-21,3,31.183,CAR,,PIT,L 19-37,*,0,0,,0,,0,0,0.0,1,2,0,0,0
106,2014,2014-10-05,5,31.197,CAR,,CHI,W 31-24,*,0,0,,0,,0,0,0.0,6,2,0,0,0
107,2014,2014-10-12,6,31.204,CAR,@,CIN,T 37-37,*,0,0,,0,,0,0,0.0,7,2,0,0,0
108,2014,2014-10-19,7,31.211,CAR,@,GNB,L 17-38,*,0,0,,0,,0,0,1.0,7,0,0,0,0
109,2014,2014-10-26,8,31.218,CAR,,SEA,L 9-13,*,0,0,,0,,0,0,0.0,4,6,0,0,0
110,2014,2014-10-30,9,31.222,CAR,,NOR,L 10-28,*,0,0,,0,,0,0,0.0,3,3,0,0,0
111,2014,2014-11-10,10,31.233,CAR,@,PHI,L 21-45,*,0,0,,0,,0,0,1.0,5,2,0,0,0
112,2014,2014-11-16,11,31.239,CAR,,ATL,L 17-19,*,0,0,,0,,0,0,0.0,7,5,0,0,0
113,2014,2014-11-30,12,31.253,CAR,@,MIN,L 13-31,*,0,0,,0,,0,0,0.0,5,2,0,0,0
114,2014,2014-12-07,13,31.260,CAR,@,NOR,W 41-10,*,0,0,,0,,0,0,0.0,4,1,0,0,0
115,2014,2014-12-14,14,31.267,CAR,,TAM,W 19-17,*,0,0,,0,,0,0,0.0,3,1,0,0,0
116,2014,2014-12-21,15,31.274,CAR,,CLE,W 17-13,*,0,0,,0,,0,0,0.0,2,0,0,0,0
117,2014,2014-12-28,16,31.281,CAR,@,ATL,W 34-3,*,0,0,,0,,0,0,0.5,2,2,0,0,0
118,2015,2015-09-13,1,32.175,CAR,@,JAX,W 20-9,*,0,0,,0,,0,0,1.0,7,0,1,1,0
119,2015,2015-09-20,2,32.182,CAR,,HOU,W 24-17,*,0,0,,0,,0,0,0.0,5,3,0,0,0
120,2015,2015-09-27,3,32.189,CAR,,NOR,W 27-22,*,0,0,,0,,0,0,0.0,6,4,0,0,0
121,2015,2015-10-04,4,32.196,CAR,@,TAM,W 37-23,*,0,0,,0,,0,0,0.0,8,3,1,0,0
122,2015,2015-10-18,5,32.210,CAR,@,SEA,W 27-23,*,0,0,,0,,0,0,1.0,4,4,0,0,0
123,2015,2015-10-25,6,32.217,CAR,,PHI,W 27-16,*,0,0,,0,,0,0,0.0,11,2,0,0,0
124,2015,2015-11-02,7,32.225,CAR,,IND,W 29-26,*,0,0,,0,,0,0,0.0,1,1,0,0,0
125,2015,2015-11-08,8,32.231,CAR,,GNB,W 37-29,*,0,0,,0,,0,0,1.0,4,2,1,-1,0
126,2015,2015-11-15,9,32.238,CAR,@,TEN,W 27-10,*,0,0,,0,,0,0,0.0,0,0,0,0,0
127,2015,2015-11-22,10,32.245,CAR,,WAS,W 44-16,*,0,0,,0,,0,0,0.0,3,1,0,0,0
128,2015,2015-11-26,11,32.249,CAR,@,DAL,W 33-14,*,1,3,3.00,0,,0,0,1.0,4,1,0,0,0
129,2015,2015-12-06,12,32.259,CAR,@,NOR,W 41-38,*,0,0,,0,,0,0,1.0,7,0,0,0,0
130,2015,2015-12-13,13,32.266,CAR,,ATL,W 38-0,*,0,0,,0,,0,0,0.5,4,3,0,0,0
131,2015,2015-12-20,14,32.273,CAR,@,NYG,W 38-35,*,0,0,,0,,0,0,0.0,6,3,0,0,0
132,2015,2015-12-27,15,32.280,CAR,@,ATL,L 13-20,*,0,0,,0,,0,0,0.0,2,1,0,0,0
133,2015,2016-01-03,16,32.287,CAR,,TAM,W 38-10,*,0,0,,0,,0,0,0.0,3,2,1,22,0
134,2016,2016-09-08,1,33.170,CAR,@,DEN,L 20-21,*,0,0,,0,,0,0,0.0,4,0,1,4,0
135,2016,2016-09-18,2,33.180,CAR,,SFO,W 46-27,*,0,0,,0,,0,0,0.0,3,0,0,0,0
136,2016,2016-09-25,3,33.187,CAR,,MIN,L 10-22,*,0,0,,0,,0,0,1.0,7,3,0,0,0
137,2016,2016-10-02,4,33.194,CAR,@,ATL,L 33-48,*,0,0,,0,,0,0,0.0,3,0,0,0,0
138,2016,2016-10-10,5,33.202,CAR,,TAM,L 14-17,*,0,0,,0,,0,0,0.0,1,3,0,0,0
139,2016,2016-10-16,6,33.208,CAR,@,NOR,L 38-41,*,0,0,,0,,0,0,0.0,4,4,0,0,0
140,2016,2016-10-30,7,33.222,CAR,,ARI,W 30-20,*,0,0,,0,,1,6,0.0,3,3,0,0,0
141,2016,2016-11-06,8,33.229,CAR,@,LAR,W 13-10,*,0,0,,0,,0,0,1.0,10,1,1,0,0
142,2016,2016-11-13,9,33.236,CAR,,KAN,L 17-20,*,0,0,,0,,0,0,0.0,5,2,0,0,0
143,2016,2016-11-17,10,33.240,CAR,,NOR,W 23-20,*,0,0,,0,,0,0,0.0,4,4,0,0,0
144,2016,2016-11-27,11,33.250,CAR,@,OAK,L 32-35,*,0,0,,0,,0,0,0.0,6,1,1,31,0
145,2016,2016-12-04,12,33.257,CAR,@,SEA,L 7-40,*,0,0,,0,,0,0,0.5,4,4,0,0,0
146,2016,2016-12-11,13,33.264,CAR,,SDG,W 28-16,*,0,0,,0,,0,0,0.0,3,2,0,0,0
147,2016,2016-12-19,14,33.272,CAR,@,WAS,W 26-15,*,0,0,,0,,0,0,0.0,6,2,0,0,0
148,2016,2016-12-24,15,33.277,CAR,,ATL,L 16-33,*,0,0,,0,,0,0,0.0,8,4,0,0,0
149,2016,2017-01-01,16,33.285,CAR,@,TAM,L 16-17,*,0,0,,0,,0,0,0.0,2,0,0,0,0
150,2017,2017-09-10,1,34.172,CAR,@,SFO,W 23-3,*,0,0,,0,,0,0,1.0,7,0,0,0,0
151,2017,2017-09-17,2,34.179,CAR,,BUF,W 9-3,*,0,0,,0,,0,0,0.0,5,2,0,0,0
152,2017,2017-09-24,3,34.186,CAR,,NOR,L 13-34,*,0,0,,0,,0,0,0.0,5,2,0,0,0
153,2017,2017-10-01,4,34.193,CAR,@,NWE,W 33-30,*,0,0,,0,,0,0,0.0,2,0,0,0,0
154,2017,2017-10-08,5,34.200,CAR,@,DET,W 27-24,*,0,0,,0,,0,0,0.0,1,2,0,0,0
155,2017,2017-10-12,6,34.204,CAR,,PHI,L 23-28,*,0,0,,0,,0,0,1.0,4,2,0,0,0
156,2017,2017-10-22,7,34.214,CAR,@,CHI,L 3-17,*,0,0,,0,,0,0,0.0,1,0,0,0,0
157,2017,2017-10-29,8,34.221,CAR,@,TAM,W 17-3,*,0,0,,0,,0,0,0.0,4,2,0,0,0
158,2017,2017-11-05,9,34.228,CAR,,ATL,W 20-17,*,0,0,,0,,0,0,0.0,3,2,0,0,0
159,2017,2017-11-13,10,34.236,CAR,,MIA,W 45-21,*,0,0,,0,,0,0,0.0,2,1,0,0,0
160,2017,2017-11-26,11,34.249,CAR,@,NYJ,W 35-27,*,0,0,,0,,0,0,0.0,4,5,0,0,0
161,2017,2017-12-03,12,34.256,CAR,@,NOR,L 21-31,*,0,0,,0,,0,0,0.0,1,1,0,0,0
162,2017,2017-12-10,13,34.263,CAR,,MIN,W 31-24,*,0,0,,0,,0,0,0.0,4,0,0,0,0
163,2017,2017-12-17,14,34.270,CAR,,GNB,W 31-24,*,0,0,,0,,0,0,0.5,1,3,0,0,0
164,2017,2017-12-31,16,34.284,CAR,@,ATL,L 10-22,*,0,0,,0,,0,0,0.0,8,2,0,0,0
