ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.022,DEN,,CIN,W 45-14,8,35,4.38,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
2,1991,1991-09-08,2,22.029,DEN,@,RAI,L 13-16,1,-1,-1.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1991,1991-09-15,3,22.036,DEN,,SEA,W 16-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
4,1991,1991-09-22,4,22.043,DEN,,SDG,W 27-19,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,20,20.00,0,0,0
5,1991,1991-09-29,5,22.050,DEN,@,MIN,W 13-6,2,1,0.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1991,1991-10-06,6,22.057,DEN,@,HOU,L 14-42,1,10,10.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1991,1991-10-20,7,22.071,DEN,,KAN,W 19-16,17,54,3.18,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1991,1991-10-27,8,22.078,DEN,@,NWE,W 9-6,18,59,3.28,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1991,1991-11-03,9,22.085,DEN,,PIT,W 20-13,19,111,5.84,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
10,1991,1991-11-10,10,22.092,DEN,,RAI,L 16-17,9,32,3.56,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1991,1991-11-17,11,22.099,DEN,@,KAN,W 24-20,3,3,1.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1991,1991-11-24,12,22.106,DEN,@,SEA,L 10-13,1,2,2.00,0,,1,2,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1991,1991-12-01,13,22.113,DEN,,NWE,W 20-3,15,68,4.53,1,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
14,1991,1991-12-08,14,22.120,DEN,@,CLE,W 17-7,2,1,0.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1991,1991-12-15,15,22.127,DEN,,PHO,W 24-19,2,-1,-0.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1991,1991-12-22,16,22.134,DEN,@,SDG,W 17-14,1,2,2.00,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
17,1992,1992-09-06,1,23.027,DEN,,RAI,W 17-13,1,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
18,1992,1992-09-13,2,23.034,DEN,,SDG,W 21-13,3,5,1.67,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
19,1992,1992-09-20,3,23.041,DEN,@,PHI,L 0-30,6,22,3.67,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
20,1992,1992-09-27,4,23.048,DEN,@,CLE,W 12-0,3,44,14.67,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
21,1992,1992-10-04,5,23.055,DEN,,KAN,W 20-19,1,3,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
22,1992,1992-10-12,6,23.063,DEN,@,WAS,L 3-34,4,-2,-0.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,1992,1992-10-18,7,23.069,DEN,,HOU,W 27-21,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,,,,0,
24,1992,1992-10-25,8,23.076,DEN,@,SDG,L 21-24,1,3,3.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,1992,1992-11-08,9,23.090,DEN,,NYJ,W 27-16,4,10,2.50,1,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
26,1992,1992-11-15,10,23.097,DEN,,NYG,W 27-13,7,29,4.14,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
27,1992,1992-11-22,11,23.104,DEN,@,RAI,L 0-24,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,,,,0,
28,1992,1992-11-30,12,23.112,DEN,@,SEA,L 13-16,2,5,2.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,1992,1992-12-06,13,23.118,DEN,,DAL,L 27-31,10,59,5.90,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0
30,1992,1992-12-12,14,23.124,DEN,@,BUF,L 17-27,16,47,2.94,1,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
31,1992,1992-12-20,15,23.132,DEN,,SEA,W 10-6,6,22,3.67,0,,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
32,1992,1992-12-27,16,23.139,DEN,@,KAN,L 20-42,9,21,2.33,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
