ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-12-22,15,24.025,BAL,,CLE,L 13-14,
2,2002,2002-12-29,16,24.032,BAL,@,PIT,L 31-34,
3,2003,2003-12-07,13,25.010,JAX,,HOU,W 27-0,
4,2003,2003-12-14,14,25.017,JAX,@,NWE,L 13-27,
5,2003,2003-12-21,15,25.024,JAX,,NOR,W 20-19,
6,2003,2003-12-28,16,25.031,JAX,@,ATL,L 14-21,
7,2004,2004-09-12,1,25.290,JAX,@,BUF,W 13-10,
8,2004,2004-09-19,2,25.297,JAX,,DEN,W 7-6,
9,2004,2004-09-26,3,25.304,JAX,@,TEN,W 15-12,
10,2004,2004-10-03,4,25.311,JAX,,IND,L 17-24,
