ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.058,PHI,@,CLE,W 17-16,*,2,46,23.00,0,0,0,,0,0,0,0.0,1,1,0,0,0
2,2012,2012-09-16,2,22.065,PHI,,BAL,W 24-23,*,2,48,24.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
3,2012,2012-09-23,3,22.072,PHI,@,ARI,L 6-27,,3,66,22.00,0,0,0,,0,0,0,0.0,3,0,0,0,0
4,2012,2012-09-30,4,22.079,PHI,,NYG,W 19-17,,3,50,16.67,0,0,0,,0,0,0,0.0,4,0,0,0,0
5,2012,2012-10-07,5,22.086,PHI,@,PIT,L 14-16,,3,65,21.67,0,0,0,,0,0,0,0.0,4,0,0,0,0
6,2012,2012-10-14,6,22.093,PHI,,DET,L 23-26,*,5,122,24.40,0,0,0,,0,0,0,0.0,4,0,0,0,0
7,2012,2012-10-28,7,22.107,PHI,,ATL,L 17-30,,4,89,22.25,0,1,7,7.00,0,0,0,0.0,3,0,0,0,0
8,2012,2012-11-05,8,22.115,PHI,@,NOR,L 13-28,,1,13,13.00,0,0,0,,0,0,0,0.0,1,0,0,0,0
9,2012,2012-11-11,9,22.121,PHI,,DAL,L 23-38,,4,94,23.50,0,0,0,,0,0,0,0.0,0,0,0,0,0
10,2012,2012-11-18,10,22.128,PHI,@,WAS,L 6-31,,,,,,,,,,,,,,,,,
11,2012,2012-11-26,11,22.136,PHI,,CAR,L 22-30,,4,110,27.50,0,0,0,,0,0,0,0.0,0,0,0,0,0
12,2012,2012-12-02,12,22.142,PHI,@,DAL,L 33-38,,3,65,21.67,0,0,0,,0,0,0,0.0,1,0,0,0,0
13,2012,2012-12-09,13,22.149,PHI,@,TAM,W 23-21,*,2,55,27.50,0,0,0,,0,0,0,0.0,1,0,0,0,0
14,2012,2012-12-13,14,22.153,PHI,,CIN,L 13-34,,6,130,21.67,0,0,0,,0,0,0,0.0,0,0,0,0,0
15,2012,2012-12-23,15,22.163,PHI,,WAS,L 20-27,,0,0,,0,0,0,,0,0,0,1.0,1,0,0,0,0
16,2012,2012-12-30,16,22.170,PHI,@,NYG,L 7-42,,3,84,28.00,0,0,0,,0,0,0,0.0,1,1,0,0,0
17,2013,2013-09-09,1,23.058,PHI,@,WAS,W 33-27,,0,0,,0,0,0,,0,0,0,0.0,5,2,1,0,0
18,2013,2013-09-15,2,23.064,PHI,,SDG,L 30-33,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
19,2013,2013-09-19,3,23.068,PHI,,KAN,L 16-26,,,,,,,,,,,,,,,,,
20,2013,2013-09-29,4,23.078,PHI,@,DEN,L 20-52,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
21,2013,2013-10-06,5,23.085,PHI,@,NYG,W 36-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0
22,2013,2013-10-13,6,23.092,PHI,@,TAM,W 31-20,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
23,2013,2013-10-20,7,23.099,PHI,,DAL,L 3-17,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
24,2013,2013-10-27,8,23.106,PHI,,NYG,L 7-15,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
25,2013,2013-11-03,9,23.113,PHI,@,OAK,W 49-20,,2,50,25.00,0,0,0,,0,0,0,0.0,6,0,0,0,0
26,2013,2013-11-10,10,23.120,PHI,@,GNB,W 27-13,,0,0,,0,0,0,,0,0,0,0.0,3,0,1,76,0
27,2013,2013-11-17,11,23.127,PHI,,WAS,W 24-16,,2,23,11.50,0,0,0,,0,0,0,0.0,4,0,1,0,0
28,2013,2013-12-01,12,23.141,PHI,,ARI,W 24-21,,2,55,27.50,0,0,0,,0,0,0,0.0,0,0,0,0,0
29,2013,2013-12-08,13,23.148,PHI,,DET,W 34-20,,2,41,20.50,0,0,0,,0,0,0,0.0,0,0,0,0,0
30,2013,2013-12-15,14,23.155,PHI,@,MIN,L 30-48,,1,36,36.00,0,0,0,,0,0,0,0.0,3,0,0,0,0
31,2013,2013-12-22,15,23.162,PHI,,CHI,W 54-11,,0,0,,0,0,0,,0,0,6,0.0,1,0,1,54,1
32,2013,2013-12-29,16,23.169,PHI,@,DAL,W 24-22,,0,0,,0,0,0,,0,0,0,0.0,1,2,1,6,0
33,2014,2014-09-07,1,24.056,PHI,,JAX,W 34-17,,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
34,2014,2014-09-15,2,24.064,PHI,@,IND,W 30-27,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
35,2014,2014-09-21,3,24.070,PHI,,WAS,W 37-34,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
36,2014,2014-09-28,4,24.077,PHI,@,SFO,L 21-26,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
37,2014,2014-10-05,5,24.084,PHI,,STL,W 34-28,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
38,2014,2014-10-12,6,24.091,PHI,,NYG,W 27-0,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
39,2014,2014-10-26,7,24.105,PHI,@,ARI,L 20-24,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
40,2014,2014-11-02,8,24.112,PHI,@,HOU,W 31-21,,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
41,2014,2014-11-10,9,24.120,PHI,,CAR,W 45-21,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
42,2014,2014-11-16,10,24.126,PHI,@,GNB,L 20-53,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
43,2014,2014-11-23,11,24.133,PHI,,TEN,W 43-24,,0,0,,0,0,0,,0,0,0,0.0,2,0,1,0,0
44,2014,2014-11-27,12,24.137,PHI,@,DAL,W 33-10,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
45,2014,2014-12-07,13,24.147,PHI,,SEA,L 14-24,,,,,,,,,,,,,,,,,
46,2014,2014-12-14,14,24.154,PHI,,DAL,L 27-38,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
47,2014,2014-12-20,15,24.160,PHI,@,WAS,L 24-27,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
48,2014,2014-12-28,16,24.168,PHI,@,NYG,W 34-26,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
49,2015,2015-09-10,1,25.059,PIT,@,NWE,L 21-28,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
50,2015,2015-09-20,2,25.069,PIT,,SFO,W 43-18,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
51,2015,2015-09-27,3,25.076,PIT,@,STL,W 12-6,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
52,2015,2015-10-01,4,25.080,PIT,,BAL,L 20-23,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
53,2015,2015-10-12,5,25.091,PIT,@,SDG,W 24-20,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
54,2015,2015-10-18,6,25.097,PIT,,ARI,W 25-13,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
55,2015,2015-10-25,7,25.104,PIT,@,KAN,L 13-23,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
56,2015,2015-11-01,8,25.111,PIT,,CIN,L 10-16,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
57,2015,2015-11-08,9,25.118,PIT,,OAK,W 38-35,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
58,2015,2015-11-15,10,25.125,PIT,,CLE,W 30-9,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
59,2015,2015-11-29,11,25.139,PIT,@,SEA,L 30-39,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
60,2015,2015-12-06,12,25.146,PIT,,IND,W 45-10,,0,0,,0,0,0,,0,0,0,0.0,0,0,1,1,0
61,2015,2015-12-13,13,25.153,PIT,@,CIN,W 33-20,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
62,2015,2015-12-20,14,25.160,PIT,,DEN,W 34-27,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
63,2015,2015-12-27,15,25.167,PIT,@,BAL,L 17-20,,0,0,,0,0,0,,0,0,0,1.0,4,4,0,0,0
64,2015,2016-01-03,16,25.174,PIT,@,CLE,W 28-12,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
