ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1962,1962-09-07,1,22.035,SDG,@,DEN,L 21-30,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1962,1962-09-16,2,22.044,SDG,,NYT,W 40-14,2,90,45.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
3,1962,1962-09-23,3,22.051,SDG,,HOU,L 17-42,4,53,13.25,0,1,17,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1962,1962-09-30,4,22.058,SDG,@,OAK,W 42-33,3,66,22.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
5,1963,1963-09-08,1,23.036,SDG,,BUF,W 14-10,2,35,17.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1963,1963-09-14,2,23.042,SDG,,BOS,W 17-13,4,76,19.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,61,61.00,0,1,6
7,1963,1963-09-29,3,23.057,SDG,,KAN,W 24-10,2,16,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,29,29.00,0,1,17,17.00,0,0,0
8,1963,1963-10-06,4,23.064,SDG,@,DEN,L 34-50,4,114,28.50,1,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,0,0,,0,1,6
9,1963,1963-10-13,5,23.071,SDG,,NYJ,W 24-20,4,54,13.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,4,67,16.75,0,2,5,2.50,0,1,6
10,1963,1963-10-20,6,23.078,SDG,@,KAN,W 38-17,9,232,25.78,2,0,0,,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,1,3,3.00,0,2,12
11,1963,1963-10-27,7,23.085,SDG,,OAK,L 33-34,3,50,16.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,10,5.00,0,1,6
12,1963,1963-11-02,8,23.091,SDG,@,NYJ,W 53-7,5,180,36.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
13,1963,1963-11-10,9,23.099,SDG,@,BOS,W 7-6,13,210,16.15,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
14,1963,1963-11-17,10,23.106,SDG,@,BUF,W 23-13,4,79,19.75,1,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
15,1963,1963-12-01,11,23.120,SDG,,HOU,W 27-0,4,56,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6
16,1963,1963-12-08,12,23.127,SDG,@,OAK,L 27-41,3,71,23.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,0,0,,0,1,6
17,1963,1963-12-15,13,23.134,SDG,@,HOU,W 20-14,3,28,9.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,2,6,3.00,0,0,0
18,1963,1963-12-22,14,23.141,SDG,,DEN,W 58-20,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,18,18.00,0,0,0
19,1964,1964-09-12,1,24.040,SDG,,HOU,W 27-21,6,119,19.83,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,1,6
20,1964,1964-09-20,2,24.048,SDG,,BOS,L 28-33,5,67,13.40,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,43,43.00,0,1,6
21,1964,1964-10-09,5,24.067,SDG,@,BOS,W 26-17,8,124,15.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
22,1964,1964-10-18,6,24.076,SDG,,DEN,W 42-14,5,44,8.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,66,16.50,0,1,6
23,1964,1964-10-25,7,24.083,SDG,@,HOU,W 20-17,5,76,15.20,0,1,35,35.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,1,6
24,1964,1964-11-01,8,24.090,SDG,,OAK,W 31-17,8,203,25.38,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
25,1964,1964-11-08,9,24.097,SDG,@,DEN,W 31-20,4,54,13.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,1,6
26,1964,1964-11-15,10,24.104,SDG,@,KAN,W 28-14,5,168,33.60,1,2,25,12.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
27,1964,1964-11-26,11,24.115,SDG,,BUF,L 24-27,4,185,46.25,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,22,5.50,0,2,12
28,1964,1964-12-06,12,24.125,SDG,,NYJ,W 38-3,3,101,33.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,33,11.00,0,1,6
29,1964,1964-12-13,13,24.132,SDG,,KAN,L 6-49,6,80,13.33,1,0,0,,0,1,1,100.00,-11,0,0,79.2,0,0,-11.00,-11.00,0,0,,0,0,0,,0,1,6
30,1964,1964-12-20,14,24.139,SDG,@,OAK,L 20-21,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
31,1965,1965-09-11,1,25.039,SDG,,DEN,W 34-31,7,211,30.14,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
32,1965,1965-09-19,2,25.047,SDG,@,OAK,W 17-6,4,71,17.75,1,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
33,1965,1965-09-26,3,25.054,SDG,,KAN,T 10-10,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
34,1965,1965-10-03,4,25.061,SDG,,HOU,W 31-14,4,145,36.25,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
35,1965,1965-10-10,5,25.068,SDG,@,BUF,W 34-3,8,168,21.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
36,1965,1965-10-17,6,25.075,SDG,@,BOS,T 13-13,3,109,36.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
