ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1960,1960-09-24,1,24.140,PIT,@,DAL,W 35-28,,0,0,,0,0,0,,0,0,,,0,0,,0,4,168,42.00,0
2,1960,1960-10-02,2,24.148,PIT,@,CLE,L 20-28,,0,0,,0,0,0,,0,0,,,0,0,,0,4,204,51.00,0
3,1960,1960-10-09,3,24.155,PIT,,NYG,L 17-19,,0,0,,0,0,0,,0,0,,,0,0,,0,6,262,43.67,0
4,1960,1960-10-16,4,24.162,PIT,,STL,W 27-14,,0,0,,0,0,0,,0,0,,,0,0,,0,7,348,49.71,0
5,1960,1960-10-23,5,24.169,PIT,@,WAS,T 27-27,,0,0,,0,0,0,,0,0,,,0,0,,0,6,266,44.33,0
6,1960,1960-10-30,6,24.176,PIT,,GNB,L 13-19,,0,0,,0,0,0,,0,0,,,0,0,,0,6,264,44.00,0
7,1960,1960-11-06,7,24.183,PIT,@,PHI,L 7-34,,0,0,,0,0,0,,0,0,,,0,0,,0,6,266,44.33,0
8,1960,1960-11-13,8,24.190,PIT,@,NYG,L 24-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,148,37.00,0
9,1960,1960-11-20,9,24.197,PIT,,CLE,W 14-10,,0,0,,0,0,0,,0,0,,,0,0,,0,4,230,57.50,0
10,1960,1960-11-27,10,24.204,PIT,,WAS,W 22-10,,0,0,,0,0,0,,0,0,,,0,0,,0,4,160,40.00,0
11,1960,1960-12-11,11,24.218,PIT,,PHI,W 27-21,,0,0,,0,0,0,,0,0,,,0,0,,0,5,220,44.00,0
12,1960,1960-12-18,12,24.225,PIT,@,STL,L 7-38,,0,0,,0,0,0,,0,0,,,0,0,,0,8,305,38.13,1
13,1961,1961-09-17,1,25.133,PIT,@,DAL,L 24-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,176,44.00,0
14,1961,1961-09-24,2,25.140,PIT,,NYG,L 14-17,,0,0,,0,0,0,,0,0,,,1,33,33.00,0,7,360,51.43,0
15,1961,1961-10-01,3,25.147,PIT,@,RAM,L 14-24,,0,0,,0,0,0,,0,0,,,0,0,,0,5,212,42.40,0
16,1961,1961-10-08,4,25.154,PIT,@,PHI,L 16-21,,0,0,,0,0,0,,0,0,,,1,4,4.00,0,7,293,41.86,0
17,1961,1961-10-15,5,25.161,PIT,,WAS,W 20-0,,0,0,,0,0,0,,0,0,,,0,0,,0,6,290,48.33,0
18,1961,1961-10-22,6,25.168,PIT,,CLE,L 28-30,,0,0,,0,0,0,,0,0,,,0,0,,0,6,291,48.50,0
19,1961,1961-10-29,7,25.175,PIT,,SFO,W 20-10,,0,0,,0,0,0,,0,0,,,0,0,,0,7,351,50.14,0
20,1961,1961-11-05,8,25.182,PIT,@,CLE,W 17-13,,0,0,,0,0,0,,0,0,,,0,0,,0,3,141,47.00,0
21,1961,1961-11-12,9,25.189,PIT,,DAL,W 37-7,,0,0,,0,0,0,,0,0,,,0,0,,0,4,210,52.50,0
