ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-11-28,11,23.029,WAS,@,PIT,L 7-16,,0,0,1.0,,
2,2004,2004-12-05,12,23.036,WAS,,NYG,W 31-7,,,,,,
3,2004,2004-12-12,13,23.043,WAS,,PHI,L 14-17,,0,0,1.0,,
4,2004,2004-12-18,14,23.049,WAS,@,SFO,W 26-16,,,,,,
5,2004,2004-12-26,15,23.057,WAS,@,DAL,L 10-13,,0,0,1.0,,
6,2004,2005-01-02,16,23.064,WAS,,MIN,W 21-18,,,,,,
7,2005,2005-09-19,2,23.324,WAS,@,DAL,W 14-13,,,,,,
8,2005,2005-10-02,3,23.337,WAS,,SEA,W 20-17,,,,,,
9,2005,2005-10-09,4,23.344,WAS,@,DEN,L 19-21,,,,,,
10,2005,2005-10-16,5,23.351,WAS,@,KAN,L 21-28,,,,,,
11,2005,2005-10-23,6,23.358,WAS,,SFO,W 52-17,,,,,,
12,2005,2005-10-30,7,24.000,WAS,@,NYG,L 0-36,,0,0,1.0,,
13,2005,2005-11-06,8,24.007,WAS,,PHI,W 17-10,,,,,,
14,2005,2005-11-13,9,24.014,WAS,@,TAM,L 35-36,,,,,,
15,2005,2005-11-20,10,24.021,WAS,,OAK,L 13-16,,0,0,1.0,,
16,2005,2005-11-27,11,24.028,WAS,,SDG,L 17-23,,,,,,
17,2005,2005-12-04,12,24.035,WAS,@,STL,W 24-9,,,,,,
18,2005,2005-12-11,13,24.042,WAS,@,ARI,W 17-13,*,,,,,
19,2005,2005-12-18,14,24.049,WAS,,DAL,W 35-7,,,,,,
20,2005,2005-12-24,15,24.055,WAS,,NYG,W 35-20,,,,,,
21,2007,2007-09-09,1,25.314,OAK,,DET,L 21-36,,0,0,1.0,,
22,2007,2007-09-16,2,25.321,OAK,@,DEN,L 20-23,,,,,,
23,2007,2007-09-23,3,25.328,OAK,,CLE,W 26-24,,,,,,
24,2007,2007-09-30,4,25.335,OAK,@,MIA,W 35-17,,,,,,
25,2007,2007-10-14,5,25.349,OAK,@,SDG,L 14-28,,,,,,
26,2007,2007-10-21,6,25.356,OAK,,KAN,L 10-12,,0,0,1.0,,
27,2007,2007-10-28,7,25.363,OAK,@,TEN,L 9-13,,,,,,
28,2007,2007-11-04,8,26.005,OAK,,HOU,L 17-24,,,,,,
29,2007,2007-11-11,9,26.012,OAK,,CHI,L 6-17,,0,0,1.0,,
30,2007,2007-11-18,10,26.019,OAK,@,MIN,L 22-29,*,0,0,2.0,,
31,2007,2007-11-25,11,26.026,OAK,@,KAN,W 20-17,,0,0,1.0,,
32,2007,2007-12-02,12,26.033,OAK,,DEN,W 34-20,,,,,,
33,2007,2007-12-09,13,26.040,OAK,@,GNB,L 7-38,,,,,,
34,2007,2007-12-16,14,26.047,OAK,,IND,L 14-21,*,0,0,1.0,,
35,2007,2007-12-23,15,26.054,OAK,@,JAX,L 11-49,,0,0,1.0,,
36,2007,2007-12-30,16,26.061,OAK,,SDG,L 17-30,,,,,,
37,2008,2008-09-07,1,26.313,PHI,,STL,W 38-3,,0,0,0.0,0,0
38,2008,2008-09-15,2,26.321,PHI,@,DAL,L 37-41,,0,0,0.0,0,0
39,2008,2008-09-21,3,26.327,PHI,,PIT,W 15-6,,,,,,
40,2008,2008-09-28,4,26.334,PHI,@,CHI,L 20-24,,0,0,0.0,0,0
41,2008,2008-10-05,5,26.341,PHI,,WAS,L 17-23,,,,,,
42,2008,2008-10-12,6,26.348,PHI,@,SFO,W 40-26,,0,0,0.0,0,0
43,2008,2008-10-26,7,26.362,PHI,,ATL,W 27-14,,,,,,
44,2008,2008-11-02,8,27.003,PHI,@,SEA,W 26-7,,0,0,1.0,1,0
45,2008,2008-11-09,9,27.010,PHI,,NYG,L 31-36,,0,0,0.0,0,0
46,2008,2008-11-16,10,27.017,PHI,@,CIN,T 13-13,,0,0,1.0,1,2
47,2008,2008-11-23,11,27.024,PHI,@,BAL,L 7-36,,,,,,
48,2008,2008-11-27,12,27.028,PHI,,ARI,W 48-20,,0,0,0.0,0,1
49,2008,2008-12-07,13,27.038,PHI,@,NYG,W 20-14,,0,0,0.0,1,0
50,2008,2008-12-15,14,27.046,PHI,,CLE,W 30-10,,0,0,0.0,0,0
51,2008,2008-12-21,15,27.052,PHI,@,WAS,L 3-10,,0,0,0.0,1,0
52,2008,2008-12-28,16,27.059,PHI,,DAL,W 44-6,,1,6,2.0,2,0
53,2009,2009-09-13,1,27.318,PHI,@,CAR,W 38-10,,,,,,
54,2009,2009-09-20,2,27.325,PHI,,NOR,L 22-48,,,,,,
55,2009,2009-09-27,3,27.332,PHI,,KAN,W 34-14,,0,0,0.5,0,1
56,2009,2009-10-11,4,27.346,PHI,,TAM,W 33-14,,,,,,
57,2009,2009-10-18,5,27.353,PHI,@,OAK,L 9-13,,,,,,
58,2009,2009-10-26,6,27.361,PHI,@,WAS,W 27-17,,0,0,1.0,2,1
59,2009,2009-11-01,7,28.002,PHI,,NYG,W 40-17,,,,,,
60,2009,2009-11-08,8,28.009,PHI,,DAL,L 16-20,,,,,,
61,2009,2009-11-15,9,28.016,PHI,@,SDG,L 23-31,,,,,,
62,2009,2009-11-22,10,28.023,PHI,@,CHI,W 24-20,,,,,,
63,2009,2009-11-29,11,28.030,PHI,,WAS,W 27-24,,,,,,
64,2009,2009-12-06,12,28.037,PHI,@,ATL,W 34-7,,0,0,0.0,1,0
65,2009,2009-12-13,13,28.044,PHI,@,NYG,W 45-38,,0,0,0.0,0,0
