ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1973,1973-09-16,1,21.347,CIN,@,DEN,L 10-28,,,,
2,1973,1973-09-23,2,21.354,CIN,,HOU,W 24-10,,,,
3,1973,1973-09-30,3,21.361,CIN,@,SDG,W 20-13,,,,
4,1973,1973-10-14,5,22.010,CIN,,PIT,W 19-7,,,,
5,1973,1973-10-21,6,22.017,CIN,,KAN,W 14-6,,,,
6,1973,1973-10-28,7,22.024,CIN,@,PIT,L 13-20,2,28,14.00,0
7,1973,1973-11-04,8,22.031,CIN,@,DAL,L 10-38,,,,
8,1973,1973-11-11,9,22.038,CIN,@,BUF,W 16-13,,,,
9,1973,1973-11-18,10,22.045,CIN,,NYJ,W 20-14,,,,
10,1973,1973-11-25,11,22.052,CIN,,STL,W 42-24,,,,
11,1973,1973-12-02,12,22.059,CIN,,MIN,W 27-0,,,,
12,1973,1973-12-16,14,22.073,CIN,@,HOU,W 27-24,,,,
13,1974,1974-10-13,5,23.009,CLE,,CIN,L 24-34,,,,
14,1974,1974-10-20,6,23.016,CLE,@,PIT,L 16-20,,,,
15,1974,1974-10-27,7,23.023,CLE,,DEN,W 23-21,,,,
16,1974,1974-11-03,8,23.030,CLE,@,SDG,L 35-36,,,,
17,1974,1974-11-10,9,23.037,CLE,@,NWE,W 21-14,,,,
18,1974,1974-11-17,10,23.044,CLE,,PIT,L 16-26,,,,
19,1974,1974-12-01,12,23.058,CLE,,SFO,W 7-0,,,,
20,1974,1974-12-07,13,23.064,CLE,@,DAL,L 17-41,,,,
