ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2003,2003-09-08,1,22.192,TAM,@,PHI,W 17-0,,,,,,,0.0%,,,,,,,
2,2003,2003-09-14,2,22.198,TAM,,CAR,L 9-12,,0,,,,,0.0%,,,,,,,
3,2003,2003-09-21,3,22.205,TAM,@,ATL,W 31-10,,0,,,,,0.0%,,,,,,,
4,2003,2003-10-06,4,22.220,TAM,,IND,L 35-38,,,,,,,0.0%,,,,,,,
5,2003,2003-10-12,5,22.226,TAM,@,WAS,W 35-13,*,1,1,4,4.00,1,100.0%,4.00,0,0,,0,1,6
6,2003,2003-10-19,6,22.233,TAM,@,SFO,L 7-24,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
7,2003,2003-10-26,7,22.240,TAM,,DAL,W 16-0,,,,,,,0.0%,,,,,,,
8,2003,2003-11-02,8,22.247,TAM,,NOR,L 14-17,,1,,,,,0.0%,,,,,,,
9,2003,2003-11-09,9,22.254,TAM,@,CAR,L 24-27,,,,,,,0.0%,,,,,,,
10,2004,2004-10-03,4,23.218,TAM,,DEN,L 13-16,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
11,2004,2004-10-10,5,23.225,TAM,@,NOR,W 20-17,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
12,2004,2004-10-18,6,23.233,TAM,@,STL,L 21-28,,3,3,21,7.00,1,100.0%,7.00,0,0,,0,1,6
13,2004,2004-10-24,7,23.239,TAM,,CHI,W 19-7,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
14,2004,2004-11-07,8,23.253,TAM,,KAN,W 34-31,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
15,2004,2004-11-14,9,23.260,TAM,@,ATL,L 14-24,,0,,,,,0.0%,,,,,,,
16,2004,2004-11-21,10,23.267,TAM,,SFO,W 35-3,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
17,2004,2004-11-28,11,23.274,TAM,@,CAR,L 14-21,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
18,2004,2004-12-05,12,23.281,TAM,,ATL,W 27-0,,1,,,,,0.0%,,,,,,,
19,2004,2004-12-12,13,23.288,TAM,@,SDG,L 24-31,*,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0
20,2005,2005-09-11,1,24.195,MIA,,DEN,W 34-10,,,0,0,,0,0.0%,,0,0,,0,0,0
21,2005,2005-09-18,2,24.202,MIA,@,NYJ,L 7-17,,,0,0,,0,0.0%,,0,0,,0,0,0
22,2005,2005-09-25,3,24.209,MIA,,CAR,W 27-24,,,0,0,,0,0.0%,,0,0,,0,0,0
23,2005,2005-10-09,4,24.223,MIA,@,BUF,L 14-20,,1,1,1,1.00,1,100.0%,1.00,1,11,11.00,0,1,6
24,2005,2005-10-16,5,24.230,MIA,@,TAM,L 13-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
25,2005,2005-10-21,6,24.235,MIA,,KAN,L 20-30,,,0,0,,0,0.0%,,0,0,,0,0,0
26,2005,2005-10-30,7,24.244,MIA,@,NOR,W 21-6,,0,0,0,,0,0.0%,,0,0,,0,0,0
27,2006,2006-09-10,1,25.194,SEA,@,DET,W 9-6,,,0,0,,0,0.0%,,0,0,,0,0,0
28,2006,2006-09-17,2,25.201,SEA,,ARI,W 21-10,,0,0,0,,0,0.0%,,0,0,,0,0,0
29,2006,2006-09-24,3,25.208,SEA,,NYG,W 42-30,,3,3,28,9.33,1,100.0%,9.33,0,0,,0,1,6
30,2006,2006-10-01,4,25.215,SEA,@,CHI,L 6-37,,0,0,0,,0,0.0%,,0,0,,0,0,0
31,2006,2006-10-15,5,25.229,SEA,@,STL,W 30-28,,,0,0,,0,0.0%,,0,0,,0,0,0
32,2006,2006-10-22,6,25.236,SEA,,MIN,L 13-31,,,0,0,,0,0.0%,,0,0,,0,0,0
33,2006,2006-10-29,7,25.243,SEA,@,KAN,L 28-35,,,0,0,,0,0.0%,,0,0,,0,0,0
34,2006,2006-11-06,8,25.251,SEA,,OAK,W 16-0,,,0,0,,0,0.0%,,0,0,,0,0,0
35,2006,2006-11-12,9,25.257,SEA,,STL,W 24-22,,0,0,0,,0,0.0%,,0,0,,0,0,0
36,2006,2006-11-19,10,25.264,SEA,@,SFO,L 14-20,,,0,0,,0,0.0%,,0,0,,0,0,0
37,2006,2006-11-27,11,25.272,SEA,,GNB,W 34-24,,,0,0,,0,0.0%,,0,0,,0,0,0
38,2006,2006-12-03,12,25.278,SEA,@,DEN,W 23-20,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
39,2006,2006-12-10,13,25.285,SEA,@,ARI,L 21-27,,,0,0,,0,0.0%,,0,0,,0,0,0
40,2006,2006-12-14,14,25.289,SEA,,SFO,L 14-24,,,0,0,,0,0.0%,,0,0,,0,0,0
41,2006,2006-12-24,15,25.299,SEA,,SDG,L 17-20,,,0,0,,0,0.0%,,0,0,,0,0,0
42,2006,2006-12-31,16,25.306,SEA,@,TAM,W 23-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
43,2007,2007-09-09,1,26.193,SEA,,TAM,W 20-6,,,0,0,,0,0.0%,,0,0,,0,0,0
44,2007,2007-09-16,2,26.200,SEA,@,ARI,L 20-23,,,0,0,,0,0.0%,,0,0,,0,0,0
45,2007,2007-09-23,3,26.207,SEA,,CIN,W 24-21,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0
46,2007,2007-09-30,4,26.214,SEA,@,SFO,W 23-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
47,2007,2007-10-07,5,26.221,SEA,@,PIT,L 0-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
48,2007,2007-10-14,6,26.228,SEA,,NOR,L 17-28,*,,0,0,,0,0.0%,,0,0,,0,0,0
49,2007,2007-10-21,7,26.235,SEA,,STL,W 33-6,*,5,3,18,6.00,2,60.0%,3.60,0,0,,0,2,12
50,2007,2007-11-04,8,26.249,SEA,@,CLE,L 30-33,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
51,2007,2007-11-12,9,26.257,SEA,,SFO,W 24-0,*,3,3,5,1.67,1,100.0%,1.67,0,0,,0,1,6
52,2007,2007-11-18,10,26.263,SEA,,CHI,W 30-23,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
53,2007,2007-11-25,11,26.270,SEA,@,STL,W 24-19,*,4,1,3,3.00,0,25.0%,0.75,0,0,,0,0,0
54,2007,2007-12-02,12,26.277,SEA,@,PHI,W 28-24,,,0,0,,0,0.0%,,0,0,,0,0,0
55,2007,2007-12-09,13,26.284,SEA,,ARI,W 42-21,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
56,2007,2007-12-16,14,26.291,SEA,@,CAR,L 10-13,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0
57,2007,2007-12-23,15,26.298,SEA,,BAL,W 27-6,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
58,2007,2007-12-30,16,26.305,SEA,@,ATL,L 41-44,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
59,2008,2008-09-07,1,27.192,SEA,@,BUF,L 10-34,,0,0,0,,0,0.0%,,0,0,,0,0,0
60,2008,2008-09-14,2,27.199,SEA,,SFO,L 30-33,,,,,,,0.0%,,,,,,,
61,2008,2008-09-21,3,27.206,SEA,,STL,W 37-13,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
62,2008,2008-10-05,4,27.220,SEA,@,NYG,L 6-44,,,,,,,0.0%,,,,,,,
63,2008,2008-10-12,5,27.227,SEA,,GNB,L 17-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
64,2008,2008-11-16,10,27.262,SEA,,ARI,L 20-26,,1,,,,,0.0%,,,,,,,
65,2008,2008-11-23,11,27.269,SEA,,WAS,L 17-20,,,,,,,0.0%,,,,,,,
66,2008,2008-11-27,12,27.273,SEA,@,DAL,L 9-34,,0,,,,,0.0%,,,,,,,
67,2008,2008-12-07,13,27.283,SEA,,NWE,L 21-24,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
68,2008,2008-12-14,14,27.290,SEA,@,STL,W 23-20,,,,,,,0.0%,,,,,,,
69,2008,2008-12-21,15,27.297,SEA,,NYJ,W 13-3,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0
70,2008,2008-12-28,16,27.304,SEA,@,ARI,L 21-34,,,,,,,0.0%,,,,,,,
71,2009,2009-09-13,1,28.197,DET,@,NOR,L 27-45,*,2,,,,,0.0%,,,,,,,
