ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-20,2,25.040,PIT,,NYG,W 27-24,1,6,1,8,1
2,1969,1969-11-30,11,30.111,PIT,@,STL,L 10-47,0,0,1,7,0
3,1970,1970-09-20,1,31.040,PIT,,HOU,L 7-19,,,,,
4,1970,1970-09-27,2,31.047,PIT,@,DEN,L 13-16,,,,,
5,1970,1970-10-03,3,31.053,PIT,@,CLE,L 7-15,,,,,
6,1970,1970-10-11,4,31.061,PIT,,BUF,W 23-10,,,,,
7,1970,1970-10-18,5,31.068,PIT,@,HOU,W 7-3,,,,,
8,1970,1970-10-25,6,31.075,PIT,@,OAK,L 14-31,,,,,
9,1970,1970-11-02,7,31.083,PIT,,CIN,W 21-10,,,,,
10,1970,1970-11-08,8,31.089,PIT,,NYJ,W 21-17,,,,,
11,1970,1970-11-15,9,31.096,PIT,,KAN,L 14-31,,,,,
12,1970,1970-11-22,10,31.103,PIT,@,CIN,L 7-34,,,,,
13,1970,1970-11-29,11,31.110,PIT,,CLE,W 28-9,,,,,
14,1970,1970-12-06,12,31.117,PIT,,GNB,L 12-20,,,,,
15,1970,1970-12-13,13,31.124,PIT,@,ATL,L 16-27,,,,,
16,1970,1970-12-20,14,31.131,PIT,@,PHI,L 20-30,,,,,
17,1971,1971-10-03,3,32.053,NYJ,@,MIA,W 14-10,,,,,
18,1971,1971-10-10,4,32.060,NYJ,@,NWE,L 0-20,,,,,
19,1971,1971-10-17,5,32.067,NYJ,,BUF,W 28-17,,,,,
20,1971,1971-10-24,6,32.074,NYJ,,MIA,L 14-30,,,,,
21,1971,1971-10-31,7,32.081,NYJ,@,SDG,L 21-49,,,,,
22,1971,1971-11-07,8,32.088,NYJ,,KAN,W 13-10,,,,,
23,1971,1971-11-14,9,32.095,NYJ,,BAL,L 13-14,,,,,
24,1971,1971-11-21,10,32.102,NYJ,@,BUF,W 20-7,,,,,
25,1971,1971-11-28,11,32.109,NYJ,,SFO,L 21-24,,,,,
26,1971,1971-12-04,12,32.115,NYJ,@,DAL,L 10-52,,,,,
27,1971,1971-12-12,13,32.123,NYJ,,NWE,W 13-6,,,,,
28,1971,1971-12-19,14,32.130,NYJ,,CIN,W 35-21,,,,,
29,1972,1972-09-24,2,33.044,BAL,,NYJ,L 34-44,,,,,
30,1972,1972-10-01,3,33.051,BAL,@,BUF,W 17-0,,,,,
31,1972,1972-10-08,4,33.058,BAL,,SDG,L 20-23,,,,,
32,1972,1972-10-15,5,33.065,BAL,,DAL,L 0-21,,,,,
33,1972,1972-10-22,6,33.072,BAL,@,NYJ,L 20-24,,,,,
34,1972,1972-10-29,7,33.079,BAL,,MIA,L 0-23,,,,,
35,1972,1972-11-06,8,33.087,BAL,@,NWE,W 24-17,,,,,
36,1972,1972-11-12,9,33.093,BAL,@,SFO,L 21-24,,,,,
37,1972,1972-11-19,10,33.100,BAL,@,CIN,W 20-19,,,,,
38,1972,1972-11-26,11,33.107,BAL,,NWE,W 31-0,,,,,
39,1972,1972-12-03,12,33.114,BAL,,BUF,W 35-7,,,,,
40,1972,1972-12-10,13,33.121,BAL,@,KAN,L 10-24,,,,,
41,1972,1972-12-16,14,33.127,BAL,@,MIA,L 0-16,,,,,
