ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,23.209,RAI,,SDG,W 24-13,,,,,,
2,1988,1988-09-11,2,23.216,RAI,@,HOU,L 35-38,,,,,,
3,1989,1989-09-10,1,24.214,RAI,,SDG,W 40-14,,,,,,
4,1989,1989-09-17,2,24.221,RAI,@,KAN,L 19-24,,,,,,
5,1989,1989-09-24,3,24.228,RAI,@,DEN,L 21-31,,,,,,
6,1989,1989-10-01,4,24.235,RAI,,SEA,L 20-24,,,,,,
7,1989,1989-10-09,5,24.243,RAI,@,NYJ,W 14-7,0,0,0.0,1,20,0
8,1989,1989-10-15,6,24.249,RAI,,KAN,W 20-14,,,,,,
9,1989,1989-10-22,7,24.256,RAI,@,PHI,L 7-10,,,,,,
10,1989,1989-10-29,8,24.263,RAI,,WAS,W 37-24,,,,,,
11,1989,1989-11-05,9,24.270,RAI,,CIN,W 28-7,0,0,0.0,1,1,0
12,1989,1989-11-12,10,24.277,RAI,@,SDG,L 12-14,,,,,,
13,1989,1989-11-19,11,24.284,RAI,@,HOU,L 7-23,,,,,,
14,1989,1989-11-26,12,24.291,RAI,,NWE,W 24-21,0,0,0.0,1,0,0
15,1989,1989-12-03,13,24.298,RAI,,DEN,W 16-13,,,,,,
16,1989,1989-12-10,14,24.305,RAI,,PHO,W 16-14,,,,,,
17,1989,1989-12-17,15,24.312,RAI,@,SEA,L 17-23,0,0,1.0,0,0,0
18,1989,1989-12-24,16,24.319,RAI,@,NYG,L 17-34,,,,,,
19,1990,1990-09-09,1,25.213,RAI,,DEN,W 14-9,,,,,,
20,1990,1990-09-16,2,25.220,RAI,@,SEA,W 17-13,,,,,,
21,1990,1990-09-23,3,25.227,RAI,,PIT,W 20-3,,,,,,
22,1990,1990-09-30,4,25.234,RAI,,CHI,W 24-10,0,0,1.0,0,0,0
23,1990,1990-10-07,5,25.241,RAI,@,BUF,L 24-38,,,,,,
24,1990,1990-10-14,6,25.248,RAI,,SEA,W 24-17,,,,,,
25,1990,1990-10-21,7,25.255,RAI,@,SDG,W 24-9,,,,,,
26,1990,1990-11-04,8,25.269,RAI,@,KAN,L 7-9,,,,,,
27,1990,1990-11-11,9,25.276,RAI,,GNB,L 16-29,,,,,,
28,1990,1990-11-19,10,25.284,RAI,@,MIA,W 13-10,,,,,,
29,1990,1990-11-25,11,25.290,RAI,,KAN,L 24-27,,,,,,
30,1990,1990-12-02,12,25.297,RAI,@,DEN,W 23-20,0,0,0.0,1,5,0
31,1990,1990-12-10,13,25.305,RAI,@,DET,W 38-31,0,0,0.0,1,15,0
32,1990,1990-12-16,14,25.311,RAI,,CIN,W 24-7,0,0,0.0,1,0,0
33,1990,1990-12-22,15,25.317,RAI,@,MIN,W 28-24,0,0,1.0,0,0,0
34,1990,1990-12-30,16,25.325,RAI,,SDG,W 17-12,,,,,,
35,1991,1991-09-01,1,26.205,RAI,@,HOU,L 17-47,,,,,,
36,1991,1991-09-08,2,26.212,RAI,,DEN,W 16-13,,,,,,
37,1991,1991-09-15,3,26.219,RAI,,IND,W 16-0,,,,,,
38,1991,1991-09-22,4,26.226,RAI,@,ATL,L 17-21,,,,,,
39,1991,1991-09-29,5,26.233,RAI,,SFO,W 12-6,,,,,,
40,1991,1991-10-06,6,26.240,RAI,,SDG,L 13-21,,,,,,
41,1991,1991-10-13,7,26.247,RAI,@,SEA,W 23-20,,,,,,
42,1991,1991-10-20,8,26.254,RAI,,RAM,W 20-17,,,,,,
43,1991,1991-10-28,9,26.262,RAI,@,KAN,L 21-24,,,,,,
44,1991,1991-11-10,10,26.275,RAI,@,DEN,W 17-16,,,,,,
45,1991,1991-11-17,11,26.282,RAI,,SEA,W 31-7,,,,,,
46,1991,1991-11-24,12,26.289,RAI,@,CIN,W 38-14,,,,,,
