ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1992,1992-11-29,12,22.118,TAM,@,GNB,L 14-19,,,,,,0,0,,0,0.0%,,,,,,,
2,1992,1992-12-06,13,22.125,TAM,,RAM,L 27-31,,,,,,0,0,,0,0.0%,,,,,,,
3,1992,1992-12-13,14,22.132,TAM,,ATL,L 7-35,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
4,1992,1992-12-19,15,22.138,TAM,@,SFO,L 14-21,,,,,,0,0,,0,0.0%,,,,,,,
5,1992,1992-12-27,16,22.146,TAM,@,PHO,W 7-3,,,,,,0,0,,0,0.0%,,,,,,,
6,1993,1993-09-26,3,23.054,TAM,@,CHI,L 17-47,2,10,5.00,0,1,1,10,10.00,0,100.0%,10.00,3,32,10.67,0,0,0
7,1993,1993-10-03,4,23.061,TAM,,DET,W 27-10,4,11,2.75,0,,0,0,,0,0.0%,,0,0,,0,0,0
8,1993,1993-10-10,5,23.068,TAM,@,MIN,L 0-15,2,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
9,1993,1993-10-24,6,23.082,TAM,,GNB,L 14-37,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
10,1993,1993-10-31,7,23.089,TAM,@,ATL,W 31-24,2,3,1.50,0,,0,0,,0,0.0%,,0,0,,0,0,0
11,1993,1993-11-07,8,23.096,TAM,@,DET,L 0-23,3,5,1.67,0,3,3,2,0.67,0,100.0%,0.67,0,0,,0,0,0
12,1993,1993-11-14,9,23.103,TAM,,SFO,L 21-45,2,20,10.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
13,1993,1993-11-21,10,23.110,TAM,,MIN,W 23-10,9,38,4.22,0,,0,0,,0,0.0%,,1,20,20.00,0,0,0
14,1993,1993-11-28,11,23.117,TAM,@,GNB,L 10-13,2,5,2.50,0,,0,0,,0,0.0%,,0,0,,0,0,0
15,1993,1993-12-05,12,23.124,TAM,,WAS,L 17-23,2,10,5.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
16,1993,1993-12-12,13,23.131,TAM,,CHI,W 13-10,2,7,3.50,1,,0,0,,0,0.0%,,0,0,,0,1,6
17,1993,1993-12-19,14,23.138,TAM,@,RAI,L 20-27,3,6,2.00,0,1,1,6,6.00,0,100.0%,6.00,4,50,12.50,0,0,0
18,1993,1993-12-26,15,23.145,TAM,@,DEN,W 17-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
19,1993,1994-01-02,16,23.152,TAM,,SDG,L 17-32,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
20,1994,1994-09-04,1,24.032,TAM,@,CHI,L 9-21,0,0,,0,,0,0,,0,0.0%,,,,,,0,
21,1994,1994-09-11,2,24.039,TAM,,IND,W 24-10,0,0,,0,,0,0,,0,0.0%,,,,,,0,
22,1994,1994-09-18,3,24.046,TAM,,NOR,L 7-9,0,0,,0,2,1,-4,-4.00,0,50.0%,-2.00,0,0,,0,0,0
23,1994,1994-09-25,4,24.053,TAM,@,GNB,L 3-30,0,0,,0,3,0,0,,0,0.0%,0.00,,,,,0,
24,1994,1994-10-02,5,24.060,TAM,,DET,W 24-14,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
25,1994,1994-10-09,6,24.067,TAM,@,ATL,L 13-34,0,0,,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0
26,1994,1994-10-23,7,24.081,TAM,@,SFO,L 16-41,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
27,1994,1994-10-30,8,24.088,TAM,,MIN,L 13-36,0,0,,0,,0,0,,0,0.0%,,,,,,0,
28,1994,1994-11-13,10,24.102,TAM,@,DET,L 9-14,0,0,,0,,0,0,,0,0.0%,,,,,,0,
29,1994,1994-11-20,11,24.109,TAM,@,SEA,L 21-22,4,11,2.75,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0
30,1994,1994-11-27,12,24.116,TAM,@,MIN,W 20-17,0,0,,0,,0,0,,0,0.0%,,,,,,0,
31,1994,1994-12-04,13,24.123,TAM,,WAS,W 26-21,0,0,,0,,0,0,,0,0.0%,,,,,,0,
32,1994,1994-12-11,14,24.130,TAM,,RAM,W 24-14,1,-3,-3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
33,1994,1994-12-18,15,24.137,TAM,@,WAS,W 17-14,0,0,,0,,0,0,,0,0.0%,,,,,,0,
