ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
85,2016,2016-09-11,1,29.281,NWE,@,ARI,W 23-21,*,22,70,3.18,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
86,2016,2016-09-18,2,29.288,NWE,,MIA,W 31-24,*,29,123,4.24,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
87,2016,2016-09-22,3,29.292,NWE,,HOU,W 27-0,*,24,105,4.38,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0.0,0,0
88,2016,2016-10-02,4,29.302,NWE,,BUF,L 0-16,*,13,54,4.15,0,3,3,4,1.33,0,100.0%,1.33,0,0,,0,,0,0,0.0,0,0
89,2016,2016-10-09,5,29.309,NWE,@,CLE,W 33-13,*,18,37,2.06,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
90,2016,2016-10-16,6,29.316,NWE,,CIN,W 35-17,*,13,50,3.85,1,2,2,20,10.00,0,100.0%,10.00,0,0,,0,,1,6,0.0,0,0
91,2016,2016-10-23,7,29.323,NWE,@,PIT,W 27-16,*,24,127,5.29,2,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,2,12,0.0,0,0
92,2016,2016-10-30,8,29.330,NWE,@,BUF,W 41-25,,18,43,2.39,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
93,2016,2016-11-13,9,29.344,NWE,,SEA,L 24-31,,21,69,3.29,3,0,0,0,,0,0.0%,,0,0,,0,,3,18,0.0,0,0
94,2016,2016-11-20,10,29.351,NWE,@,SFO,W 30-17,,19,124,6.53,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
95,2016,2016-11-27,11,29.358,NWE,@,NYJ,W 22-17,,11,67,6.09,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
96,2016,2016-12-04,12,29.365,NWE,,LAR,W 26-10,,18,88,4.89,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
97,2016,2016-12-12,13,30.007,NWE,,BAL,W 30-23,*,18,72,4.00,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,1,6,0.0,0,0
98,2016,2016-12-18,14,30.013,NWE,@,DEN,W 16-3,,17,31,1.82,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
99,2016,2016-12-24,15,30.019,NWE,,NYJ,W 41-3,,20,50,2.50,2,0,0,0,,0,0.0%,,0,0,,0,,2,12,0.0,0,0
100,2016,2017-01-01,16,30.027,NWE,@,MIA,W 35-14,,14,51,3.64,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
101,2017,2017-09-10,1,30.279,PHI,@,WAS,W 30-17,*,14,46,3.29,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,,1,6,0.0,0,0
102,2017,2017-09-17,2,30.286,PHI,@,KAN,L 20-27,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,,0,0,0.0,0,0
103,2017,2017-09-24,3,30.293,PHI,,NYG,W 27-24,*,12,67,5.58,1,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,0,0
104,2017,2017-10-01,4,30.300,PHI,@,LAC,W 26-24,,16,136,8.50,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,,0,0,0.0,0,0
105,2017,2017-10-08,5,30.307,PHI,,ARI,W 34-7,*,14,74,5.29,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
106,2017,2017-10-12,6,30.311,PHI,@,CAR,W 28-23,*,14,67,4.79,0,0,0,0,,0,0.0%,,0,0,,0,1,0,2,0.0,0,0
107,2017,2017-10-23,7,30.322,PHI,,WAS,W 34-24,,14,29,2.07,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
108,2017,2017-10-29,8,30.328,PHI,,SFO,W 33-10,*,16,48,3.00,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,1,6,0.0,0,0
109,2017,2017-11-05,9,30.335,PHI,,DEN,W 51-23,,9,37,4.11,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
110,2017,2017-11-19,10,30.349,PHI,@,DAL,W 37-9,*,13,57,4.38,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
111,2017,2017-11-26,11,30.356,PHI,,CHI,W 31-3,*,15,97,6.47,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
112,2017,2017-12-03,12,30.363,PHI,@,SEA,L 10-24,*,8,26,3.25,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
113,2017,2017-12-10,13,31.005,PHI,@,LAR,W 43-35,*,7,12,1.71,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0
114,2017,2017-12-17,14,31.012,PHI,@,NYG,W 34-29,*,7,21,3.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
115,2017,2017-12-25,15,31.020,PHI,,OAK,W 19-10,,5,12,2.40,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
116,2017,2017-12-31,16,31.026,PHI,,DAL,L 0-6,*,9,37,4.11,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
117,2018,2018-09-10,1,31.279,DET,,NYJ,L 17-48,*,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
118,2018,2018-09-16,2,31.285,DET,@,SFO,L 27-30,*,8,38,4.75,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,,0,0,0.0,0,0
119,2018,2018-09-23,3,31.292,DET,,NWE,W 26-10,*,16,48,3.00,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0
