ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1980,1980-09-28,4,23.246,CLE,@,TAM,W 34-27,,,,,,,
2,1980,1980-10-05,5,23.253,CLE,,DEN,L 16-19,,,,,,,
3,1980,1980-10-12,6,23.260,CLE,@,SEA,W 27-3,,,,,,,
4,1980,1980-10-19,7,23.267,CLE,,GNB,W 26-21,,,,,,,
5,1980,1980-10-26,8,23.274,CLE,,PIT,W 27-26,,,,,,,
6,1980,1980-11-03,9,23.282,CLE,,CHI,W 27-21,,,,,,,
7,1980,1980-11-09,10,23.288,CLE,@,BAL,W 28-27,,,,,,,
8,1980,1980-11-16,11,23.295,CLE,@,PIT,L 13-16,,,,,,,
9,1980,1980-11-23,12,23.302,CLE,,CIN,W 31-7,,,,,,,
10,1980,1980-11-30,13,23.309,CLE,@,HOU,W 17-14,1,0,0.00,0,0,0,0
11,1980,1980-12-07,14,23.316,CLE,,NYJ,W 17-14,,,,,,,
12,1980,1980-12-14,15,23.323,CLE,@,MIN,L 23-28,,,,,,,
13,1980,1980-12-21,16,23.330,CLE,@,CIN,W 27-24,,,,,,,
14,1981,1981-09-07,1,24.224,CLE,,SDG,L 14-44,,,,,,,
15,1981,1981-09-13,2,24.230,CLE,,HOU,L 3-9,,,,,,,
16,1981,1981-09-20,3,24.237,CLE,@,CIN,W 20-17,,,,,,,
17,1981,1981-09-27,4,24.244,CLE,,ATL,W 28-17,0,0,,0,1,0,0
18,1981,1981-10-04,5,24.251,CLE,@,RAM,L 16-27,,,,,,,
19,1981,1981-10-11,6,24.258,CLE,@,PIT,L 7-13,,,,,,,
20,1981,1981-10-18,7,24.265,CLE,,NOR,W 20-17,,,,,,,
21,1981,1981-10-25,8,24.272,CLE,,BAL,W 42-28,,,,,,,
22,1981,1981-11-01,9,24.279,CLE,@,BUF,L 13-22,,,,,,,
23,1981,1981-11-08,10,24.286,CLE,@,DEN,L 20-23,,,,,,,
24,1981,1981-11-15,11,24.293,CLE,@,SFO,W 15-12,0,0,,0,1,33,0
25,1981,1981-11-22,12,24.300,CLE,,PIT,L 10-32,,,,,,,
26,1981,1981-11-29,13,24.307,CLE,,CIN,L 21-41,,,,,,,
27,1981,1981-12-03,14,24.311,CLE,@,HOU,L 13-17,,,,,,,
28,1981,1981-12-12,15,24.320,CLE,,NYJ,L 13-14,,,,,,,
29,1981,1981-12-20,16,24.328,CLE,@,SEA,L 21-42,,,,,,,
30,1982,1982-09-12,1,25.229,CLE,@,SEA,W 21-7,,,,,,,
31,1982,1982-09-19,2,25.236,CLE,,PHI,L 21-24,,,,,,,
32,1982,1982-11-21,3,25.299,CLE,,NWE,W 10-7,,,,,,,
33,1982,1982-11-25,4,25.303,CLE,@,DAL,L 14-31,,,,,,,
34,1982,1982-12-05,5,25.313,CLE,,SDG,L 13-30,,,,,,,
35,1982,1982-12-12,6,25.320,CLE,@,CIN,L 10-23,,,,,,,
36,1982,1982-12-19,7,25.327,CLE,,PIT,W 10-9,,,,,,,
37,1982,1982-12-26,8,25.334,CLE,@,HOU,W 20-14,0,0,,0,1,0,0
38,1982,1983-01-02,9,25.341,CLE,@,PIT,L 21-37,,,,,,,
39,1983,1983-12-18,16,26.326,BUF,@,ATL,L 14-31,,,,,,,
