ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,23.079,SFO,,ARI,L 13-23,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,1
2,2008,2008-09-14,2,23.086,SFO,@,SEA,W 33-30,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2008,2008-09-21,3,23.093,SFO,,DET,W 31-13,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2008,2008-09-28,4,23.100,SFO,@,NOR,L 17-31,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2008,2008-10-05,5,23.107,SFO,,NWE,L 21-30,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2008,2008-10-12,6,23.114,SFO,,PHI,L 26-40,,4,1,25,25.00,0,25.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2008,2008-10-19,7,23.121,SFO,@,NYG,L 17-29,,9,5,86,17.20,1,55.6%,9.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
8,2008,2008-10-26,8,23.128,SFO,,SEA,L 13-34,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2008,2008-11-10,9,23.143,SFO,@,ARI,L 24-29,,8,4,54,13.50,1,50.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
10,2008,2008-12-14,14,23.177,SFO,@,MIA,L 9-14,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2008,2008-12-21,15,23.184,SFO,@,STL,W 17-16,,2,2,55,27.50,1,100.0%,27.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
12,2008,2008-12-28,16,23.191,SFO,,WAS,W 27-24,,5,3,50,16.67,0,60.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2009,2009-09-13,1,24.085,SFO,@,ARI,W 20-16,*,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2009,2009-09-20,2,24.092,SFO,,SEA,W 23-10,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2009,2009-09-27,3,24.099,SFO,@,MIN,L 24-27,*,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2009,2009-10-04,4,24.106,SFO,,STL,W 35-0,*,4,2,39,19.50,1,50.0%,9.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
17,2009,2009-10-11,5,24.113,SFO,,ATL,L 10-45,*,9,4,78,19.50,0,44.4%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2009,2009-10-25,6,24.127,SFO,@,HOU,L 21-24,*,4,4,62,15.50,0,100.0%,15.50,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2009,2009-11-01,7,24.134,SFO,@,IND,L 14-18,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2009,2009-11-08,8,24.141,SFO,,TEN,L 27-34,*,7,2,9,4.50,0,28.6%,1.29,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
21,2009,2009-11-12,9,24.145,SFO,,CHI,W 10-6,*,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2009,2009-11-22,10,24.155,SFO,@,GNB,L 24-30,*,3,1,5,5.00,0,33.3%,1.67,1,8,8.00,0,0,0,,0,0,0,,,,,,2,101,50.50,0,0,0,,0,0,0,0.0,0,0
23,2009,2009-11-29,11,24.162,SFO,,JAX,W 20-3,*,8,6,43,7.17,0,75.0%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2009,2009-12-06,12,24.169,SFO,@,SEA,L 17-20,*,8,6,56,9.33,1,75.0%,7.00,1,20,20.00,0,0,0,,0,0,0,,,,,,3,73,24.33,0,0,0,,0,1,6,0.0,0,0
