ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1998,1998-09-06,1,23.014,GNB,,DET,W 38-19,,,,,,,0.0%,
2,1998,1998-09-13,2,23.021,GNB,,TAM,W 23-15,,,,,,,0.0%,
3,1998,1998-09-20,3,23.028,GNB,@,CIN,W 13-6,,,,,,,0.0%,
4,1998,1998-09-27,4,23.035,GNB,@,CAR,W 37-30,,,,,,,0.0%,
5,1998,1998-10-05,5,23.043,GNB,,MIN,L 24-37,,,,,,,0.0%,
6,1998,1998-10-15,6,23.053,GNB,@,DET,L 20-27,,,,,,,0.0%,
7,1998,1998-11-01,8,23.070,GNB,,SFO,W 36-22,,,,,,,0.0%,
8,1998,1998-11-09,9,23.078,GNB,@,PIT,L 20-27,,,,,,,0.0%,
9,1998,1998-11-15,10,23.084,GNB,@,NYG,W 37-3,,,,,,,0.0%,
10,1998,1998-11-22,11,23.091,GNB,@,MIN,L 14-28,,,,,,,0.0%,
11,1998,1998-11-29,12,23.098,GNB,,PHI,W 24-16,,,,,,,0.0%,
12,1998,1998-12-07,13,23.106,GNB,@,TAM,L 22-24,,,,,,,0.0%,
13,1998,1998-12-13,14,23.112,GNB,,CHI,W 26-20,,,,,,,0.0%,
14,1998,1998-12-20,15,23.119,GNB,,TEN,W 30-22,,,,,,,0.0%,
15,1999,1999-09-19,2,24.027,GNB,@,DET,L 15-23,,,,,,,0.0%,
16,1999,1999-09-26,3,24.034,GNB,,MIN,W 23-20,,,,,,,0.0%,
17,1999,1999-10-10,4,24.048,GNB,,TAM,W 26-23,,,,,,,0.0%,
18,1999,1999-10-17,5,24.055,GNB,@,DEN,L 10-31,*,,,,,,0.0%,
19,1999,1999-10-24,6,24.062,GNB,@,SDG,W 31-3,,,,,,,0.0%,
20,1999,1999-11-01,7,24.070,GNB,,SEA,L 7-27,,,,,,,0.0%,
21,1999,1999-11-07,8,24.076,GNB,,CHI,L 13-14,*,,,,,,0.0%,
22,1999,1999-11-14,9,24.083,GNB,@,DAL,L 13-27,*,,,,,,0.0%,
23,2000,2000-09-17,3,25.025,NWE,,MIN,L 13-21,*,0,,,,,0.0%,
24,2000,2000-09-24,4,25.032,NWE,@,MIA,L 3-10,,,,,,,0.0%,
25,2000,2000-10-01,5,25.039,NWE,@,DEN,W 28-19,,,,,,,0.0%,
26,2000,2000-10-08,6,25.046,NWE,,IND,W 24-16,*,,,,,,0.0%,
27,2000,2000-10-15,7,25.053,NWE,,NYJ,L 17-34,*,0,,,,,0.0%,
28,2000,2000-10-22,8,25.060,NWE,@,IND,L 23-30,,,,,,,0.0%,
29,2000,2000-11-05,9,25.074,NWE,,BUF,L 13-16,*,0,,,,,0.0%,
30,2000,2000-11-12,10,25.081,NWE,@,CLE,L 11-19,*,,,,,,0.0%,
31,2000,2000-11-19,11,25.088,NWE,,CIN,W 16-13,*,,,,,,0.0%,
32,2000,2000-11-23,12,25.092,NWE,@,DET,L 9-34,*,,,,,,0.0%,
33,2000,2000-12-04,13,25.103,NWE,,KAN,W 30-24,,0,,,,,0.0%,
34,2001,2001-09-09,1,26.017,NWE,@,CIN,L 17-23,*,0,,,,,0.0%,
35,2001,2001-09-23,2,26.031,NWE,,NYJ,L 3-10,*,0,,,,,0.0%,
36,2001,2001-09-30,3,26.038,NWE,,IND,W 44-13,*,,,,,,0.0%,
37,2001,2001-10-07,4,26.045,NWE,@,MIA,L 10-30,*,,,,,,0.0%,
38,2001,2001-10-14,5,26.052,NWE,,SDG,W 29-26,*,,,,,,0.0%,
39,2001,2001-10-21,6,26.059,NWE,@,IND,W 38-17,*,,,,,,0.0%,
40,2001,2001-10-28,7,26.066,NWE,@,DEN,L 20-31,*,0,,,,,0.0%,
41,2001,2001-11-04,8,26.073,NWE,@,ATL,W 24-10,*,,,,,,0.0%,
42,2001,2001-11-11,9,26.080,NWE,,BUF,W 21-11,*,,,,,,0.0%,
43,2001,2001-11-18,10,26.087,NWE,,STL,L 17-24,*,0,,,,,0.0%,
44,2001,2001-11-25,11,26.094,NWE,,NOR,W 34-17,*,,,,,,0.0%,
45,2001,2001-12-02,12,26.101,NWE,@,NYJ,W 17-16,*,,,,,,0.0%,
46,2001,2001-12-09,13,26.108,NWE,,CLE,W 27-16,*,,,,,,0.0%,
47,2001,2001-12-16,14,26.115,NWE,@,BUF,W 12-9,*,,,,,,0.0%,
48,2001,2001-12-22,15,26.121,NWE,,MIA,W 20-13,*,,,,,,0.0%,
49,2001,2002-01-06,16,26.136,NWE,@,CAR,W 38-6,*,0,,,,,0.0%,
50,2002,2002-09-09,1,27.017,NWE,,PIT,W 30-14,*,0,,,,,0.0%,
51,2002,2002-09-15,2,27.023,NWE,@,NYJ,W 44-7,*,,,,,,0.0%,
52,2002,2002-09-22,3,27.030,NWE,,KAN,W 41-38,*,,,,,,0.0%,
53,2002,2002-10-27,7,27.065,NWE,,DEN,L 16-24,*,0,,,,,0.0%,
54,2002,2002-11-03,8,27.072,NWE,@,BUF,W 38-7,*,,,,,,0.0%,
55,2002,2002-11-10,9,27.079,NWE,@,CHI,W 33-30,*,,,,,,0.0%,
56,2002,2002-11-17,10,27.086,NWE,@,OAK,L 20-27,*,,,,,,0.0%,
57,2002,2002-11-24,11,27.093,NWE,,MIN,W 24-17,*,0,,,,,0.0%,
58,2002,2002-11-28,12,27.097,NWE,@,DET,W 20-12,*,,,,,,0.0%,
59,2002,2002-12-08,13,27.107,NWE,,BUF,W 27-17,*,,,,,,0.0%,
60,2002,2002-12-16,14,27.115,NWE,@,TEN,L 7-24,*,,,,,,0.0%,
61,2002,2002-12-22,15,27.121,NWE,,NYJ,L 17-30,*,,,,,,0.0%,
62,2002,2002-12-29,16,27.128,NWE,,MIA,W 27-24,*,,,,,,0.0%,
63,2003,2003-09-07,1,28.015,NWE,@,BUF,L 0-31,*,0,,,,,0.0%,
64,2003,2003-09-14,2,28.022,NWE,@,PHI,W 31-10,*,,,,,,0.0%,
65,2003,2003-09-21,3,28.029,NWE,,NYJ,W 23-16,*,0,,,,,0.0%,
66,2003,2003-09-28,4,28.036,NWE,@,WAS,L 17-20,*,,,,,,0.0%,
67,2003,2003-10-05,5,28.043,NWE,,TEN,W 38-30,*,0,,,,,0.0%,
68,2003,2003-10-12,6,28.050,NWE,,NYG,W 17-6,*,0,,,,,0.0%,
69,2003,2003-10-19,7,28.057,NWE,@,MIA,W 19-13,*,,,,,,0.0%,
70,2003,2003-10-26,8,28.064,NWE,,CLE,W 9-3,*,,,,,,0.0%,
71,2003,2003-11-03,9,28.072,NWE,@,DEN,W 30-26,*,0,,,,,0.0%,
72,2003,2003-11-16,10,28.085,NWE,,DAL,W 12-0,*,0,,,,,0.0%,
73,2003,2003-11-23,11,28.092,NWE,@,HOU,W 23-20,*,,,,,,0.0%,
74,2003,2003-11-30,12,28.099,NWE,@,IND,W 38-34,*,1,1,0,0.00,0,100.0%,0.00
75,2003,2003-12-07,13,28.106,NWE,,MIA,W 12-0,*,,,,,,0.0%,
76,2003,2003-12-14,14,28.113,NWE,,JAX,W 27-13,*,,,,,,0.0%,
77,2003,2003-12-20,15,28.119,NWE,@,NYJ,W 21-16,*,,,,,,0.0%,
78,2003,2003-12-27,16,28.126,NWE,,BUF,W 31-0,*,,,,,,0.0%,
79,2004,2004-09-09,1,29.017,NWE,,IND,W 27-24,*,,,,,,0.0%,
80,2004,2004-09-19,2,29.027,NWE,@,ARI,W 23-12,*,,,,,,0.0%,
81,2004,2004-10-03,3,29.041,NWE,@,BUF,W 31-17,*,,,,,,0.0%,
82,2004,2004-10-10,4,29.048,NWE,,MIA,W 24-10,*,0,,,,,0.0%,
83,2004,2004-10-17,5,29.055,NWE,,SEA,W 30-20,*,,,,,,0.0%,
84,2004,2004-10-24,6,29.062,NWE,,NYJ,W 13-7,*,,,,,,0.0%,
85,2004,2004-10-31,7,29.069,NWE,@,PIT,L 20-34,*,,,,,,0.0%,
86,2004,2004-11-07,8,29.076,NWE,@,STL,W 40-22,*,,,,,,0.0%,
87,2004,2004-11-14,9,29.083,NWE,,BUF,W 29-6,*,,,,,,0.0%,
88,2004,2004-11-22,10,29.091,NWE,@,KAN,W 27-19,*,0,,,,,0.0%,
89,2004,2004-11-28,11,29.097,NWE,,BAL,W 24-3,*,0,,,,,0.0%,
90,2004,2004-12-05,12,29.104,NWE,@,CLE,W 42-15,*,,,,,,0.0%,
91,2004,2004-12-12,13,29.111,NWE,,CIN,W 35-28,*,,,,,,0.0%,
92,2004,2004-12-20,14,29.119,NWE,@,MIA,L 28-29,*,,,,,,0.0%,
93,2004,2004-12-26,15,29.125,NWE,@,NYJ,W 23-7,*,,,,,,0.0%,
94,2004,2005-01-02,16,29.132,NWE,,SFO,W 21-7,*,0,,,,,0.0%,
95,2005,2005-09-11,1,30.019,CLE,,CIN,L 13-27,*,,,,,,0.0%,
96,2005,2005-09-18,2,30.026,CLE,@,GNB,W 26-24,*,0,,,,,0.0%,
97,2005,2005-09-25,3,30.033,CLE,@,IND,L 6-13,*,,,,,,0.0%,
98,2005,2005-10-09,4,30.047,CLE,,CHI,W 20-10,*,0,,,,,0.0%,
99,2005,2005-10-16,5,30.054,CLE,@,BAL,L 3-16,*,,,,,,0.0%,
100,2005,2005-10-23,6,30.061,CLE,,DET,L 10-13,*,,,,,,0.0%,
101,2005,2005-10-30,7,30.068,CLE,@,HOU,L 16-19,*,,,,,,0.0%,
102,2005,2005-11-06,8,30.075,CLE,,TEN,W 20-14,*,,,,,,0.0%,
103,2005,2005-11-13,9,30.082,CLE,@,PIT,L 21-34,*,,,,,,0.0%,
104,2005,2005-12-11,13,30.110,CLE,@,CIN,L 20-23,*,,,,,,0.0%,
105,2005,2005-12-18,14,30.117,CLE,@,OAK,W 9-7,*,,,,,,0.0%,
106,2005,2005-12-24,15,30.123,CLE,,PIT,L 0-41,*,,,,,,0.0%,
107,2005,2006-01-01,16,30.131,CLE,,BAL,W 20-16,*,,,,,,0.0%,
108,2006,2006-09-10,1,31.018,CLE,,NOR,L 14-19,*,,,,,,0.0%,
109,2006,2006-09-17,2,31.025,CLE,@,CIN,L 17-34,*,,,,,,0.0%,
110,2006,2006-09-24,3,31.032,CLE,,BAL,L 14-15,*,,,,,,0.0%,
111,2006,2006-10-01,4,31.039,CLE,@,OAK,W 24-21,*,,,,,,0.0%,
112,2006,2006-10-08,5,31.046,CLE,@,CAR,L 12-20,*,0,,,,,0.0%,
113,2006,2006-10-22,6,31.060,CLE,,DEN,L 7-17,*,,,,,,0.0%,
114,2006,2006-10-29,7,31.067,CLE,,NYJ,W 20-13,*,,,,,,0.0%,
115,2006,2006-11-05,8,31.074,CLE,@,SDG,L 25-32,*,0,,,,,0.0%,
116,2006,2006-11-12,9,31.081,CLE,@,ATL,W 17-13,*,,,,,,0.0%,
117,2006,2006-11-19,10,31.088,CLE,,PIT,L 20-24,*,,,,,,0.0%,
118,2006,2006-11-26,11,31.095,CLE,,CIN,L 0-30,*,0,,,,,0.0%,
119,2006,2006-12-03,12,31.102,CLE,,KAN,W 31-28,*,,,,,,0.0%,
120,2006,2006-12-07,13,31.106,CLE,@,PIT,L 7-27,*,,,,,,0.0%,
121,2006,2006-12-24,15,31.123,CLE,,TAM,L 7-22,*,,,,,,0.0%,
