ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1996,1996-09-15,3,23.337,HOU,,BAL,W 29-13,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,,,,,
2,1996,1996-10-27,8,24.013,HOU,,SFO,L 9-10,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,24,12.00,0,0,0,,0,0,0
3,1997,1997-11-23,12,25.040,TEN,,BUF,W 31-14,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,0,0,,0,,
4,1997,1997-11-27,13,25.044,TEN,@,DAL,W 27-14,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,0,0,,0,,
5,1997,1997-12-04,14,25.051,TEN,@,CIN,L 14-41,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,24,12.00,0,0,0,,0,0,0
6,1997,1997-12-14,15,25.061,TEN,@,BAL,L 19-21,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,5,5.00,0,0,0
7,1997,1997-12-21,16,25.068,TEN,,PIT,W 16-6,,,,,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,0,0,,0,,
8,1998,1998-09-06,1,25.327,TEN,@,CIN,W 23-14,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
9,1998,1998-09-13,2,25.334,TEN,,SDG,L 7-13,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
10,1998,1998-09-20,3,25.341,TEN,@,NWE,L 16-27,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
11,1998,1998-09-27,4,25.348,TEN,,JAX,L 22-27,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,44,22.00,0,0,0,,0,0,0
12,1998,1998-10-11,5,25.362,TEN,@,BAL,W 12-8,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,40,20.00,0,3,26,8.67,0,0,0
13,1998,1998-10-18,6,26.004,TEN,,CIN,W 44-14,0,0,,0,1,1,3,3.00,0,100.0%,3.00,1,1,100.00,18,1,0,158.3,0,0,18.00,38.00,2,77,38.50,0,2,26,13.00,0,0,0
14,1998,1998-10-25,7,26.011,TEN,,CHI,L 20-23,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,6,122,20.33,0,2,0,0.00,0,0,0
15,1998,1998-11-01,8,26.018,TEN,@,PIT,W 41-31,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,31,15.50,0,0,0,,0,0,0
16,1998,1998-11-08,9,26.025,TEN,@,TAM,W 31-22,1,7,7.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,66,16.50,0,0,0,,0,1,6
17,1998,1998-11-15,10,26.032,TEN,,PIT,W 23-14,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,82,27.33,0,0,0,,0,0,0
18,1998,1998-11-22,11,26.039,TEN,,NYJ,L 3-24,1,-4,-4.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,2,35,17.50,0,0,0,,0,0,0
19,1998,1998-11-29,12,26.046,TEN,@,SEA,L 18-20,2,20,10.00,0,2,2,14,7.00,0,100.0%,7.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,71,17.75,0,0,0,,0,0,0
20,1998,1998-12-06,13,26.053,TEN,,BAL,W 16-14,1,10,10.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
21,1998,1998-12-13,14,26.060,TEN,@,JAX,W 16-13,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,68,22.67,0,0,0,,0,0,0
22,1998,1998-12-20,15,26.067,TEN,@,GNB,L 22-30,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,6,123,20.50,0,0,0,,0,0,0
23,1998,1998-12-26,16,26.073,TEN,,MIN,L 16-26,1,-9,-9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,136,27.20,0,0,0,,0,0,0
