ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1999,1999-09-12,1,22.296,CIN,@,TEN,L 35-36,,1,0,0,,0,0.0%,0.00,0,0,,0,3,50,16.67,0,0,0,,0,0,0
2,1999,1999-10-31,8,22.345,CIN,,JAX,L 10-41,,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,1,10,10.00,0,0,0
3,1999,1999-11-07,9,22.352,CIN,@,SEA,L 20-37,,0,0,0,,0,0.0%,,1,-13,-13.00,0,0,0,,0,0,0,,0,0,0
4,1999,1999-11-14,10,22.359,CIN,,TEN,L 14-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,6,3.00,0,0,0
5,1999,1999-11-21,11,23.001,CIN,,BAL,L 31-34,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,86,43.00,1,1,6
6,1999,1999-11-28,12,23.008,CIN,@,PIT,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,10,10.00,0,0,0
7,1999,1999-12-05,13,23.015,CIN,,SFO,W 44-30,,,,,,,0.0%,,,,,,,,,,,,,,,
8,1999,1999-12-12,14,23.022,CIN,,CLE,W 44-28,,0,0,0,,0,0.0%,,1,-3,-3.00,0,0,0,,0,3,91,30.33,1,1,6
9,1999,1999-12-26,15,23.036,CIN,@,BAL,L 0-22,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,6,6.00,0,0,0
10,2000,2000-09-10,1,23.295,CIN,,CLE,L 7-24,,5,2,38,19.00,0,40.0%,7.60,0,0,,0,0,0,,0,7,35,5.00,0,0,0
11,2000,2000-09-17,2,23.302,CIN,@,JAX,L 0-13,,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,6,54,9.00,0,0,0
12,2000,2000-10-01,4,23.316,CIN,,MIA,L 16-31,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,1,1,1.00,0,0,0
13,2000,2000-10-08,5,23.323,CIN,,TEN,L 14-23,,0,0,0,,0,0.0%,,0,0,,0,3,39,13.00,0,1,6,6.00,0,0,0
14,2000,2000-10-15,6,23.330,CIN,@,PIT,L 0-15,*,6,1,22,22.00,0,16.7%,3.67,0,0,,0,0,0,,0,5,30,6.00,0,0,0
15,2000,2000-10-22,7,23.337,CIN,,DEN,W 31-21,,1,,,,,0.0%,,,,,,,,,,,,,,,
16,2000,2000-10-29,8,23.344,CIN,@,CLE,W 12-3,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,1,29,29.00,0,3,21,7.00,0,0,0
17,2000,2000-11-05,9,23.351,CIN,,BAL,L 7-27,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,3,43,14.33,0,0,0
18,2000,2000-11-12,10,23.358,CIN,@,DAL,L 6-23,,3,2,8,4.00,0,66.7%,2.67,0,0,,0,1,16,16.00,0,0,0,,0,0,0
