ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1998,1998-09-06,1,22.347,NOR,@,STL,W 24-17,,,,,,,0.0%,
2,1998,1998-09-13,2,22.354,NOR,,CAR,W 19-14,,,,,,,0.0%,
3,1998,1998-09-27,3,23.003,NOR,@,IND,W 19-13,,,,,,,0.0%,
4,1998,1998-10-04,4,23.010,NOR,,NWE,L 27-30,,,,,,,0.0%,
5,1998,1998-10-11,5,23.017,NOR,,SFO,L 0-31,,,,,,,0.0%,
6,1998,1998-10-18,6,23.024,NOR,@,ATL,L 23-31,,,,,,,0.0%,
7,1998,1998-10-25,7,23.031,NOR,,TAM,W 9-3,,,,,,,0.0%,
8,1998,1998-11-01,8,23.038,NOR,@,CAR,L 17-31,,,,,,,0.0%,
9,1998,1998-11-08,9,23.045,NOR,@,MIN,L 24-31,,,,,,,0.0%,
10,1998,1998-11-22,11,23.059,NOR,@,SFO,L 20-31,,,,,,,0.0%,
11,1998,1998-11-29,12,23.066,NOR,@,MIA,L 10-30,,,,,,,0.0%,
12,1998,1998-12-06,13,23.073,NOR,,DAL,W 22-3,,,,,,,0.0%,
13,1998,1998-12-13,14,23.080,NOR,,ATL,L 17-27,,,,,,,0.0%,
14,1998,1998-12-20,15,23.087,NOR,@,ARI,L 17-19,,,,,,,0.0%,
15,1998,1998-12-27,16,23.094,NOR,,BUF,L 33-45,,,,,,,0.0%,
16,1999,1999-09-12,1,23.353,NOR,,CAR,W 19-10,*,,,,,,0.0%,
17,1999,1999-09-19,2,23.360,NOR,@,SFO,L 21-28,*,0,,,,,0.0%,
18,1999,1999-10-03,3,24.009,NOR,@,CHI,L 10-14,*,,,,,,0.0%,
19,1999,1999-10-10,4,24.016,NOR,,ATL,L 17-20,*,0,,,,,0.0%,
20,1999,1999-10-17,5,24.023,NOR,,TEN,L 21-24,*,0,,,,,0.0%,
21,1999,1999-10-24,6,24.030,NOR,@,NYG,L 3-31,*,,,,,,0.0%,
22,1999,1999-10-31,7,24.037,NOR,,CLE,L 16-21,*,0,,,,,0.0%,
23,1999,1999-11-07,8,24.044,NOR,,TAM,L 16-31,*,,,,,,0.0%,
24,1999,1999-11-14,9,24.051,NOR,,SFO,W 24-6,*,0,,,,,0.0%,
25,1999,1999-11-21,10,24.058,NOR,@,JAX,L 23-41,*,,,,,,0.0%,
26,1999,1999-11-28,11,24.065,NOR,@,STL,L 12-43,*,,,,,,0.0%,
27,1999,1999-12-05,12,24.072,NOR,@,ATL,L 12-35,*,,,,,,0.0%,
28,1999,1999-12-12,13,24.079,NOR,,STL,L 14-30,*,,,,,,0.0%,
29,1999,1999-12-19,14,24.086,NOR,@,BAL,L 8-31,*,0,,,,,0.0%,
30,1999,1999-12-24,15,24.091,NOR,,DAL,W 31-24,*,0,,,,,0.0%,
31,1999,2000-01-02,16,24.100,NOR,@,CAR,L 13-45,*,0,,,,,0.0%,
32,2000,2000-09-03,1,24.345,NOR,,DET,L 10-14,*,0,,,,,0.0%,
33,2000,2000-09-10,2,24.352,NOR,@,SDG,W 28-27,,0,,,,,0.0%,
34,2000,2000-09-17,3,24.359,NOR,@,SEA,L 10-20,*,0,,,,,0.0%,
35,2000,2000-09-24,4,25.000,NOR,,PHI,L 7-21,*,,,,,,0.0%,
36,2000,2000-10-08,5,25.014,NOR,@,CHI,W 31-10,*,,,,,,0.0%,
37,2000,2000-10-15,6,25.021,NOR,,CAR,W 24-6,,,,,,,0.0%,
38,2000,2000-10-22,7,25.028,NOR,@,ATL,W 21-19,*,,,,,,0.0%,
39,2000,2000-10-29,8,25.035,NOR,@,ARI,W 21-10,*,,,,,,0.0%,
40,2000,2000-11-05,9,25.042,NOR,,SFO,W 31-15,*,,,,,,0.0%,
41,2000,2000-11-12,10,25.049,NOR,@,CAR,W 20-10,*,,,,,,0.0%,
42,2000,2000-11-19,11,25.056,NOR,,OAK,L 22-31,,0,,,,,0.0%,
43,2000,2000-11-26,12,25.063,NOR,@,STL,W 31-24,,,,,,,0.0%,
44,2000,2000-12-03,13,25.070,NOR,,DEN,L 23-38,,1,1,16,16.00,0,100.0%,16.00
45,2000,2000-12-10,14,25.077,NOR,@,SFO,W 31-27,*,,,,,,0.0%,
46,2000,2000-12-17,15,25.084,NOR,,ATL,W 23-7,*,,,,,,0.0%,
47,2000,2000-12-24,16,25.091,NOR,,STL,L 21-26,,,,,,,0.0%,
48,2001,2001-09-09,1,25.350,NOR,@,BUF,W 24-6,*,,,,,,0.0%,
49,2001,2001-09-30,2,26.006,NOR,@,NYG,L 13-21,*,0,,,,,0.0%,
