ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1981,1981-09-27,4,23.261,SFO,,NOR,W 21-14,0,0,,0,1,3,3.00,0,1,26,26.00,0,0,0
2,1981,1981-10-04,5,23.268,SFO,@,WAS,W 30-17,2,14,7.00,0,0,0,,0,2,41,20.50,0,0,0
3,1981,1981-10-11,6,23.275,SFO,,DAL,W 45-14,6,27,4.50,1,0,0,,0,2,49,24.50,0,1,6
4,1981,1981-10-18,7,23.282,SFO,@,GNB,W 13-3,0,0,,0,1,5,5.00,0,2,21,10.50,0,0,0
5,1981,1981-10-25,8,23.289,SFO,,RAM,W 20-17,0,0,,0,0,0,,0,2,61,30.50,0,0,0
6,1981,1981-11-01,9,23.296,SFO,@,PIT,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,
7,1981,1981-11-08,10,23.303,SFO,,ATL,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,
8,1981,1981-11-15,11,23.310,SFO,,CLE,L 12-15,0,0,,0,0,0,,0,2,52,26.00,0,0,0
9,1981,1981-11-22,12,23.317,SFO,@,RAM,W 33-31,2,9,4.50,0,0,0,,0,3,138,46.00,1,1,6
10,1981,1981-11-29,13,23.324,SFO,,NYG,W 17-10,2,-7,-3.50,0,1,2,2.00,0,1,25,25.00,0,0,0
11,1981,1981-12-06,14,23.331,SFO,@,CIN,W 21-3,1,5,5.00,0,0,0,,0,0,0,,0,0,0
12,1981,1981-12-13,15,23.338,SFO,,HOU,W 28-6,0,0,,0,0,0,,0,0,0,,0,0,
13,1981,1981-12-20,16,23.345,SFO,@,NOR,W 21-17,0,0,,0,0,0,,0,2,24,12.00,0,0,0
14,1982,1982-09-12,1,24.246,SFO,,RAI,L 17-23,2,6,3.00,0,1,6,6.00,0,2,30,15.00,0,0,0
15,1982,1982-09-19,2,24.253,SFO,@,DEN,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,
16,1982,1982-11-21,3,24.316,SFO,@,STL,W 31-20,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0
17,1982,1982-11-28,4,24.323,SFO,,NOR,L 20-23,0,0,,0,0,0,,0,2,53,26.50,0,0,0
18,1982,1982-12-02,5,24.327,SFO,@,RAM,W 30-24,0,0,,0,0,0,,0,0,0,,0,0,
19,1982,1982-12-19,7,24.344,SFO,,ATL,L 7-17,1,2,2.00,0,1,6,6.00,0,3,66,22.00,0,0,0
20,1982,1982-12-26,8,24.351,SFO,@,KAN,W 26-13,0,0,,0,0,0,,0,0,0,,0,0,
21,1982,1983-01-02,9,24.358,SFO,,RAM,L 20-21,0,0,,0,0,0,,0,2,41,20.50,0,0,0
